Temperature,Conductivity,PH,Turbidity,ODO,BGA
23.28,1954,8.79,49.09,6.58,0
23.26,1951,8.78,51.1,6.47,0
23.2,1952,8.79,50.64,6.54,0
23.15,1951,8.79,51.33,6.63,0
23.13,1950,8.79,55.01,6.59,0
23.11,1953,8.79,60.47,6.59,0
23.08,1947,8.79,57.02,6.64,0
23.08,1947,8.79,63.44,6.63,0
23.08,1948,8.79,63.73,6.65,0
23.08,1951,8.79,61.88,6.69,0
23.09,1950,8.79,60,6.75,0
23.1,1952,8.8,60.31,6.77,0
23.1,1952,8.8,61.55,6.76,0
23.11,1949,8.8,58.12,6.8,0
23.13,1949,8.81,54.88,6.99,1
23.15,1950,8.82,52.06,7.13,1
23.17,1951,8.82,51.51,7.24,1
23.18,1953,8.82,49.78,7.18,1
23.16,1952,8.82,49.8,7.14,0
23.18,1953,8.82,48.1,7.17,0
23.2,1956,8.82,45.21,7.28,0
20.58,7,8.7,2.77,7.69,0
23.29,1957,8.84,46.91,7.53,1
23.26,1952,8.84,47.73,7.48,1
23.23,1959,8.82,46.79,7.1,0
23.32,1959,8.85,44.19,7.7,1
23.45,1962,8.88,44.18,8.34,1
23.59,1957,8.93,42.12,9.35,1
23.52,1962,8.93,41.72,9.48,1
24.05,1963,9.01,44.3,10.78,1
24.06,1961,9.01,44.32,10.48,1
23.51,1959,8.92,44.71,9.04,1
23.32,1957,8.84,44.92,7.62,1
23.66,1960,8.93,43.21,8.81,1
23.42,1962,8.87,44.66,7.95,1
23.42,1960,8.85,51.48,7.86,1
23.66,1962,8.87,41.06,8.07,1
23.45,1963,8.86,44.29,7.84,1
23.57,1959,8.89,41.34,8.35,1
23.55,1960,8.89,40.78,8.52,1
23.54,1964,8.89,39.72,8.53,1
23.68,1959,8.93,41.2,9.33,1
23.79,1958,8.97,42.13,10.2,1
23.81,1953,8.98,40.98,10.51,1
23.86,1961,8.99,39.81,10.53,1
23.81,1961,8.96,40,9.9,1
23.74,1956,8.92,39.19,9.25,1
23.76,1952,8.94,38.2,9.24,1
23.67,1956,8.91,36.09,8.82,1
24.27,1947,8.95,35.64,9.17,1
23.97,1957,8.95,33.59,9.51,0
24.66,1951,8.98,32.35,9.53,0
24.02,1952,8.91,34.43,7.9,0
24.67,1962,8.99,30.01,10.08,0
25.15,1956,9.01,29.82,10.35,0
24.83,1955,8.97,29.59,9.84,0
24.52,1951,8.93,32.73,9.04,0
24.4,1950,8.91,31.17,8.73,0
24.34,1952,8.9,35,8.47,0
24.27,1952,8.9,34.07,8.4,0
24.25,1952,8.89,35.51,8.33,0
24.28,1952,8.9,34.09,8.38,0
24.31,1951,8.9,34.39,8.44,0
24.29,1952,8.9,38.99,8.42,0
24.26,1949,8.9,31.6,8.37,0
24.21,1951,8.89,34.11,8.29,0
24.21,1955,8.89,36.34,8.26,0
24.21,1954,8.89,33.91,8.22,0
24.18,1954,8.88,33.21,8.13,0
24.12,1950,8.88,34.41,8,0
24.09,1951,8.87,33.38,7.96,0
24.09,1950,8.87,34.26,7.87,0
24.07,1951,8.86,33.41,7.82,0
24.06,1951,8.87,33.74,7.83,0
24.05,1955,8.87,32.7,7.82,0
24.03,1958,8.87,32.58,7.84,0
24.07,1955,8.87,30.91,7.83,0
24.07,1954,8.87,30.29,7.8,0
24.05,1964,8.87,30.77,7.78,0
24.02,1961,8.86,30.38,7.75,0
24.02,1961,8.86,29.74,7.72,0
24,1956,8.86,30.48,7.69,0
23.96,1959,8.86,32.77,7.61,0
23.92,1956,8.85,35.08,7.52,0
23.91,1954,8.84,34.13,7.43,0
23.89,1954,8.84,34.99,7.38,0
23.86,1953,8.84,33.76,7.39,0
23.78,1954,8.84,34.28,7.41,0
23.73,1952,8.84,35.98,7.34,0
23.71,1952,8.83,35.66,7.3,0
23.7,1953,8.83,34.83,7.25,0
23.67,1953,8.82,38.8,7.12,0
23.65,1953,8.81,44.69,7.03,0
23.61,1952,8.81,43.32,7.05,0
23.6,1953,8.82,43.66,7.05,0
23.58,1950,8.81,43.49,7,0
23.58,1948,8.81,43.43,6.96,0
23.55,1949,8.8,45.41,6.93,0
23.53,1949,8.8,41.59,6.92,0
23.53,1951,8.8,43.59,6.81,0
23.52,1950,8.8,43.8,6.8,0
23.52,1952,8.8,44.43,6.9,0
23.5,1956,8.8,49.59,6.9,0
23.49,1955,8.81,47.83,6.96,0
23.49,1954,8.81,43.15,6.97,0
23.49,1953,8.8,49.15,6.92,0
23.53,1951,8.81,42.63,7.04,0
23.55,1954,8.81,41.97,7.07,1
23.52,1953,8.8,43,6.98,0
23.6,1954,8.82,42.85,7.2,1
23.6,1955,8.81,43.43,7.12,0
23.67,1955,8.82,42.27,7.22,0
23.73,1956,8.83,40.4,7.35,1
23.75,1954,8.84,39.62,7.46,1
23.77,1953,8.84,39.21,7.44,0
23.79,1957,8.83,38.98,7.42,1
23.81,1954,8.84,37.98,7.54,1
23.83,1954,8.84,38.48,7.53,1
23.84,1954,8.84,34.71,7.6,1
23.84,1954,8.84,35.99,7.59,0
23.83,1954,8.83,35.27,7.36,0
23.85,1957,8.85,35.04,7.64,0
23.92,1956,8.87,35.5,8.04,0
23.93,1960,8.87,35.79,8.05,0
23.91,1964,8.86,34.88,7.81,0
23.93,1960,8.86,33.87,7.92,0
23.98,1963,8.87,33.44,8.24,0
23.97,1964,8.87,33.49,7.96,1
23.94,1961,8.86,32.66,7.96,0
23.99,1962,8.86,35.15,7.75,0
24.56,1959,8.91,32.01,8.21,0
25.48,1958,8.97,31.38,9.31,1
25.19,1959,8.95,31.85,8.99,1
24.86,1958,8.91,35.85,8.36,0
24.71,1954,8.89,41.29,8.04,0
24.67,1954,8.88,45.52,7.93,1
24.65,1952,8.88,45.3,7.9,0
24.63,1954,8.88,45.18,7.89,0
24.63,1954,8.88,44.55,7.89,1
24.64,1954,8.88,45.26,7.9,0
24.65,1954,8.89,45.88,7.94,0
24.64,1952,8.89,45.15,7.98,0
24.65,1952,8.89,45.49,8,0
24.63,1952,8.89,45.93,7.99,1
24.61,1954,8.89,51.12,8,1
24.6,1957,8.89,46.39,8.06,1
24.5,1957,8.89,109.07,7.99,1
24.48,1951,8.89,429.31,8.09,1
24.5,1952,8.88,636.7,8.12,1
24.54,1955,8.88,563.92,8.18,1
24.58,1956,8.88,448.97,8.11,1
24.52,1954,8.87,313.34,8.02,1
24.42,1953,8.86,226.94,7.94,1
24.33,1951,8.86,207.1,7.83,1
24.22,1954,8.86,198.8,7.61,1
24.09,1949,8.85,221.13,7.39,1
24,1953,8.84,192.81,7.25,1
23.91,1955,8.82,166.26,7.08,1
23.88,1955,8.82,188.4,7.01,1
23.84,1954,8.81,143.35,6.96,1
23.83,1950,8.82,136.58,6.98,1
23.83,1953,8.82,154.35,7.05,1
23.83,1952,8.83,151.01,7.12,1
23.84,1950,8.83,158.36,7.14,1
23.84,1953,8.83,149.37,7.15,1
23.79,1951,8.83,123.44,7.18,1
23.78,1951,8.83,121.32,7.16,1
23.78,1955,8.82,116.18,7.12,1
23.73,1950,8.82,98.46,7.1,1
23.71,1953,8.82,97.24,7.06,1
23.68,1952,8.82,86.91,7.03,1
23.63,1954,8.81,86.91,6.97,1
23.63,1953,8.81,78.58,6.88,1
23.57,1953,8.8,76.74,6.83,1
23.55,1950,8.8,79.82,6.78,1
23.56,1952,8.8,81.95,6.75,1
23.55,1954,8.8,83.99,6.73,1
23.51,1953,8.79,77.71,6.71,1
23.51,1954,8.79,83.32,6.67,1
23.47,1954,8.79,75.1,6.68,1
23.47,1952,8.79,79.07,6.64,1
23.45,1954,8.78,82.49,6.6,1
23.43,1952,8.78,75.63,6.57,1
23.42,1950,8.78,73.7,6.55,1
23.41,1951,8.78,75.75,6.52,1
23.4,1950,8.78,73.11,6.5,1
23.36,1950,8.78,71.28,6.48,1
23.33,1953,8.78,65.29,6.46,1
23.29,1952,8.77,61.13,6.43,1
23.27,1954,8.77,64.84,6.34,1
23.26,1956,8.76,71.52,6.3,1
23.24,1955,8.76,70.79,6.27,1
23.24,1954,8.76,73.39,6.2,1
23.23,1953,8.75,77.86,6.15,1
23.22,1955,8.75,71.08,6.16,1
23.21,1955,8.75,69.92,6.14,1
23.18,1956,8.75,68.09,6.16,1
23.16,1955,8.76,64.44,6.21,1
23.17,1952,8.75,64.44,6.19,1
23.17,1953,8.75,62.12,6.18,1
23.15,1956,8.76,59.25,6.24,1
23.15,1957,8.75,59.38,6.22,1
23.14,1959,8.75,53.78,6.23,1
23.13,1957,8.75,56.41,6.2,1
23.12,1955,8.75,56.88,6.18,1
23.13,1958,8.75,55.68,6.17,1
23.13,1958,8.76,54.45,6.23,1
23.13,1958,8.76,54.01,6.3,1
23.16,1957,8.77,52.63,6.42,1
23.18,1961,8.77,47.98,6.5,1
23.18,1960,8.78,47.81,6.68,1
23.19,1957,8.78,45.68,6.62,1
23.21,1955,8.78,46.06,6.67,1
23.23,1953,8.79,49.07,6.84,1
23.27,1957,8.82,43.58,7.24,1
23.22,1956,8.79,48.33,6.74,1
23.22,1955,8.79,48.72,6.75,1
23.22,1954,8.79,49.35,6.73,1
23.23,1951,8.78,52.01,6.59,1
23.26,1954,8.78,55.5,6.62,1
23.31,1955,8.79,54.83,6.72,1
23.37,1952,8.79,53.1,6.75,1
23.4,1953,8.8,53.13,6.9,1
23.44,1951,8.8,53.97,6.9,1
23.48,1951,8.8,53.04,6.88,1
23.56,1950,8.8,51.66,6.96,1
23.61,1950,8.8,51.97,6.94,1
23.71,1951,8.81,49.98,7.05,1
23.69,1953,8.81,49.33,7.14,1
23.69,1955,8.82,49.93,7.16,1
23.74,1951,8.82,50.63,7.23,1
23.78,1952,8.83,50.07,7.3,1
23.74,1951,8.82,49.78,7.22,1
23.69,1951,8.82,54.17,7.19,1
23.67,1952,8.81,51.86,7.14,1
23.65,1951,8.82,53.08,7.17,1
23.63,1950,8.81,52.03,7.19,1
23.6,1952,8.81,51.12,7.2,1
23.6,1950,8.81,51.79,7.22,1
23.59,1954,8.81,49.85,7.19,1
23.57,1953,8.81,52.38,7.18,1
23.56,1956,8.81,51.32,7.16,1
23.54,1953,8.81,48.99,7.12,1
23.53,1953,8.81,48.07,7.1,1
23.53,1952,8.8,48.14,7.04,1
23.52,1953,8.8,47.59,7,1
23.51,1961,8.8,47.12,7,1
23.47,1958,8.8,44.95,6.95,1
23.47,1963,8.79,44.16,6.9,1
23.46,1968,8.79,44.35,6.82,1
23.44,1965,8.78,45.03,6.74,1
23.42,1968,8.78,43.85,6.67,1
23.4,1965,8.78,45.87,6.77,1
23.39,1964,8.78,48.01,6.73,1
23.37,1966,8.78,45.62,6.67,1
23.36,1969,8.78,44.18,6.66,1
23.33,1965,8.78,48.81,6.68,1
23.28,1960,8.77,46.75,6.63,1
23.28,1959,8.76,49.34,6.53,1
23.26,1962,8.77,51.83,6.53,1
23.23,1958,8.76,52.48,6.55,1
23.2,1957,8.76,50.99,6.52,1
23.18,1955,8.76,51.68,6.47,1
23.18,1955,8.76,54.93,6.45,1
23.15,1954,8.76,51.56,6.47,1
23.13,1959,8.76,46.83,6.48,1
23.1,1957,8.76,47.58,6.45,1
23.08,1956,8.76,52.3,6.43,1
23.04,1954,8.75,49.3,6.45,1
23,1953,8.75,49.59,6.41,1
23.01,1953,8.75,56.07,6.34,1
22.95,1951,8.75,52.6,6.36,1
22.93,1953,8.74,51.84,6.29,1
22.91,1952,8.74,55.67,6.28,1
22.89,1954,8.74,62.29,6.22,1
22.89,1951,8.73,70.4,6.12,1
22.84,1951,8.74,61.23,6.15,1
22.8,1952,8.74,58,6.22,1
22.79,1954,8.74,65.07,6.19,1
22.75,1953,8.75,67.86,6.23,1
22.73,1953,8.75,57.39,6.33,1
22.7,1952,8.75,56.24,6.31,1
22.69,1953,8.75,60.42,6.3,1
22.65,1952,8.75,65.65,6.28,1
22.61,1951,8.75,63.21,6.27,1
22.62,1954,8.74,67.83,6.17,1
22.58,1954,8.74,68.11,6.12,1
22.57,1954,8.74,70.11,6.04,1
22.55,1956,8.73,69.54,5.97,1
22.53,1957,8.73,75.15,5.92,1
22.52,1955,8.73,66.41,5.91,1
22.52,1957,8.73,69.42,5.87,1
22.5,1958,8.73,69.26,5.86,1
22.49,1958,8.73,70.41,5.83,1
22.47,1959,8.73,65.96,5.9,1
22.48,1955,8.73,74.25,5.85,1
22.48,1959,8.73,73.98,5.89,1
22.49,1958,8.73,69.52,5.9,1
22.51,1959,8.74,64.44,5.98,1
22.53,1959,8.75,61.49,6.1,1
22.54,1959,8.74,62.58,6.04,1
22.61,1962,8.76,58.67,6.21,1
22.67,1957,8.77,57.83,6.36,1
22.72,1957,8.77,59.78,6.47,1
22.77,1957,8.79,61.78,6.69,1
22.83,1962,8.8,63.78,6.81,1
22.89,1959,8.81,52.27,7.07,1
22.9,1961,8.83,52.59,7.31,1
22.94,1959,8.82,48.75,7.25,1
22.98,1961,8.83,48.29,7.28,1
22.99,1961,8.83,55.16,7.36,1
23,1961,8.84,52.37,7.51,1
23.07,1959,8.85,45.5,7.83,1
23.1,1961,8.87,46.6,8,1
23.12,1961,8.87,43.38,8.01,1
23.15,1963,8.88,46.02,8.3,1
23.16,1964,8.89,38.69,8.41,1
23.14,1966,8.89,77.66,8.37,1
23.15,1968,8.89,37.44,8.44,1
23.18,1966,8.9,37.92,8.6,1
23.41,1965,8.92,38.71,9.29,1
23.29,1966,8.91,39.12,8.79,1
24.1,1965,8.99,37.75,10.05,1
23.91,1969,8.97,49.72,9.57,1
24.18,1968,8.99,33.42,10.02,1
24.27,1964,8.99,35.4,9.86,1
24.53,1965,9.02,34.62,10.2,1
24.6,1965,9.02,31.87,10.35,1
24.62,1967,9.02,34.83,10.34,1
24.7,1967,9.04,37.5,10.73,1
24.71,1965,9.04,31.4,10.67,1
24.75,1965,9.03,32.23,10.68,1
24.8,1966,9.04,36.47,10.82,1
24.8,1966,9.04,30.91,10.68,1
24.86,1964,9.04,30.44,10.81,1
24.9,1966,9.05,29.35,10.98,1
24.87,1966,9.06,29.41,11.09,1
24.91,1965,9.07,29.02,11.29,1
24.76,1966,9.05,26.63,10.92,1
24.65,1965,9.04,28.48,10.63,1
24.51,1965,9.02,30.86,10.28,1
24.45,1965,9.01,30.97,10.11,1
24.34,1964,9,26.99,9.92,1
24.13,1961,8.96,29.34,9.13,1
24.03,1961,8.95,34.1,8.94,1
23.97,1964,8.94,33.02,8.87,1
23.86,1965,8.92,33.47,8.47,1
23.81,1964,8.91,38.91,8.34,1
23.79,1965,8.92,35.24,8.43,1
23.76,1965,8.92,36.92,8.35,1
23.71,1964,8.91,41.9,8.24,1
23.68,1961,8.91,36.7,8.24,1
23.64,1962,8.9,34.81,8.13,1
23.6,1964,8.9,37.76,8.08,1
23.58,1964,8.9,35.92,8.05,1
23.55,1967,8.9,39.23,8.04,1
23.52,1966,8.89,37.65,7.97,1
23.48,1967,8.89,35.38,7.97,1
23.46,1966,8.89,36.35,7.91,1
23.43,1967,8.89,40.59,7.83,1
23.4,1966,8.88,39.02,7.77,1
23.37,1966,8.88,39.26,7.76,1
23.34,1967,8.88,39.42,7.67,1
23.31,1969,8.87,39.3,7.6,1
23.29,1967,8.87,38.15,7.55,1
23.28,1966,8.87,41.43,7.52,1
23.26,1966,8.86,42.54,7.47,1
23.25,1966,8.86,39.66,7.44,1
23.22,1967,8.86,39.55,7.36,1
23.2,1967,8.86,38.21,7.33,1
23.19,1967,8.85,36.02,7.29,1
23.17,1965,8.85,39.89,7.22,1
23.15,1969,8.85,40.03,7.2,1
23.13,1969,8.85,37.25,7.18,1
23.12,1968,8.84,39.97,7.11,1
23.08,1969,8.84,60.33,7.11,1
23.07,1967,8.84,40.85,7.05,1
23.04,1968,8.83,41.12,6.99,1
23.03,1965,8.83,44.08,6.92,1
23,1966,8.83,58.76,6.93,1
22.98,1968,8.83,40.67,6.95,1
22.97,1965,8.83,42.78,6.88,1
22.92,1965,8.83,42.77,6.91,1
22.92,1967,8.82,46.8,6.84,1
22.9,1965,8.82,53.15,6.82,1
22.86,1967,8.82,47.43,6.81,1
22.83,1963,8.82,46.73,6.77,1
22.81,1966,8.81,48.51,6.73,1
22.77,1966,8.81,47.61,6.76,1
22.76,1965,8.82,47.04,6.78,1
22.74,1966,8.82,47.98,6.85,1
22.74,1966,8.82,51.57,6.86,1
22.74,1964,8.82,46.9,6.92,1
22.75,1967,8.82,48.16,6.94,1
22.76,1965,8.83,47.95,7,1
22.77,1964,8.83,45.41,7.04,1
22.85,1966,8.84,42.48,7.29,1
22.86,1966,8.85,45.18,7.29,1
22.88,1966,8.85,41.79,7.39,1
22.91,1969,8.86,41.11,7.5,1
22.95,1967,8.86,41.49,7.61,1
23.04,1967,8.88,40.44,7.79,1
23.06,1965,8.88,118.39,7.82,1
23.02,1968,8.87,38.89,7.61,1
23.08,1969,8.88,44.19,7.77,1
23.17,1967,8.9,39.58,7.91,1
23.22,1969,8.91,41.72,8.05,1
23.32,1970,8.92,40.16,8.38,1
23.21,1971,8.9,39.03,8.09,1
23.19,1972,8.9,48.07,8.05,0
23.12,1970,8.89,37.09,8,0
23.21,1974,8.9,41.68,8.17,1
23.22,1972,8.9,33.99,8.18,0
23.15,1972,8.89,34.02,8.09,0
23.17,1975,8.89,32.93,8.03,0
23.16,1975,8.89,32.57,8,0
23.2,1975,8.91,32,8.39,1
23.31,1972,8.94,33.55,8.81,1
23.2,1968,8.92,32.97,8.62,1
23.24,1971,8.93,31.79,8.81,1
23.41,1969,8.95,29.88,9.16,1
23.44,1971,8.96,32.44,9.14,1
23.56,1969,9.01,60.51,9.88,1
23.92,1972,9.03,46.97,10.43,1
24.03,1965,9.06,27.57,11.1,1
24.25,1968,9.04,29.85,10.78,1
23.95,1974,9.04,26.74,10.58,1
24.3,1966,9.17,38.05,14.31,1
24.41,1972,9.1,26.42,11.87,1
23.84,1972,9,37.94,10.32,1
23.91,1968,9.02,33.5,10.6,1
23.8,1973,9,40.51,10.07,1
23.85,1968,9.02,91.08,10.49,1
24.32,1967,9.07,28.4,11.93,1
24.06,1970,9.03,29.36,10.88,1
24.57,1969,9.1,27.24,12.63,1
24.36,1966,9.06,38.02,11.36,1
24.28,1969,9.04,29.23,11.53,1
24.21,1968,9.03,30.2,11.2,1
24.14,1968,9.02,28.94,11.12,1
24,1969,8.98,36.5,10.32,1
24.01,1968,8.99,36.27,10.5,1
23.94,1969,8.98,41.26,10.29,1
23.9,1966,8.99,34.54,10.43,1
23.84,1969,8.97,36.3,10.01,1
23.86,1970,8.96,35.12,9.85,1
23.92,1969,8.97,34.77,9.97,1
23.85,1969,8.97,32.16,9.97,1
23.88,1971,8.95,40.73,9.74,1
23.83,1969,8.95,35.09,9.65,1
23.81,1970,8.95,34.1,9.52,1
23.77,1970,8.94,32.86,9.57,1
23.73,1970,8.94,34.9,9.46,1
23.71,1970,8.93,33.13,9.28,1
23.68,1971,8.93,36.49,9.13,1
23.67,1971,8.92,38.6,9.07,1
23.64,1972,8.92,34.01,8.98,1
23.62,1970,8.92,40.73,8.86,1
23.61,1972,8.91,42.34,8.72,1
23.59,1970,8.9,41.06,8.71,1
23.56,1969,8.9,35.55,8.72,1
23.56,1970,8.9,39.55,8.56,1
23.53,1970,8.89,36.17,8.51,1
23.51,1973,8.88,41.48,8.22,1
23.49,1974,8.88,40.71,8.15,1
23.47,1974,8.87,81.26,7.93,1
23.47,1977,8.86,41.41,7.76,1
23.44,1977,8.86,50.54,7.71,1
23.41,1976,8.85,49.25,7.64,1
23.37,1976,8.85,46.69,7.52,1
23.34,1977,8.85,54.39,7.48,1
23.3,1978,8.85,53.67,7.47,1
23.28,1977,8.84,54.46,7.43,1
23.26,1975,8.84,66.56,7.42,1
23.26,1972,8.84,72.02,7.28,1
23.23,1974,8.83,65.91,7.21,1
23.11,1975,8.82,59.1,7.02,1
23.05,1975,8.82,60.12,6.85,1
23.06,1975,8.82,63.01,6.87,1
23.07,1976,8.82,62.87,6.87,1
23.06,1976,8.82,62.84,6.83,1
23.05,1977,8.82,64.6,6.81,1
23.02,1976,8.82,69.07,6.88,1
23.03,1978,8.82,61,6.89,1
23.02,1975,8.82,67.94,6.91,1
23,1974,8.82,61.49,6.84,1
22.99,1973,8.82,63.39,6.84,1
22.97,1975,8.82,64.55,6.9,1
22.97,1974,8.82,60.81,6.99,1
22.99,1975,8.83,58.28,6.98,1
23.01,1973,8.83,59.78,6.97,1
23.04,1975,8.84,57.17,7.08,1
23.07,1975,8.84,55.03,7.1,1
23.13,1976,8.85,54.87,7.24,1
23.15,1977,8.85,51.61,7.24,1
23.16,1976,8.85,51.29,7.23,1
23.14,1976,8.84,51.28,7.17,1
23.05,1975,8.83,56.1,6.92,0
23.09,1977,8.85,47.09,7.32,1
23.12,1975,8.86,45.88,7.43,1
23.21,1976,8.87,44.61,7.64,1
23.26,1974,8.89,39.58,8.11,1
23.28,1975,8.89,43.38,8.13,1
23.36,1977,8.94,43.63,9.44,1
23.39,1976,8.95,41.94,9.44,1
23.39,1978,8.94,37.28,9.19,1
23.32,1975,8.91,37.13,8.42,0
23.34,1981,8.91,39.75,8.57,1
23.42,1978,8.96,56.75,9.39,1
23.36,1981,8.88,35.06,8.01,0
23.4,1979,8.89,35.04,8.34,0
23.46,1981,8.92,31.73,8.85,1
23.51,1981,8.93,34.3,9.1,1
23.53,1983,8.94,201.78,9.35,1
23.53,1979,8.94,42.32,9.26,1
23.53,1978,8.94,31.62,9.18,1
23.52,1979,8.93,33.29,9.11,1
23.64,1978,8.99,35.04,10.02,1
23.68,1977,8.99,29.75,10.13,1
23.66,1979,8.98,30.86,9.82,1
23.8,1974,9.01,43,10.39,1
23.71,1976,9,40.94,10.14,1
23.77,1974,9,33.66,10.13,1
24.06,1976,9.02,49.84,10.31,1
24.08,1972,8.99,42.83,9.86,1
24.02,1973,8.98,31.59,9.49,1
24.34,1979,8.99,29.44,9.94,1
24.16,1975,8.99,28.45,9.55,1
24.43,1976,9.02,29.57,10.79,1
25.21,1974,9.1,33.61,12.88,1
25.14,1970,9.1,26.89,12.78,1
24.97,1973,9.07,27.96,12.28,1
24.78,1977,9.04,27.43,11.61,1
24.8,1973,9.04,27.6,11.71,1
24.72,1974,9.03,25.5,11.48,1
24.64,1972,9.02,28.3,11.24,1
24.62,1974,9.02,26.73,11.14,1
24.56,1972,9.01,26.96,10.95,1
24.5,1972,9,25.77,10.78,1
24.46,1973,8.99,26.89,10.71,1
24.41,1973,8.99,24.37,10.6,1
24.4,1972,8.99,29.58,10.6,1
24.32,1972,8.98,27.79,10.39,1
24.27,1971,8.97,25.21,10.33,1
24.29,1972,8.97,24.6,10.26,1
24.25,1971,8.97,26.79,10.19,1
24.22,1972,8.96,26.9,10.09,1
24.18,1974,8.96,26.94,10.02,1
24.14,1973,8.95,26.55,9.89,1
24.08,1972,8.95,25.55,9.79,1
24.03,1971,8.94,26.91,9.62,1
24,1975,8.93,26.76,9.55,1
23.96,1974,8.93,25.99,9.4,1
23.91,1972,8.93,28.54,9.38,1
23.86,1971,8.92,27.16,9.27,1
23.84,1973,8.92,27.71,9.21,1
23.83,1973,8.92,28.87,9.15,1
23.81,1976,8.91,30.27,9.03,1
23.79,1973,8.91,31.69,8.87,1
23.76,1973,8.9,32.19,8.79,1
23.74,1974,8.9,38.43,8.74,1
23.72,1974,8.9,39.99,8.61,1
23.7,1973,8.9,33.69,8.47,1
23.66,1973,8.89,28.25,8.32,1
23.63,1976,8.88,32.76,8.16,1
23.6,1976,8.88,31.36,8.09,1
23.57,1974,8.88,32.4,8.02,1
23.55,1976,8.88,31.77,8.01,1
23.52,1978,8.87,32.55,7.99,1
23.5,1976,8.87,36.23,7.96,1
23.47,1975,8.87,34.34,7.98,1
23.45,1976,8.87,34.88,7.89,1
23.39,1976,8.86,31.47,7.86,1
23.38,1978,8.86,38.54,7.82,1
23.37,1972,8.86,37.72,7.79,1
23.32,1976,8.85,36.56,7.74,1
23.28,1974,8.85,37.05,7.69,1
23.24,1975,8.85,38.26,7.65,1
23.22,1976,8.84,36.95,7.6,1
23.17,1975,8.84,38.48,7.55,1
23.16,1976,8.84,64.48,7.52,1
23.14,1977,8.84,38.7,7.53,1
23.12,1976,8.84,41.26,7.5,1
23.11,1976,8.84,43.49,7.54,1
23.11,1977,8.84,40.51,7.58,1
23.11,1978,8.84,41.92,7.56,1
23.11,1976,8.84,41.76,7.49,1
23.12,1978,8.85,38.65,7.6,1
23.12,1976,8.85,38.64,7.65,1
23.14,1977,8.86,38.33,7.81,1
23.15,1978,8.86,36.56,7.86,1
23.16,1977,8.87,36.35,8.08,1
23.17,1977,8.88,45.9,8.2,1
23.18,1979,8.89,34.23,8.47,1
23.14,1980,8.88,32.05,8.06,0
23.13,1979,8.88,30.83,8.19,0
23.17,1979,8.9,30.27,8.54,0
23.3,1977,8.99,30.49,10.49,1
23.19,1981,8.9,29.33,8.66,0
23.22,1977,8.89,33.29,8.46,1
23.25,1978,8.89,34.32,8.39,0
23.25,1979,8.91,30.27,8.71,1
23.43,1978,8.95,30.47,9.37,1
23.33,1982,8.91,29.17,8.59,1
23.55,1982,8.98,31.91,10.22,1
23.46,1980,8.97,32.98,9.93,1
23.3,1979,8.94,30.42,9.28,1
23.26,1982,8.93,32.83,8.99,1
23.28,1982,8.94,34.46,9.29,1
23.32,1979,8.96,26.6,9.61,1
23.43,1980,9.01,24.53,10.68,1
25.1,1975,9.14,28.28,14.7,1
23.99,1978,9,28.89,10.68,1
23.84,1985,9.07,24.33,11.74,1
23.75,1977,9.1,33.92,12.6,1
24.07,1975,9.14,48.85,13.52,1
23.87,1976,9.14,24.87,13.2,1
24.52,1973,9.23,23.84,15.65,1
24.04,1980,9.12,28.25,13.73,1
24.94,1974,9.12,28.44,12.83,1
25.27,1983,9.1,25.12,11.56,1
25.41,1982,9.12,22.02,12.04,1
25.28,1983,9.11,25.58,12.02,1
25.02,1980,9.09,27.29,11.6,1
24.89,1981,9.05,25.73,10.74,1
24.69,1979,9.01,30.3,10.02,1
24.55,1979,8.99,35.56,9.75,1
24.47,1979,8.98,41.39,9.41,1
24.45,1979,8.98,40.83,9.35,1
24.4,1981,8.98,39.79,9.28,1
24.37,1980,8.97,43.23,9.21,1
24.33,1983,8.97,42.56,9.18,1
24.3,1981,8.97,41.04,9.29,1
24.27,1981,8.97,42.3,9.32,1
24.24,1981,8.98,39.97,9.36,1
24.27,1981,8.98,41.29,9.42,1
24.26,1978,8.98,41.42,9.43,1
24.23,1979,8.98,39.9,9.38,1
24.25,1977,8.97,55.18,9.33,1
24.2,1982,8.97,39.8,9.3,1
24.18,1983,8.97,37.2,9.25,1
24.16,1984,8.97,40.68,9.15,1
24.15,1983,8.96,64.24,9.05,1
24.12,1985,8.96,41.74,9.01,1
24.1,1984,8.95,43.52,8.93,1
24.07,1982,8.95,37.46,8.94,1
24.05,1982,8.95,34.13,8.91,1
24.04,1982,8.95,33.28,8.89,1
24.04,1985,8.95,36.27,8.82,1
24.06,1985,8.94,41.81,8.63,1
24.03,1986,8.94,37.38,8.6,1
24,1984,8.94,37.33,8.68,1
24.01,1983,8.94,37.84,8.58,0
23.97,1985,8.93,37.6,8.54,1
23.95,1984,8.93,36.61,8.56,1
23.93,1984,8.93,38.65,8.49,1
23.89,1983,8.92,38.04,8.39,1
23.86,1985,8.91,39.41,8.24,1
23.86,1984,8.91,38.14,8.18,1
23.85,1985,8.9,42.97,8.08,1
23.82,1984,8.9,40.97,8.04,1
23.79,1985,8.9,41.71,8.08,1
23.77,1986,8.9,40.08,8.1,1
23.73,1985,8.9,46.09,8,1
23.71,1986,8.9,77.41,8.03,1
23.67,1984,8.9,36.27,7.98,1
23.6,1986,8.88,39.28,7.79,1
23.56,1984,8.88,41.66,7.69,1
