Temperature,Conductivity,PH,Turbidity,ODO,BGA
24.11,1772,8.64,18.04,8.08,0
24.31,1772,8.65,18.08,8.29,0
24.38,1771,8.66,15.33,8.4,0
24.28,1776,8.66,16.59,8.45,0
24.75,1770,8.66,16.9,8.48,0
24.78,1772,8.66,17.37,8.51,0
24.69,1775,8.67,18.47,8.6,0
24.67,1778,8.66,15.65,8.37,0
24.87,1780,8.65,18.02,8.31,0
24.65,1785,8.65,18.76,8.22,0
24.39,1789,8.63,20.22,7.91,0
24.46,1789,8.62,20.73,7.96,0
24.42,1790,8.62,22.54,7.86,0
24.34,1791,8.61,27.1,7.74,0
24.35,1791,8.61,26.44,7.73,0
24.37,1791,8.61,26.19,7.71,0
24.36,1790,8.61,26.17,7.7,0
24.37,1790,8.61,26.81,7.71,0
24.39,1790,8.61,27.36,7.7,0
24.4,1789,8.62,25.96,7.7,0
24.41,1788,8.62,27.88,7.69,0
24.41,1788,8.62,28.24,7.69,0
24.42,1788,8.62,28.73,7.67,0
24.4,1789,8.61,30.08,7.64,0
24.38,1789,8.61,30,7.63,0
24.35,1789,8.61,30.65,7.63,0
24.32,1789,8.61,33.26,7.55,0
24.3,1789,8.61,36.24,7.55,0
24.26,1790,8.61,33.84,7.52,0
24.23,1790,8.6,37.87,7.46,0
24.2,1791,8.6,37.56,7.46,0
24.18,1791,8.6,38.52,7.44,0
24.14,1790,8.6,36.88,7.42,0
24.12,1790,8.6,38.24,7.39,0
24.08,1790,8.6,38.74,7.37,0
24.05,1789,8.6,39.95,7.34,0
24.01,1788,8.59,39.08,7.33,0
23.98,1788,8.59,39.14,7.3,0
23.96,1789,8.59,39.02,7.29,0
23.92,1788,8.59,39.94,7.27,0
23.89,1788,8.59,40.79,7.26,0
23.83,1787,8.59,39.44,7.24,0
23.82,1787,8.59,39.81,7.21,0
23.78,1787,8.59,39.5,7.2,0
23.78,1787,8.59,38.88,7.18,0
23.75,1785,8.59,38.65,7.17,0
23.68,1786,8.59,35.5,7.15,0
23.67,1785,8.58,39.8,7.14,0
23.65,1784,8.58,37.49,7.13,0
23.62,1783,8.58,40.41,7.12,0
23.6,1782,8.58,37.55,7.09,0
23.58,1782,8.58,36.85,7.07,0
23.54,1782,8.58,37.3,7.07,0
23.51,1782,8.58,34.13,7.05,0
23.48,1782,8.58,35.75,7.03,0
23.46,1782,8.58,36.34,7.02,0
23.44,1783,8.58,35.67,6.99,0
23.42,1782,8.58,36.27,6.98,0
23.36,1779,8.58,34.54,6.99,0
23.36,1778,8.58,38.32,6.98,0
23.32,1776,8.58,35.82,6.98,0
23.26,1776,8.58,34.83,6.97,0
23.25,1775,8.58,34.38,6.99,0
23.22,1774,8.58,34,6.99,0
23.22,1774,8.58,35.26,6.98,0
23.16,1773,8.58,33.71,6.98,0
23.15,1773,8.58,33.62,6.97,0
23.11,1772,8.57,33.85,6.95,0
23.1,1772,8.57,34.14,6.93,0
23.07,1771,8.57,32.87,6.94,0
23.05,1771,8.57,32.08,6.92,0
23.02,1772,8.57,34,6.91,0
23.01,1773,8.57,28.98,6.88,0
22.99,1774,8.57,37.51,6.89,0
22.99,1775,8.57,30.95,6.86,0
22.97,1775,8.57,32.19,6.88,0
22.97,1775,8.57,32.71,6.89,0
22.96,1777,8.57,31.66,6.91,0
22.97,1777,8.57,31.03,6.93,0
22.98,1779,8.57,31.66,6.91,0
23,1780,8.57,31.36,6.91,0
23.02,1782,8.57,30.41,6.95,0
23.06,1783,8.57,30.32,7.02,0
23.07,1785,8.57,30.81,6.98,0
23.13,1785,8.57,30.29,7.06,0
23.15,1786,8.58,29.14,7.12,0
23.2,1787,8.58,30.64,7.21,0
23.19,1788,8.58,31.39,7.25,0
23.21,1789,8.59,30.5,7.31,0
23.26,1789,8.59,29.95,7.41,0
23.34,1788,8.6,30.45,7.54,0
23.31,1789,8.61,28.96,7.64,0
23.34,1790,8.61,28.75,7.69,0
23.42,1791,8.62,28.95,7.89,0
23.64,1792,8.63,52.09,8.17,1
23.49,1795,8.6,27.66,7.6,0
23.52,1796,8.62,30.68,7.96,0
23.8,1792,8.64,30.71,8.33,1
23.7,1795,8.64,29.06,8.39,0
23.97,1792,8.65,26.17,8.54,1
23.77,1799,8.65,32.36,8.44,1
23.88,1801,8.65,26.66,8.56,1
23.99,1801,8.65,47.37,8.57,1
24.19,1802,8.68,27.82,9.08,1
24.21,1806,8.67,25.33,9.03,1
23.93,1804,8.66,26.72,8.7,0
23.96,1804,8.65,28.94,8.59,0
24.1,1806,8.62,27.1,8.15,0
24.48,1798,8.66,25.15,8.66,0
24.32,1804,8.66,25.13,8.72,0
25.13,1797,8.68,27.47,9,1
25.56,1795,8.68,24.32,8.93,1
25.18,1798,8.67,26.97,8.81,1
24.96,1798,8.66,25.75,8.68,1
24.87,1799,8.66,26.4,8.65,0
24.69,1800,8.64,27.03,8.46,0
24.61,1799,8.64,26.69,8.38,0
24.5,1799,8.63,25.7,8.27,0
24.37,1799,8.62,25.99,8.1,0
24.32,1799,8.62,28.5,8.06,0
24.23,1798,8.61,29.37,7.94,0
24.18,1798,8.61,33.2,7.86,0
24.15,1799,8.61,30.29,7.86,0
24.11,1798,8.61,35.27,7.83,0
24.08,1797,8.61,33.53,7.8,0
24.05,1798,8.61,35.55,7.79,0
24.01,1797,8.61,34.61,7.78,0
23.97,1797,8.61,35.74,7.76,0
23.94,1797,8.6,37.78,7.76,0
23.93,1797,8.6,39.47,7.74,0
23.89,1796,8.6,39.11,7.72,0
23.86,1796,8.6,40.66,7.71,0
23.84,1796,8.6,42.59,7.68,0
23.8,1796,8.6,38.84,7.66,0
23.77,1796,8.6,42.22,7.64,0
23.74,1797,8.59,40.34,7.6,0
23.69,1797,8.59,38.31,7.58,0
23.66,1797,8.59,44.21,7.56,0
23.62,1796,8.59,43.54,7.54,0
23.58,1796,8.59,46.17,7.51,0
23.54,1796,8.58,51.49,7.5,0
23.52,1796,8.59,47.15,7.48,0
23.49,1796,8.59,47.59,7.46,0
23.46,1795,8.58,51.27,7.45,0
23.42,1795,8.58,49.62,7.45,0
23.39,1794,8.58,46.03,7.41,0
23.36,1794,8.58,46.29,7.38,0
23.33,1793,8.58,46.55,7.37,0
23.3,1794,8.58,49.86,7.36,0
23.28,1793,8.58,43.07,7.34,1
23.26,1794,8.57,44.74,7.32,0
23.26,1794,8.57,47.64,7.31,0
23.24,1794,8.57,48.18,7.29,0
23.2,1794,8.57,43.74,7.27,0
23.18,1795,8.57,43.71,7.25,0
23.13,1794,8.57,40.97,7.22,0
23.11,1794,8.56,46.19,7.2,0
23.1,1794,8.56,41.17,7.18,0
23.04,1794,8.56,51.02,7.19,1
23.01,1793,8.56,54.63,7.16,0
23.04,1794,8.56,42.55,7.11,0
23.01,1794,8.56,40.72,7.11,0
23,1793,8.56,48.09,7.12,0
22.95,1793,8.56,37.94,7.1,0
22.9,1793,8.55,37.03,7.09,0
22.9,1793,8.55,33.45,7.07,0
22.86,1793,8.55,35.74,7.07,0
22.84,1793,8.55,35.26,7.05,0
22.84,1793,8.55,35.61,7.03,0
22.81,1792,8.55,33.28,7.03,0
22.79,1792,8.55,34.59,7.03,0
22.76,1793,8.55,36.68,7.05,0
22.76,1793,8.55,37.44,7.05,0
22.76,1793,8.55,37.95,7.03,0
22.74,1792,8.55,34.63,7.05,0
22.75,1792,8.55,34.38,7.05,0
22.77,1793,8.55,37.68,7.1,0
22.8,1792,8.56,36.93,7.15,0
22.83,1792,8.56,36.31,7.15,0
22.85,1792,8.56,32.75,7.23,1
22.8,1793,8.55,38.47,7.1,0
22.81,1793,8.56,36.25,7.16,0
22.83,1793,8.56,35.21,7.24,0
22.81,1793,8.55,36.3,7.14,0
22.8,1793,8.55,36.44,7.11,0
22.84,1793,8.56,35.02,7.29,0
23.02,1793,8.6,43.65,7.84,1
23.26,1790,8.62,60.23,8.13,1
23.26,1788,8.63,39.24,8.31,1
23.05,1790,8.6,38.11,7.8,1
22.99,1792,8.59,37.45,7.75,1
23.02,1790,8.59,35.2,7.68,0
23.04,1789,8.59,34.92,7.75,0
23.03,1792,8.59,30.6,7.79,0
23.34,1787,8.63,33.12,8.42,1
23.34,1785,8.62,32.31,8.09,1
23.92,1787,8.63,31.41,8.33,1
24.24,1792,8.64,36.19,8.53,1
24.35,1792,8.64,30.46,8.54,1
24.29,1792,8.64,29.6,8.43,0
24.12,1790,8.63,28.4,8.27,0
23.99,1792,8.62,29.41,8.18,0
24.05,1790,8.62,32.29,8.22,0
24.02,1790,8.62,30.8,8.21,0
24.03,1789,8.62,31.55,8.18,1
24.02,1789,8.62,31.94,8.15,0
24.07,1788,8.62,31.69,8.19,0
24.02,1787,8.61,31.88,8.13,1
24.01,1786,8.62,32.53,8.12,1
23.99,1785,8.61,31.82,8.06,1
23.98,1785,8.61,38.59,8.04,1
23.98,1785,8.61,35.17,8.03,1
23.97,1785,8.61,38.03,8.01,0
23.97,1784,8.61,36.04,8.02,1
23.95,1782,8.61,36.67,8,0
23.92,1780,8.61,36.17,7.97,0
23.91,1778,8.61,37.24,7.95,1
23.94,1780,8.61,38.31,7.95,0
23.88,1777,8.61,37.8,7.91,0
23.82,1774,8.61,38.45,7.84,0
23.79,1771,8.6,34.39,7.8,0
23.78,1770,8.6,37.54,7.78,0
23.79,1771,8.6,43.09,7.76,0
23.77,1771,8.6,39.33,7.74,0
23.76,1771,8.59,42.66,7.65,0
23.73,1771,8.59,39.94,7.67,0
23.7,1771,8.59,40.61,7.64,0
23.67,1771,8.59,41.89,7.6,0
23.63,1770,8.59,42.03,7.57,0
23.57,1770,8.59,41.1,7.58,0
23.54,1770,8.58,42.7,7.5,0
23.49,1769,8.58,39.85,7.48,0
23.45,1769,8.58,40.65,7.46,0
23.38,1769,8.58,40.34,7.44,0
23.34,1769,8.58,39.7,7.44,0
23.28,1768,8.58,41.4,7.42,0
23.21,1768,8.58,41.89,7.41,0
23.17,1768,8.58,42.38,7.39,0
23.13,1767,8.57,42.82,7.36,0
23.07,1768,8.57,44.17,7.36,0
23.02,1768,8.57,84.48,7.33,0
22.97,1768,8.57,46.9,7.32,0
22.91,1768,8.57,45.04,7.31,0
22.91,1767,8.57,44.31,7.29,0
22.9,1767,8.57,41.78,7.26,0
22.87,1767,8.57,45.29,7.23,1
22.85,1767,8.57,42.73,7.21,0
22.81,1767,8.56,39.13,7.19,0
22.74,1767,8.56,41.49,7.16,0
22.75,1767,8.56,40.34,7.16,0
22.72,1767,8.56,42.1,7.15,0
22.68,1767,8.56,38.59,7.14,0
22.69,1767,8.56,40.59,7.12,0
22.66,1763,8.56,39.34,7.09,0
22.65,1759,8.56,35.08,7.07,0
22.63,1757,8.56,39.36,7.04,0
22.57,1755,8.56,40.93,7.03,0
22.51,1751,8.56,37.63,7.02,0
22.46,1750,8.56,36.81,7.02,1
22.46,1751,8.56,34.41,7,0
22.44,1750,8.55,36.67,6.99,0
22.39,1749,8.55,36.36,6.99,0
22.35,1748,8.55,36.24,6.98,0
22.32,1746,8.55,39.73,6.96,0
22.31,1746,8.55,41.49,6.94,0
22.25,1744,8.55,37.87,6.95,0
22.27,1744,8.55,41.01,6.93,0
22.22,1741,8.56,35.87,6.98,0
22.24,1741,8.56,39.23,6.96,0
22.24,1741,8.56,39.02,6.97,0
22.24,1739,8.56,39.84,6.97,0
22.24,1738,8.56,37.28,7.02,0
22.25,1738,8.56,34.41,7.07,0
22.26,1740,8.56,44.56,7.06,0
22.28,1739,8.57,36.85,7.13,1
22.28,1740,8.57,40.09,7.16,0
22.29,1741,8.57,32.92,7.24,0
22.31,1742,8.57,35.95,7.26,1
22.31,1744,8.57,37.22,7.26,1
22.33,1746,8.58,34.46,7.34,1
22.34,1747,8.58,34.71,7.41,0
22.34,1750,8.58,34.05,7.4,1
22.36,1747,8.58,31.88,7.45,0
22.33,1749,8.57,45.9,7.33,0
22.41,1749,8.59,33.38,7.68,0
22.42,1746,8.6,32.56,7.69,0
22.6,1744,8.63,33.26,8.17,1
22.44,1746,8.6,36.45,7.67,1
22.54,1744,8.62,34.5,8.03,1
22.54,1744,8.62,34.5,8.07,1
22.56,1745,8.62,35.73,8.03,1
22.62,1745,8.63,30.15,8.28,1
22.73,1743,8.65,35.35,8.63,1
22.79,1742,8.66,35.31,8.85,1
22.71,1745,8.65,28.08,8.61,1
22.74,1743,8.66,30.86,8.69,1
22.91,1742,8.68,43.38,9.08,1
22.81,1744,8.67,31.53,8.88,1
22.97,1742,8.68,30.84,9.22,1
23.65,1733,8.71,32,9.7,1
23.1,1741,8.71,29.41,9.8,1
23.06,1749,8.7,35.38,9.56,1
22.85,1746,8.69,30.13,9.36,1
22.78,1747,8.68,36.32,9.23,1
22.73,1747,8.66,32.61,8.88,1
22.76,1749,8.64,35.19,8.59,1
22.89,1749,8.65,32.71,8.65,1
22.93,1749,8.66,34.44,8.93,1
22.87,1745,8.66,32.47,8.7,1
22.82,1749,8.64,33.48,8.6,1
22.87,1746,8.66,29.53,8.93,1
22.73,1745,8.67,31.14,9.15,1
22.88,1746,8.69,33.88,9.81,1
22.63,1747,8.64,43.62,8.68,1
22.82,1746,8.67,30.72,9.09,1
22.89,1746,8.66,34.29,8.84,1
23.65,1755,8.66,29.21,9.14,1
23.61,1742,8.66,28.44,9.03,1
23.82,1752,8.66,28.02,9.12,1
23.89,1752,8.65,26.86,8.91,1
23.76,1752,8.64,25.97,8.81,1
23.65,1752,8.63,28.15,8.61,0
23.49,1750,8.62,28.1,8.38,0
23.41,1750,8.61,30.24,8.28,0
23.35,1748,8.61,29.95,8.12,0
23.31,1747,8.61,30,8.12,0
23.26,1746,8.6,29.36,8.08,0
23.23,1743,8.6,30.32,8.04,0
23.19,1739,8.6,29.2,8.04,1
23.15,1738,8.6,29.11,8.03,0
23.06,1736,8.6,29.8,7.97,0
22.97,1734,8.59,29.65,7.89,1
22.94,1733,8.59,29.34,7.84,0
22.91,1733,8.59,28.72,7.77,0
22.87,1733,8.59,30.81,7.72,1
22.81,1734,8.58,30.23,7.67,1
22.78,1733,8.58,29.48,7.6,1
22.75,1730,8.58,29.8,7.54,0
22.71,1732,8.58,29.84,7.53,0
22.68,1731,8.57,31.1,7.47,0
22.65,1729,8.57,32.25,7.42,0
22.63,1729,8.57,30.57,7.46,0
22.59,1728,8.57,29.65,7.42,1
22.58,1727,8.57,31.17,7.4,0
22.52,1726,8.57,31.45,7.35,0
22.5,1725,8.57,31.32,7.32,0
22.47,1724,8.57,32.45,7.29,0
22.44,1723,8.56,34.95,7.26,0
22.43,1723,8.56,31.46,7.21,0
22.42,1723,8.56,32.44,7.18,0
22.39,1723,8.56,32.18,7.16,0
22.36,1723,8.56,32.47,7.15,0
22.34,1723,8.56,32.93,7.14,0
22.33,1723,8.56,33.46,7.13,0
22.31,1723,8.56,31.4,7.11,0
22.27,1723,8.56,31.7,7.05,0
22.25,1723,8.55,35.54,7.02,0
22.18,1722,8.55,34.11,6.99,0
22.13,1721,8.55,32.15,6.99,0
22.12,1721,8.55,34.28,6.97,0
22.04,1721,8.55,35.77,6.97,0
22.04,1721,8.55,35.28,6.96,0
22.02,1721,8.55,34.96,6.99,0
22.03,1722,8.55,34.07,6.98,0
22.03,1724,8.55,34.72,7.04,0
22.04,1723,8.56,35.95,7.08,0
22.05,1722,8.56,36.98,7.12,0
22.04,1722,8.56,37.47,7.07,0
22.07,1723,8.57,33.58,7.26,0
22.09,1723,8.57,34.08,7.28,0
22.07,1723,8.57,37.8,7.27,1
22.13,1723,8.57,33.94,7.33,1
22.23,1723,8.58,33.73,7.46,0
22.25,1723,8.59,30.54,7.56,1
22.13,1724,8.57,33.05,7.39,1
22.15,1725,8.58,32.25,7.52,1
22.18,1726,8.58,33.41,7.54,1
22.25,1727,8.58,30.19,7.66,1
22.22,1727,8.58,31.06,7.67,1
22.31,1727,8.6,32.66,7.98,1
22.39,1726,8.61,41.09,8.07,1
22.53,1727,8.63,32.91,8.35,1
22.66,1726,8.64,29.68,8.53,1
22.69,1729,8.64,29.36,8.58,1
22.73,1732,8.63,32.3,8.42,1
22.56,1732,8.62,30.57,8.28,1
22.45,1735,8.61,30.77,8.31,1
22.87,1734,8.65,31.97,8.9,1
22.71,1732,8.66,31.17,9.02,1
22.73,1733,8.66,29.85,9.12,1
22.78,1733,8.65,31.9,9.05,1
22.72,1739,8.66,32.56,9.21,1
22.83,1739,8.68,32.13,9.58,1
23.1,1738,8.68,30.02,9.38,1
22.76,1747,8.63,30.43,8.87,1
23.19,1744,8.67,41.56,9.5,1
23.07,1742,8.67,33.13,9.46,1
23.32,1740,8.7,27.55,9.88,1
23.26,1740,8.68,38.12,9.55,1
23.3,1740,8.68,32.33,9.68,1
22.91,1744,8.64,35.18,9.09,1
23.19,1741,8.67,33.62,9.32,1
23.45,1742,8.67,30.76,9.63,1
23.17,1740,8.66,31.26,9.25,1
23.21,1742,8.67,32.6,9.62,1
23.55,1738,8.68,33.09,9.72,1
23.85,1740,8.68,33.84,9.72,1
24.5,1746,8.67,32.59,9.45,1
23.28,1739,8.64,53.52,8.93,1
23.55,1742,8.66,33.97,9.27,1
24.01,1742,8.67,39.54,9.24,1
24.45,1772,8.68,26.58,9.65,1
23.85,1746,8.69,36.28,10.01,1
23.85,1744,8.69,29.18,10.03,1
24.28,1747,8.68,28.23,9.77,1
24.49,1763,8.67,28.31,9.8,1
25.73,1785,8.67,24.83,9.7,1
25.31,1788,8.67,21.58,9.78,1
25.36,1782,8.66,24.61,9.6,1
24.79,1769,8.66,26.81,9.79,1
25.02,1783,8.65,25.75,9.54,1
24.58,1761,8.64,26.85,9.38,1
24.72,1778,8.64,25.83,9.56,1
24.51,1772,8.63,32.71,9.42,1
24.63,1784,8.63,30.6,9.4,1
24.47,1780,8.62,25.29,9.35,1
24.3,1776,8.62,26.33,9.3,1
24.34,1789,8.61,36.73,9.25,1
24.41,1793,8.61,61.65,9.28,1
24.39,1789,8.61,28.92,9.31,1
24.48,1795,8.61,37.29,9.32,1
24.45,1795,8.6,30.01,9.27,1
24.37,1791,8.6,24.07,9.24,1
24.33,1791,8.6,23.51,9.19,1
24.22,1790,8.59,25,9.16,1
24.2,1785,8.59,22.3,9.14,1
24.22,1790,8.59,29.23,9.12,1
24.17,1789,8.59,24.95,9.08,1
24.16,1790,8.58,26.53,9.05,1
24.11,1790,8.58,23.39,8.99,1
24.08,1792,8.58,91.82,8.95,1
24.04,1793,8.57,25.38,8.91,1
24.04,1792,8.57,27.03,8.9,1
24.02,1794,8.57,26.76,8.86,1
23.98,1791,8.57,32.81,8.85,1
23.89,1785,8.57,23.67,8.81,1
23.82,1783,8.57,32.2,8.74,1
23.72,1778,8.57,36.82,8.7,1
23.67,1775,8.56,23.35,8.59,1
23.61,1775,8.56,25.73,8.53,1
23.54,1773,8.56,27.11,8.44,1
23.47,1771,8.55,21.06,8.31,1
23.4,1770,8.55,25.88,8.21,1
23.36,1770,8.54,24.65,8.16,1
23.3,1769,8.54,23.94,8.05,1
23.23,1769,8.54,30.03,8.06,1
23.18,1768,8.54,27.7,7.96,1
23.13,1768,8.53,25.45,7.93,1
23.09,1768,8.53,26.88,7.89,1
23.07,1766,8.53,26.64,7.82,1
23.05,1765,8.53,28.46,7.86,1
23.05,1764,8.54,27.44,7.87,1
23.05,1763,8.54,32.01,7.88,1
23.04,1762,8.54,25.16,7.93,1
23.04,1761,8.55,28.11,7.97,1
23.03,1760,8.54,28.53,7.9,1
23.04,1760,8.55,28.42,7.99,1
23.05,1760,8.55,25.11,7.98,1
23.08,1759,8.56,26.04,8.1,1
23.1,1759,8.56,24.7,8.12,1
23.12,1760,8.57,27.01,8.22,1
23.14,1761,8.57,30.93,8.34,1
23.15,1761,8.58,29.08,8.43,1
23.18,1762,8.59,27.13,8.55,1
23.34,1763,8.59,28.02,8.58,1
23.36,1764,8.59,25.3,8.55,1
23.7,1759,8.6,23.2,8.66,1
23.65,1758,8.6,27.36,8.7,1
23.81,1760,8.61,24.16,8.75,1
23.37,1763,8.58,34.87,8.48,1
23.88,1758,8.61,26.66,8.79,1
24.12,1753,8.63,27.92,9.01,1
24.18,1756,8.64,27.6,9.18,1
24.36,1752,8.64,27.89,9.14,1
24.24,1754,8.65,73.77,9.35,1
24.36,1754,8.66,31.22,9.58,1
24.59,1750,8.67,34.74,9.64,1
24.76,1754,8.68,25.62,9.8,1
24.74,1749,8.68,24.7,9.75,1
24.87,1751,8.67,38.36,9.63,1
25.24,1747,8.68,26.05,9.7,1
24.49,1757,8.63,25.25,9.08,1
24.34,1760,8.62,29.31,8.95,1
24.29,1764,8.61,28.43,8.83,1
24.13,1769,8.59,32.03,8.66,1
24.09,1770,8.59,37.61,8.58,1
24.06,1772,8.59,39.34,8.55,1
24.06,1772,8.59,44.11,8.55,1
24.04,1773,8.59,44.15,8.56,1
24.04,1775,8.59,42.89,8.6,1
24.03,1777,8.59,37.68,8.61,1
23.98,1777,8.59,45.01,8.53,1
23.99,1779,8.59,44.49,8.51,1
24.01,1777,8.59,46.68,8.54,1
24.02,1777,8.6,48.92,8.56,1
23.99,1778,8.59,49.23,8.53,1
23.96,1777,8.59,44.71,8.49,1
23.99,1777,8.59,47.17,8.52,1
24,1778,8.6,43.21,8.56,1
24.01,1776,8.6,46.83,8.56,1
23.99,1775,8.59,44.39,8.53,1
23.92,1777,8.59,44.7,8.52,1
23.89,1779,8.58,47.08,8.36,1
23.87,1780,8.58,46.07,8.31,1
23.84,1780,8.58,49.41,8.27,1
23.81,1779,8.57,55.59,8.23,1
23.78,1780,8.57,48.65,8.19,1
23.77,1782,8.57,57.08,8.17,1
23.74,1783,8.57,54.04,8.15,1
23.7,1783,8.57,52.68,8.12,1
23.67,1785,8.57,48.84,8.09,1
23.64,1789,8.56,53.77,8.05,1
23.62,1791,8.56,53.98,8.02,1
23.61,1793,8.56,54.26,8.02,1
23.59,1794,8.55,49.29,8.02,1
23.57,1796,8.55,54.25,8,1
23.57,1797,8.55,66.62,7.98,1
23.55,1799,8.55,54.02,7.96,1
23.52,1799,8.55,48.96,7.94,1
23.52,1799,8.54,50.09,7.91,1
23.49,1800,8.54,50.37,7.91,1
23.46,1800,8.54,45.83,7.89,1
23.45,1801,8.54,50.28,7.87,1
23.44,1802,8.54,45.1,7.85,1
23.42,1803,8.54,49.52,7.83,1
23.4,1803,8.53,47.1,7.8,1
23.38,1804,8.53,46.2,7.77,1
23.36,1805,8.53,55.17,7.74,1
23.35,1807,8.53,52.68,7.72,1
23.32,1808,8.53,50.15,7.7,1
23.28,1810,8.53,51.16,7.71,1
23.25,1811,8.52,48.86,7.71,1
23.2,1811,8.53,49.39,7.7,1
23.17,1813,8.52,61.81,7.69,1
23.14,1813,8.52,52.84,7.66,1
23.09,1813,8.52,56.22,7.64,1
23.09,1813,8.52,54.24,7.62,1
23.06,1813,8.52,62.48,7.6,1
23.04,1812,8.52,55.16,7.57,1
23.01,1812,8.52,58.66,7.55,1
22.99,1811,8.51,60.38,7.52,1
22.95,1811,8.51,58.45,7.5,1
22.94,1811,8.51,58.59,7.49,1
22.91,1811,8.51,57.6,7.49,1
22.88,1811,8.51,50,7.49,1
22.87,1812,8.51,57.01,7.46,1
22.86,1812,8.51,55.91,7.47,1
22.84,1812,8.51,55.68,7.48,1
22.84,1813,8.51,55.88,7.47,1
22.84,1813,8.51,56.75,7.47,1
22.84,1813,8.52,52.7,7.52,1
22.84,1814,8.51,55,7.5,1
22.83,1814,8.52,55.12,7.5,1
22.84,1814,8.52,53.15,7.53,1
22.87,1815,8.52,52.09,7.57,1
22.89,1816,8.52,49.01,7.57,1
22.93,1817,8.52,50.79,7.62,1
22.97,1818,8.52,49.34,7.66,1
22.99,1819,8.53,49.51,7.69,1
23.02,1819,8.53,49.48,7.7,1
23.08,1820,8.53,50.67,7.72,1
23.2,1820,8.54,45.14,7.81,1
23.25,1820,8.54,49.69,7.85,1
23.32,1820,8.55,41.04,7.91,1
23.44,1821,8.55,43.44,8.02,1
23.67,1820,8.56,49.74,8.1,1
23.98,1820,8.57,35.78,8.21,1
24.13,1818,8.58,39.76,8.31,1
24.36,1817,8.59,37.92,8.41,1
24.23,1817,8.59,41.61,8.37,1
24.36,1815,8.6,45.3,8.45,1
24.55,1812,8.6,35.98,8.47,1
24.69,1815,8.61,34.13,8.59,1
25.01,1813,8.61,35,8.66,1
24.2,1817,8.6,38.56,8.48,1
24.48,1815,8.61,40.74,8.61,1
24.47,1812,8.61,35.01,8.62,1
24.54,1817,8.62,39.35,8.79,1
24.43,1815,8.62,41.45,8.72,1
24.48,1814,8.62,32.29,8.82,1
25.52,1811,8.66,34.35,9.3,1
24.5,1815,8.63,36.28,9.05,1
24.46,1818,8.63,43.15,9.05,1
24.32,1818,8.63,39.27,9,1
24.56,1815,8.64,37.01,9.23,1
24.48,1815,8.65,38.94,9.41,1
24.68,1813,8.66,32.24,9.64,1
24.8,1811,8.68,46.39,9.88,1
24.67,1815,8.65,40.36,9.61,1
24.52,1817,8.64,35.34,9.44,1
24.54,1818,8.64,35.86,9.37,1
24.63,1816,8.65,36.1,9.6,1
24.48,1819,8.63,33.1,9.29,1
24.6,1815,8.66,34.37,9.65,1
24.68,1816,8.66,31.83,9.67,1
24.79,1812,8.66,31.31,9.71,1
24.71,1814,8.66,36.31,9.58,1
24.77,1813,8.66,30.64,9.83,1
24.77,1813,8.66,47.81,9.67,1
24.62,1818,8.65,31.75,9.51,1
25.08,1813,8.66,36.75,9.69,1
24.93,1809,8.67,31.88,9.79,1
24.83,1812,8.66,44.75,9.74,1
25.22,1802,8.68,30.91,9.94,1
25.47,1796,8.68,27.81,9.86,1
25.51,1795,8.68,32.57,9.87,1
25.48,1795,8.68,28.37,9.92,1
25.19,1801,8.67,27.17,9.83,1
25.15,1801,8.67,36.46,9.93,1
24.92,1806,8.65,29.65,9.69,1
24.94,1806,8.65,29.16,9.62,1
25.21,1798,8.66,26.83,9.76,1
25.32,1790,8.65,25.74,9.62,1
25.41,1785,8.66,26.59,9.69,1
25.46,1781,8.66,21.89,9.64,1
25.33,1785,8.65,24.22,9.62,1
25.35,1782,8.65,23.73,9.56,1
25.33,1779,8.65,26.57,9.53,1
25.08,1790,8.64,25.57,9.41,1
25.21,1777,8.64,21.71,9.43,1
25.23,1773,8.64,21.56,9.45,1
25.16,1773,8.64,28.45,9.42,1
25.06,1776,8.64,27.63,9.38,1
24.98,1781,8.63,24.14,9.32,1
24.87,1786,8.62,25.85,9.2,1
24.82,1788,8.61,34.39,9.16,1
24.78,1789,8.61,23.27,9.1,1
24.75,1789,8.61,33.69,9.06,1
24.72,1789,8.6,22.26,9.05,1
24.68,1789,8.6,24.83,9.02,1
24.65,1789,8.6,21.49,8.97,1
24.61,1789,8.6,20.1,8.94,1
24.57,1790,8.59,22.47,8.91,1
24.53,1790,8.59,24.27,8.88,1
24.52,1790,8.59,20.56,8.83,1
24.45,1791,8.59,20.98,8.8,1
24.4,1791,8.58,27.91,8.76,1
24.36,1792,8.58,23.63,8.73,1
24.32,1793,8.58,23.16,8.69,1
24.28,1792,8.58,25.59,8.7,1
24.26,1792,8.58,23.75,8.71,1
24.21,1792,8.58,24.6,8.7,1
24.22,1792,8.58,22.75,8.73,1
24.21,1791,8.59,24.87,8.77,1
24.21,1790,8.59,25.35,8.91,1
24.19,1789,8.6,20.64,8.97,1
24.17,1786,8.6,34.27,9.02,1
24.14,1784,8.61,24.92,9.06,1
24.14,1784,8.61,24.84,9.13,1
24.16,1784,8.62,22.85,9.22,1
24.15,1784,8.62,21.93,9.26,1
24.18,1783,8.63,22.69,9.37,1
24.2,1784,8.63,24.37,9.41,1
24.22,1783,8.64,36.65,9.45,1
24.3,1784,8.65,23.14,9.58,1
24.3,1784,8.65,23.6,9.63,1
