Temperature,Conductivity,PH,Turbidity,ODO,BGA
25.12,1948,8.49,56.85,7.67,1
25.1,1947,8.48,45.97,7.61,1
25.09,1948,8.48,46.12,7.59,1
25.09,1950,8.49,48.03,7.61,1
25.11,1951,8.48,52.33,7.6,1
25.11,1952,8.48,51.32,7.53,1
25.09,1953,8.48,52.4,7.48,1
25.09,1953,8.48,43.19,7.39,1
25.07,1952,8.47,51.45,7.35,1
25.05,1952,8.47,52.35,7.31,1
25.03,1952,8.46,49.41,7.27,1
24.99,1952,8.46,43.37,7.22,1
24.97,1953,8.46,51.31,7.19,1
24.97,1952,8.46,44.06,7.17,1
24.95,1952,8.46,53.96,7.12,1
24.93,1952,8.46,48.89,7.09,1
24.92,1953,8.45,61.32,7.03,1
24.92,1954,8.45,41.6,6.98,1
24.88,1954,8.45,54.76,6.94,1
24.86,1953,8.44,43.83,6.89,1
24.87,1954,8.44,48.47,6.85,1
24.87,1954,8.44,49.82,6.77,1
24.85,1954,8.43,53.35,6.73,1
24.8,1954,8.43,46.34,6.72,1
24.79,1954,8.43,46.21,6.68,1
24.78,1954,8.43,56.84,6.61,1
24.76,1954,8.42,43.99,6.6,1
24.72,1954,8.42,74.36,6.57,1
24.71,1954,8.42,44.98,6.53,1
24.7,1954,8.42,42.78,6.5,1
24.69,1954,8.41,48.95,6.44,1
24.65,1954,8.41,39.43,6.4,1
24.67,1955,8.4,43.6,6.32,1
24.66,1955,8.4,45.63,6.25,1
24.61,1955,8.39,45.85,6.22,1
24.58,1955,8.39,44.13,6.17,1
24.58,1956,8.39,49.21,6.16,1
24.58,1957,8.39,44.32,6.16,1
24.59,1956,8.39,47.75,6.14,1
24.58,1958,8.39,56.21,6.11,1
24.57,1958,8.39,41.5,6.09,1
24.57,1957,8.39,39.15,6.1,1
24.55,1960,8.4,60.63,6.18,1
24.56,1964,8.41,48.26,6.25,1
24.58,1965,8.41,41.57,6.33,1
24.63,1966,8.43,44.8,6.49,1
24.67,1966,8.43,43,6.55,1
24.7,1966,8.43,37.77,6.51,1
24.74,1966,8.45,36.64,6.77,1
24.72,1966,8.45,36.34,6.76,1
24.74,1965,8.45,40.39,6.89,1
24.73,1963,8.45,37.31,6.82,1
24.79,1963,8.47,47.7,7.28,1
24.86,1961,8.5,31.67,7.68,1
24.92,1962,8.52,49.51,8.03,1
24.9,1960,8.54,46.72,8.27,1
24.94,1957,8.54,32.12,8.42,1
25.04,1949,8.55,32.6,8.69,1
25,1941,8.55,50.01,8.67,1
24.94,1936,8.52,34.43,8.41,1
25.08,1934,8.54,37.73,8.6,1
25.13,1940,8.48,38.98,8.09,1
25.39,1931,8.47,68.01,7.73,1
25.46,1940,8.43,32.66,7.17,1
25.44,1936,8.45,28.16,7.33,1
25.53,1943,8.52,39.77,8.33,1
25.84,1941,8.56,32.81,8.99,1
26.85,1944,8.55,29.84,8.83,1
27.14,1940,8.57,27.94,9.16,1
27.89,1944,8.59,27.82,9.53,1
27.11,1941,8.56,25.21,9.05,1
27.73,1948,8.59,25.66,9.56,1
27.57,1951,8.57,25,9.28,1
27.46,1952,8.57,25.09,9.25,1
27.51,1949,8.57,25.71,9.28,1
27.08,1945,8.55,25.06,8.91,1
27.64,1957,8.57,23.88,9.5,1
27.54,1959,8.57,24.56,9.45,1
27.26,1944,8.56,24.46,9.59,1
27.1,1945,8.56,24.49,9.22,1
27.42,1962,8.58,22.92,9.66,1
27.74,1951,8.62,29.18,10.25,1
27.52,1947,8.61,40.49,10,1
27.35,1948,8.61,28.44,9.97,1
27.9,1956,8.67,26.89,11.49,1
27.38,1948,8.6,31.01,9.87,1
27.32,1947,8.59,27.08,9.63,1
27.33,1947,8.59,35.26,9.59,1
27.33,1948,8.58,27.82,9.46,1
27.18,1947,8.56,30.34,9.13,1
27.07,1946,8.55,30.96,9.03,1
27,1944,8.55,28.24,8.84,1
26.8,1945,8.53,31.34,8.51,1
26.57,1942,8.5,31.3,8.16,1
26.61,1941,8.5,30.01,8.15,1
26.16,1940,8.47,26.42,7.72,1
26.13,1938,8.43,30.23,7.12,1
26.27,1944,8.45,31.11,7.78,1
26.78,1942,8.5,32.03,8.78,1
27,1949,8.53,25.02,9.68,1
27.55,1952,8.61,26.26,11.54,1
27.5,1952,8.61,22.59,11.54,1
27.44,1952,8.61,26.81,11.44,1
27.4,1951,8.6,24.1,11.3,1
27.4,1951,8.6,26.71,11.21,1
27.36,1952,8.59,24.98,11.13,1
27.29,1952,8.59,24.25,10.92,1
27.23,1952,8.58,23.31,10.65,1
27.15,1952,8.56,33.12,10.3,1
27.08,1952,8.56,25.64,10.15,1
26.95,1952,8.55,60.2,9.83,1
26.8,1951,8.53,22.11,9.44,1
26.61,1951,8.51,25.21,8.93,1
26.49,1951,8.5,22.43,8.67,1
26.33,1951,8.48,26.95,8.26,1
26.27,1951,8.48,25.22,8.16,1
26.19,1951,8.46,26.41,7.79,1
26.2,1952,8.46,27.64,7.91,1
26.18,1952,8.46,27.76,7.74,1
26.16,1953,8.45,26.09,7.63,1
26.14,1953,8.45,33.79,7.63,1
26.08,1953,8.45,26.34,7.46,1
26.04,1954,8.45,23.92,7.48,1
26.03,1955,8.45,22.26,7.42,1
25.95,1954,8.43,26.37,7.1,1
25.93,1955,8.43,27.28,7.09,1
25.92,1955,8.43,27.02,6.96,1
25.91,1956,8.43,26.68,6.96,1
25.9,1956,8.43,24.09,6.88,1
25.91,1955,8.43,19.81,6.85,1
25.91,1955,8.43,39.46,6.83,1
25.91,1955,8.44,24.78,6.81,1
25.93,1956,8.44,28.77,6.87,1
25.95,1955,8.45,22.4,6.86,1
25.95,1955,8.45,23.44,6.85,1
25.96,1955,8.46,18.48,6.89,1
25.93,1956,8.46,19.5,6.83,1
25.91,1955,8.47,25.95,6.81,1
25.89,1951,8.46,26.11,6.73,1
25.88,1950,8.46,18.31,6.8,1
25.87,1951,8.47,30.87,6.86,1
25.87,1950,8.48,19.86,6.98,1
25.87,1949,8.48,23.86,6.98,1
25.88,1949,8.49,28.92,7.17,1
25.9,1947,8.49,20.97,7.19,1
25.93,1946,8.5,23.96,7.38,1
25.97,1945,8.5,35.84,7.52,1
26.03,1945,8.52,22.54,7.79,1
26.06,1944,8.52,22,7.83,1
26.11,1943,8.52,27.92,7.86,1
26.1,1941,8.52,22.35,7.83,1
26.08,1940,8.52,18.1,7.81,1
26.08,1940,8.52,19.93,7.86,1
26.07,1940,8.52,21.82,7.79,1
26.15,1939,8.53,19.64,8.08,1
26.37,1939,8.55,21.37,8.32,1
26.4,1941,8.55,21.35,8.32,1
26.55,1942,8.56,19.54,8.45,1
26.66,1943,8.57,22.85,8.64,1
26.79,1944,8.58,27.89,8.83,1
26.84,1946,8.59,22.12,8.98,1
27,1948,8.6,22.59,9.18,1
27.14,1950,8.61,20.9,9.34,1
27.58,1955,8.64,20.24,9.66,1
27.18,1948,8.62,24.69,9.52,1
27.29,1951,8.64,17.76,9.84,1
27.2,1952,8.64,23.05,9.83,1
26.38,1941,8.53,27.38,8.09,1
26.28,1940,8.52,54.52,7.86,1
26.19,1938,8.51,80.67,7.72,1
26.09,1935,8.5,101.59,7.55,1
26.02,1934,8.49,96.93,7.44,1
26.02,1935,8.49,112.56,7.45,1
26.02,1936,8.5,88.3,7.55,1
25.99,1937,8.5,85.52,7.54,1
25.93,1941,8.5,79.55,7.49,1
25.91,1942,8.5,81.27,7.38,1
25.87,1946,8.49,83.03,7.25,1
25.86,1947,8.48,90.18,7.13,1
25.82,1948,8.48,71.56,7.08,1
25.83,1947,8.48,67.92,7.08,1
25.82,1946,8.48,65.59,7.08,1
25.83,1945,8.48,65.29,7.11,1
25.8,1942,8.48,54.49,7.16,1
25.79,1940,8.48,57.04,7.16,1
25.77,1940,8.48,58.09,7.12,1
25.76,1940,8.48,53.53,7.1,1
25.75,1939,8.48,55.14,7.06,1
25.73,1940,8.47,58.05,7.01,1
25.69,1941,8.47,53.24,6.96,1
25.69,1943,8.47,63.07,6.87,1
25.67,1946,8.46,47.2,6.77,1
25.64,1947,8.46,51.4,6.71,1
25.62,1946,8.46,49.53,6.69,1
25.62,1946,8.45,54.8,6.63,1
25.6,1946,8.45,67.72,6.62,1
25.58,1947,8.45,51.69,6.58,1
25.59,1946,8.45,53.49,6.55,1
25.59,1945,8.45,50.05,6.54,1
25.57,1944,8.45,49.79,6.58,1
25.55,1942,8.45,50.19,6.59,1
25.53,1941,8.45,49.16,6.59,1
25.53,1941,8.44,54.12,6.49,1
25.47,1941,8.45,51.05,6.52,1
25.45,1941,8.44,48.47,6.49,1
25.4,1942,8.44,47.29,6.46,1
25.4,1942,8.44,57.14,6.39,1
25.36,1942,8.44,54.09,6.37,1
25.33,1943,8.44,54.26,6.37,1
25.3,1944,8.43,55.68,6.33,1
25.27,1944,8.43,57.6,6.29,1
25.22,1945,8.43,59.16,6.28,1
25.19,1945,8.43,59.08,6.26,1
25.18,1943,8.43,59.27,6.27,1
25.17,1941,8.43,59.61,6.26,1
25.15,1939,8.43,64.78,6.24,1
25.12,1938,8.43,63.18,6.25,1
25.1,1938,8.43,65.53,6.23,1
25.07,1937,8.42,67.02,6.2,1
25.05,1937,8.42,74.65,6.17,1
25.02,1938,8.42,72.09,6.14,1
24.94,1938,8.42,70.41,6.16,1
24.91,1938,8.42,74.66,6.12,1
24.88,1939,8.41,80.09,6.08,1
24.84,1939,8.41,76.51,6.04,1
24.8,1940,8.4,80.14,6,1
24.77,1939,8.4,74.17,5.97,1
24.75,1939,8.4,72.76,5.96,1
24.74,1939,8.4,71.88,5.94,1
24.73,1939,8.4,68.85,5.91,1
24.71,1938,8.4,68.05,5.92,1
24.7,1936,8.4,66.15,5.96,1
24.7,1934,8.4,65.76,5.98,0
24.71,1934,8.4,67.42,5.96,0
24.72,1933,8.4,66.68,5.93,0
24.72,1931,8.4,66.28,5.87,0
24.74,1930,8.4,60.23,5.93,0
24.77,1929,8.4,53.74,6,0
24.84,1930,8.41,52.12,6,0
24.89,1930,8.4,52.42,5.99,0
24.92,1931,8.4,52.67,5.96,0
24.97,1931,8.41,51.9,5.97,0
24.99,1931,8.4,49.63,5.94,0
24.97,1931,8.4,48.56,5.89,0
25,1929,8.4,44.44,5.94,0
25.02,1927,8.4,42.69,5.95,0
25.03,1924,8.4,41.78,6,0
25.02,1923,8.39,41.53,5.96,0
25.05,1921,8.4,40.56,6,0
24.96,1922,8.39,41.34,5.84,0
24.92,1921,8.38,41.18,5.71,0
24.96,1919,8.38,40.6,5.76,0
25.39,1919,8.4,35.08,6.2,0
25.48,1920,8.41,34.08,6.25,0
25.62,1924,8.4,33.05,6.12,0
25.69,1924,8.39,33.16,6.04,0
25.76,1929,8.41,31.14,6.25,0
26.16,1926,8.42,30.04,6.38,0
26.75,1929,8.42,28.69,6.52,0
26.02,1930,8.4,32.09,6.16,0
26.28,1925,8.4,29.99,6.27,0
26.24,1925,8.4,29.29,6.26,0
26.49,1923,8.41,28.74,6.38,0
26.37,1916,8.4,28.75,6.27,0
26.23,1904,8.4,29.02,6.24,0
26.4,1912,8.4,27.8,6.33,0
26.62,1917,8.41,26.85,6.5,0
26.28,1904,8.4,26.76,6.34,0
26.71,1920,8.41,25.18,6.59,0
26.86,1921,8.41,25.25,6.61,0
26.89,1922,8.42,25.11,6.76,0
26.57,1907,8.41,26.11,6.63,0
26.31,1900,8.4,24.89,6.49,0
27.17,1930,8.44,21.49,6.94,0
26.9,1904,8.43,24.46,6.92,0
27.03,1924,8.44,21.1,6.91,0
26.77,1914,8.43,22.47,6.79,0
26.62,1908,8.42,22.57,6.66,0
26.44,1900,8.4,23.09,6.48,0
26.29,1897,8.39,23.85,6.3,0
26.19,1894,8.38,24.51,6.21,0
26.08,1893,8.38,25.31,6.13,0
25.94,1893,8.37,26.25,6.04,0
25.87,1895,8.36,27.28,5.95,0
25.83,1897,8.36,27.07,5.94,0
25.79,1900,8.37,27.26,5.91,0
25.79,1905,8.36,28.14,5.87,0
25.78,1908,8.37,27.51,5.86,0
25.76,1911,8.36,27.95,5.82,0
25.71,1912,8.36,27.83,5.82,0
25.63,1911,8.36,28.2,5.72,0
25.57,1908,8.35,29.24,5.61,0
25.49,1903,8.34,29.26,5.64,0
25.42,1897,8.33,31.03,5.54,0
25.36,1893,8.33,30.01,5.56,0
25.32,1890,8.33,31.1,5.49,0
25.29,1888,8.32,31.77,5.44,0
25.26,1887,8.32,32.09,5.41,0
25.22,1887,8.31,34.29,5.34,0
25.22,1886,8.31,34.62,5.3,0
25.18,1887,8.31,36.42,5.27,0
25.17,1887,8.31,36.14,5.28,0
25.11,1887,8.31,35.25,5.28,0
25.12,1887,8.3,38.14,5.23,0
25.11,1887,8.3,41.01,5.19,0
25.06,1886,8.3,37.3,5.22,0
25.09,1885,8.3,36.1,5.26,0
25.08,1884,8.3,36.47,5.25,0
25.06,1883,8.29,37.42,5.18,0
25.05,1880,8.29,38.32,5.19,0
25.03,1879,8.29,38.57,5.18,0
25.01,1878,8.29,40.25,5.19,0
24.99,1877,8.29,41.87,5.18,0
24.96,1877,8.29,43.35,5.18,0
24.95,1877,8.29,43.82,5.16,0
24.94,1878,8.28,45.08,5.15,0
24.9,1877,8.28,43.19,5.15,0
24.91,1876,8.28,41.14,5.13,0
24.89,1876,8.28,42.92,5.12,0
24.86,1875,8.28,44.46,5.1,0
24.84,1875,8.28,44.91,5.08,0
24.81,1874,8.27,44.75,5.06,0
24.77,1873,8.27,45.78,5.05,0
24.7,1872,8.27,43.73,5.07,0
24.69,1873,8.27,46.2,5.07,0
24.7,1875,8.27,49.23,5.04,0
24.66,1876,8.27,46.58,5.06,0
24.67,1876,8.27,47.17,5.02,0
24.63,1876,8.27,46.77,5.03,0
24.63,1877,8.27,46.97,5.02,0
24.61,1878,8.27,43.92,5.05,0
24.6,1880,8.28,44.35,5.1,0
24.6,1881,8.28,43.69,5.09,0
24.61,1884,8.28,43.43,5.12,0
24.62,1887,8.28,43.95,5.14,0
24.66,1890,8.29,39.42,5.22,0
24.75,1901,8.3,36.11,5.33,0
24.82,1907,8.3,38.13,5.27,0
24.82,1911,8.29,40.79,5.22,0
24.84,1913,8.29,42.66,5.15,0
24.85,1914,8.29,40.29,5.15,0
24.84,1916,8.29,38.25,5.26,0
24.87,1916,8.3,35.17,5.5,0
24.92,1917,8.32,34.28,5.69,0
25,1918,8.32,31.64,5.8,0
25.02,1919,8.33,30.29,5.86,0
25.02,1920,8.34,29.82,5.92,0
25.03,1920,8.34,30.34,5.96,0
25.07,1920,8.34,31,5.92,0
25.07,1920,8.34,33.12,5.85,0
25.04,1919,8.32,36.89,5.63,0
24.99,1914,8.3,39.98,5.36,0
24.93,1917,8.29,41.11,5.19,0
25.07,1914,8.28,42.3,5.18,0
25.05,1914,8.28,42.09,5.09,0
25.51,1912,8.29,39.22,5.29,0
25.87,1914,8.3,36.98,5.5,0
26.23,1913,8.32,35.13,5.78,0
26.42,1907,8.33,32.42,5.89,0
26.88,1920,8.34,28.87,6.23,0
27.17,1920,8.35,27.67,6.37,0
27.11,1917,8.36,27.2,6.41,0
27.07,1917,8.36,26.61,6.45,0
27.1,1917,8.36,26.14,6.51,0
27.03,1915,8.36,25.8,6.49,0
26.93,1911,8.35,25.99,6.42,0
26.83,1910,8.35,26,6.41,0
26.71,1908,8.35,26.43,6.35,0
26.73,1908,8.35,26.5,6.39,0
26.64,1905,8.33,26.49,6.27,0
26.58,1903,8.33,26.42,6.22,0
26.92,1901,8.36,23.24,6.56,0
26.55,1896,8.34,23.72,6.29,0
26.38,1893,8.33,24.23,6.14,0
26.17,1891,8.31,25.46,5.94,0
26.01,1890,8.3,26.24,5.78,0
25.97,1889,8.3,26.19,5.79,0
25.94,1890,8.3,26.29,5.79,0
25.91,1890,8.3,24.86,5.75,0
25.9,1890,8.3,26.26,5.77,0
25.87,1891,8.3,26.33,5.77,0
25.85,1891,8.3,25.91,5.76,0
25.82,1892,8.3,25.6,5.75,0
25.76,1891,8.29,25.96,5.71,0
25.73,1891,8.29,26.2,5.64,0
25.67,1891,8.29,25.97,5.64,0
25.65,1890,8.28,26.75,5.59,0
25.59,1890,8.28,27.2,5.56,0
25.54,1890,8.27,28.45,5.47,0
25.48,1889,8.27,28.35,5.5,0
25.48,1889,8.27,29.81,5.5,0
25.44,1889,8.27,33.46,5.49,0
25.4,1888,8.27,30.8,5.55,0
25.39,1888,8.27,32.05,5.55,0
25.39,1888,8.28,34.88,5.58,0
25.38,1889,8.28,32.13,5.62,0
25.38,1889,8.28,36.33,5.61,0
25.37,1889,8.28,36.57,5.6,0
25.28,1888,8.28,34.24,5.61,0
25.24,1888,8.28,35.65,5.59,0
25.23,1887,8.27,40.69,5.56,0
25.17,1886,8.27,39.02,5.56,0
25.12,1886,8.27,39.17,5.57,0
25.1,1886,8.27,38.8,5.56,0
25.07,1886,8.27,38.18,5.54,0
25.03,1885,8.27,40.55,5.49,0
24.96,1886,8.26,37.85,5.49,0
24.92,1888,8.26,39.57,5.43,0
24.93,1889,8.26,38.66,5.43,0
24.93,1892,8.26,38.03,5.43,0
24.93,1895,8.26,37.53,5.38,0
24.93,1898,8.26,35.15,5.37,0
24.95,1900,8.26,40.22,5.34,0
24.96,1903,8.26,36.98,5.31,0
24.93,1906,8.26,33.77,5.29,0
24.95,1908,8.26,32.73,5.28,0
24.93,1908,8.26,33.1,5.26,0
24.92,1909,8.26,31.42,5.26,0
24.93,1911,8.25,31.4,5.22,0
24.95,1915,8.25,33.03,5.2,0
24.95,1917,8.25,30.48,5.21,0
24.98,1920,8.25,30.21,5.22,0
25,1926,8.25,29.17,5.23,0
25,1931,8.25,27,5.22,0
25.04,1933,8.26,27.25,5.19,0
25.07,1935,8.26,26.32,5.22,0
25.09,1935,8.27,27.29,5.26,0
25.12,1937,8.27,28.08,5.27,0
25.14,1938,8.27,28.63,5.24,0
25.15,1938,8.27,27.13,5.29,0
25.16,1938,8.27,27.49,5.33,0
25.18,1937,8.27,26.68,5.34,0
25.22,1937,8.28,26.7,5.43,0
25.28,1936,8.29,25.69,5.5,0
25.32,1935,8.3,24.69,5.58,0
25.34,1935,8.3,23.56,5.62,0
25.37,1933,8.31,26.36,5.67,0
25.44,1928,8.32,27.31,5.78,0
25.41,1921,8.33,29.78,5.82,0
25.44,1911,8.33,28.71,5.91,0
25.42,1905,8.34,28.36,5.98,0
25.54,1900,8.34,28.02,6,0
25.55,1885,8.34,25.68,6.15,0
25.56,1878,8.34,26.3,6.35,0
25.62,1884,8.35,27.19,6.6,0
25.34,1889,8.36,28.8,6.72,0
25.24,1890,8.33,30.4,6.36,0
25.15,1889,8.31,30.67,6.04,0
25.16,1888,8.29,30.19,5.75,0
25.12,1889,8.3,30.72,5.98,0
25.1,1891,8.3,31.4,5.94,0
25.14,1897,8.31,31.91,6.25,0
25.23,1902,8.34,31.23,6.76,1
25.26,1905,8.34,30.84,6.77,1
25.2,1908,8.34,30.5,6.75,1
25.24,1909,8.36,30.38,7,1
25.23,1909,8.33,29.64,6.61,1
25.23,1907,8.32,30.16,6.4,1
25.3,1908,8.33,28.68,6.43,1
25.32,1910,8.35,28.57,6.75,1
25.36,1913,8.37,29.14,7.02,1
25.49,1914,8.39,28.46,7.34,1
25.54,1913,8.4,26.95,7.49,1
25.5,1913,8.4,27.31,7.33,1
25.38,1914,8.35,26.91,6.68,1
25.35,1916,8.31,28.41,5.75,1
25.35,1916,8.32,28.32,5.84,1
25.35,1916,8.32,28,5.81,1
25.35,1917,8.32,27.49,5.83,1
25.35,1918,8.31,27.29,5.72,1
25.36,1918,8.31,26.74,5.77,1
25.34,1917,8.31,26.17,5.71,1
25.33,1917,8.31,26.48,5.72,1
25.32,1918,8.3,25.67,5.68,1
25.32,1917,8.31,24.95,5.82,1
25.36,1917,8.32,24.42,6.08,1
25.48,1917,8.35,24.44,6.81,1
26.3,1914,8.42,19.87,7.96,1
26.72,1911,8.48,18.09,8.61,1
26.65,1913,8.48,19.05,8.61,1
26.67,1915,8.48,18.06,8.63,1
26.5,1916,8.47,19.16,8.41,1
26.38,1917,8.47,19.18,8.25,1
26.21,1918,8.45,20.32,7.93,1
25.94,1919,8.41,21.3,7.2,1
25.78,1920,8.38,22.1,6.8,1
25.66,1921,8.36,22.94,6.41,1
25.55,1921,8.34,23.74,6.14,1
25.51,1922,8.33,24.39,5.95,1
25.67,1921,8.39,22.7,6.63,1
26.06,1922,8.45,19.52,7.51,1
26.11,1921,8.44,19.81,7.47,1
26.11,1921,8.44,19.24,7.48,1
26.16,1921,8.45,19.63,7.58,1
26.16,1921,8.45,19.1,7.55,1
26.12,1921,8.44,19.85,7.48,1
26.18,1921,8.46,19.37,7.71,1
26.2,1921,8.47,19.04,7.82,1
26.27,1921,8.48,18.74,8.02,1
26.32,1921,8.49,18.94,8.26,1
26.28,1920,8.48,19.13,8.07,1
26.23,1921,8.48,18.71,8.08,1
26.21,1920,8.49,18.38,8.27,1
26.22,1920,8.49,18.45,8.44,1
26.16,1920,8.48,18.11,8.39,1
26,1920,8.46,19.23,7.97,1
25.96,1917,8.47,19.07,8.11,1
25.86,1919,8.45,19.34,7.67,1
25.77,1914,8.45,19.28,7.53,0
25.69,1914,8.44,18.86,7.28,0
25.61,1916,8.42,19.6,7,0
25.57,1916,8.41,19.41,6.9,0
25.53,1917,8.41,19.99,6.79,0
25.49,1917,8.39,19.55,6.64,0
25.45,1918,8.39,19.93,6.56,0
25.42,1918,8.39,19.76,6.51,0
25.38,1919,8.37,20.04,6.36,0
25.39,1919,8.38,19.33,6.4,0
25.4,1919,8.39,18.8,6.49,0
25.37,1918,8.37,19.42,6.36,0
25.35,1917,8.37,20.58,6.21,0
25.32,1916,8.37,20.23,6.25,0
25.32,1916,8.37,20.62,6.23,0
25.32,1915,8.37,21.06,6.19,0
25.32,1916,8.37,21.24,6.21,0
25.33,1916,8.36,21.7,6.17,0
25.36,1916,8.36,22.37,6.17,0
25.34,1917,8.36,23.39,6.1,0
25.34,1917,8.36,24.01,6.11,0
25.35,1916,8.37,23.29,6.26,0
25.39,1916,8.37,24.84,6.25,0
25.43,1916,8.37,25.17,6.23,0
25.46,1917,8.37,24.6,6.23,0
25.49,1916,8.37,24.83,6.25,0
25.54,1917,8.38,25.01,6.3,0
25.6,1916,8.39,23.91,6.44,0
25.64,1916,8.41,22.69,6.52,1
25.7,1915,8.42,20.74,6.76,0
25.69,1914,8.43,20.1,6.97,0
25.68,1914,8.43,20.52,6.97,0
25.72,1914,8.44,21.22,6.98,0
25.72,1914,8.43,20.93,6.95,0
25.77,1915,8.44,24.57,7.05,1
25.78,1916,8.44,23.43,7.06,1
25.85,1916,8.45,22,7.26,0
25.85,1917,8.44,22.78,7.32,1
25.81,1918,8.44,21.79,7.27,1
25.84,1918,8.46,22.91,7.54,1
25.86,1917,8.46,22.86,7.71,1
25.74,1917,8.44,23.31,7.53,1
25.82,1917,8.47,22.63,7.9,1
25.66,1920,8.43,23.31,7.35,1
25.66,1923,8.41,24.95,7.22,1
25.92,1919,8.46,23.72,7.89,1
26.32,1926,8.5,19.86,8.58,1
26.06,1922,8.48,23.68,8.23,1
26.92,1920,8.52,20.64,8.72,1
26.49,1924,8.48,21.45,8.05,1
26.3,1922,8.46,22.04,7.66,1
26.17,1921,8.44,22.65,7.3,1
26.23,1922,8.46,21.58,7.54,1
26.26,1922,8.46,21.87,7.66,1
26.21,1923,8.45,22.28,7.58,1
26.15,1923,8.45,22.76,7.51,1
26.13,1924,8.44,23.2,7.37,1
26.09,1924,8.43,23.16,7.23,1
26.02,1924,8.42,25.2,7.05,1
25.97,1923,8.41,26.51,6.93,1
25.93,1924,8.41,26.71,6.91,1
25.88,1924,8.41,27.62,6.82,1
25.84,1923,8.4,28.63,6.76,1
25.81,1923,8.4,28.85,6.74,1
25.79,1922,8.41,28.62,6.74,1
25.77,1922,8.4,28.52,6.72,1
25.76,1923,8.39,28.83,6.61,1
25.73,1923,8.39,28.24,6.59,1
25.71,1923,8.39,29.1,6.55,1
25.64,1923,8.38,27.66,6.48,1
25.62,1924,8.37,28.73,6.35,1
25.6,1925,8.36,29.88,6.25,1
25.56,1925,8.36,28.75,6.24,1
25.57,1925,8.36,29.78,6.19,1
25.53,1926,8.35,30.19,6.12,1
25.49,1926,8.36,29.45,6.14,1
25.51,1925,8.35,29.81,6.12,1
25.48,1925,8.35,29.72,6.07,1
25.46,1925,8.35,30.44,6.03,1
25.44,1925,8.35,30.03,6.03,1
25.44,1925,8.35,30.81,5.99,1
25.42,1925,8.35,30.52,5.99,0
25.4,1925,8.34,30.44,5.97,1
25.36,1925,8.34,27.23,5.95,0
25.33,1926,8.34,29.69,5.92,0
25.32,1926,8.33,28.76,5.88,0
25.3,1926,8.32,30.48,5.8,1
25.28,1926,8.32,29.2,5.77,0
25.28,1926,8.32,31.44,5.74,0
25.26,1926,8.33,30.11,5.75,0
25.22,1926,8.32,30.93,5.7,0
25.25,1926,8.32,32.31,5.64,0
25.21,1926,8.32,30.44,5.66,0
25.21,1926,8.32,31.61,5.65,0
25.18,1926,8.32,29.25,5.62,0
25.16,1926,8.32,30.5,5.62,0
25.13,1926,8.32,29.82,5.61,0
25.12,1926,8.32,30.01,5.58,0
25.12,1927,8.31,34.9,5.55,0
25.09,1927,8.31,29.33,5.54,0
25.06,1927,8.31,30.39,5.52,0
25.06,1927,8.31,29.69,5.51,0
25.05,1928,8.31,29.73,5.52,0
25.04,1929,8.31,31.5,5.56,0
25.03,1929,8.31,31.32,5.55,0
24.99,1929,8.31,30.92,5.57,0
24.96,1929,8.32,29.81,5.62,0
24.99,1929,8.31,32.28,5.58,0
24.98,1929,8.31,30.86,5.57,0
24.98,1929,8.31,32.22,5.55,0
24.96,1930,8.3,28.02,5.57,0
24.97,1930,8.3,32.03,5.55,0
24.94,1930,8.31,30.12,5.64,0
24.95,1930,8.32,31.43,5.64,0
24.96,1930,8.32,32.95,5.65,0
24.95,1930,8.32,33.46,5.69,0
24.99,1930,8.33,31.08,5.81,0
25.02,1931,8.33,30.6,5.85,0
25.07,1930,8.33,29.63,5.82,0
25.27,1931,8.32,28.25,5.84,0
25.19,1930,8.33,28.05,5.86,0
25.25,1929,8.34,27.64,5.99,0
25.37,1932,8.34,25.59,6.07,0
25.32,1930,8.35,26.65,6.12,0
25.41,1930,8.35,25.37,6.21,0
25.47,1931,8.35,24.41,6.31,0
25.33,1929,8.37,25.4,6.4,0
25.48,1935,8.36,23.49,6.32,0
25.54,1929,8.37,23.66,6.54,0
25.19,1930,8.36,25.27,6.32,0
25.18,1929,8.36,25.46,6.44,0
25.23,1929,8.38,23.85,6.63,0
25.2,1929,8.38,23.78,6.69,0
25.19,1929,8.38,24.93,6.65,0
25.27,1929,8.4,23.63,6.9,0
25.43,1934,8.4,22.69,6.98,0
25.31,1929,8.41,23.55,7.09,0
25.37,1929,8.42,23.36,7.24,0
25.3,1928,8.42,23.83,7.21,0
25.33,1929,8.42,21.35,7.38,0
25.24,1929,8.39,25.39,6.83,1
25.54,1927,8.45,22.25,7.78,0
25.6,1927,8.47,21.62,8.11,1
25.53,1927,8.47,23.23,8.15,1
25.51,1923,8.47,23.11,8.11,1
25.75,1926,8.5,22.44,8.63,1
25.72,1929,8.48,21.63,8.39,1
25.4,1925,8.5,23.1,8.54,1
25.43,1925,8.48,22.44,8.4,1
25.43,1923,8.48,22.41,8.45,1
25.33,1926,8.48,21.95,8.34,1
25.45,1924,8.49,21.33,8.52,1
25.38,1924,8.49,21.84,8.47,1
25.4,1922,8.48,22.35,8.28,1
25.86,1923,8.5,20.39,8.67,1
25.64,1927,8.48,20.19,8.4,1
25.43,1925,8.46,21.09,8.16,1
25.26,1926,8.46,21.53,7.99,1
25.32,1926,8.45,21.59,7.97,1
