Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
5/5/2017,0:00,15.02,1848,-100.1,8.36,16.84,4.4,1.3,90.2,9.04,0.4
5/5/2017,0:15,14.99,1847,-100.1,8.36,16.76,4.2,1.2,90.2,9.04,0.4
5/5/2017,0:30,14.96,1847,-100.1,8.36,16.82,4.3,1.3,90.1,9.04,0.4
5/5/2017,0:45,14.95,1848,-100.1,8.36,17.19,4.5,1.3,90,9.03,0.4
5/5/2017,1:00,14.92,1848,-100,8.36,16.85,4.5,1.3,89.8,9.02,0.4
5/5/2017,1:15,14.92,1850,-100.1,8.36,16.43,4.9,1.4,89.8,9.02,0.4
5/5/2017,1:30,14.9,1851,-100.1,8.36,16.35,4.5,1.3,89.7,9.01,0.4
5/5/2017,1:45,14.88,1852,-100,8.36,16.4,4.2,1.2,89.6,9,0.4
5/5/2017,2:00,14.84,1850,-99.9,8.36,16.82,4.6,1.3,89.4,8.99,0.4
5/5/2017,2:15,14.83,1851,-100,8.36,16.5,4.4,1.3,89.4,8.99,0.4
5/5/2017,2:30,14.79,1850,-99.9,8.36,16.44,4.5,1.3,89.3,8.99,0.4
5/5/2017,2:45,14.79,1852,-99.9,8.36,16.74,4.6,1.3,89.2,8.98,0.4
5/5/2017,3:00,14.76,1853,-99.9,8.36,16.12,4.3,1.3,89.1,8.98,0.4
5/5/2017,3:15,14.74,1854,-99.9,8.36,16.46,4.3,1.2,89,8.98,0.4
5/5/2017,3:30,14.71,1854,-99.9,8.36,16.12,4.3,1.2,88.9,8.97,0.4
5/5/2017,3:45,14.7,1854,-99.9,8.36,16.25,4.3,1.3,88.8,8.96,0.4
5/5/2017,4:00,14.69,1855,-99.9,8.36,16.2,4.3,1.3,88.7,8.96,0.4
5/5/2017,4:15,14.66,1856,-99.7,8.35,16.13,4.1,1.2,88.6,8.95,0.4
5/5/2017,4:30,14.63,1857,-99.6,8.35,16.26,4,1.2,88.4,8.94,0.4
5/5/2017,4:45,14.62,1857,-99.7,8.35,16.15,4.1,1.2,88.3,8.93,0.4
5/5/2017,5:00,14.59,1857,-99.8,8.35,15.85,4.2,1.2,88.2,8.92,0.4
5/5/2017,5:15,14.55,1857,-99.7,8.35,15.8,4.2,1.2,88.1,8.92,0.4
5/5/2017,5:30,14.57,1858,-99.7,8.35,16.09,4.2,1.2,88,8.91,0.4
5/5/2017,5:45,14.54,1857,-99.7,8.35,16.02,4.1,1.2,87.9,8.9,0.4
5/5/2017,6:00,14.5,1858,-99.7,8.35,16.12,4.1,1.2,87.7,8.89,0.4
5/5/2017,6:15,14.46,1859,-99.7,8.35,15.79,3.9,1.1,87.6,8.89,0.4
5/5/2017,6:30,14.45,1863,-99.7,8.35,15.55,3.8,1.1,87.6,8.88,0.3
5/5/2017,6:45,14.44,1864,-99.7,8.35,15.77,3.7,1.1,87.5,8.88,0.4
5/5/2017,7:00,14.42,1862,-99.5,8.35,15.9,3.5,1,87.4,8.88,0.4
5/5/2017,7:15,14.38,1862,-99.6,8.35,15.7,3.6,1.1,87.5,8.89,0.4
5/5/2017,7:30,14.37,1862,-99.7,8.35,15.62,3.5,1,87.6,8.9,0.4
5/5/2017,7:45,14.36,1863,-99.8,8.36,15.64,3.6,1.1,87.7,8.91,0.4
5/5/2017,8:00,14.35,1863,-99.8,8.36,15.69,3.6,1.1,87.7,8.92,0.4
5/5/2017,8:15,14.37,1863,-99.9,8.36,15.46,3.6,1.1,87.9,8.93,0.4
5/5/2017,8:30,14.38,1863,-100,8.36,15.57,3.8,1.1,88,8.94,0.4
5/5/2017,8:45,14.42,1863,-100,8.36,15.38,3.6,1.1,88.1,8.95,0.4
5/5/2017,9:00,14.43,1864,-100,8.36,15.43,3.6,1.1,88.2,8.95,0.4
5/5/2017,9:15,14.44,1864,-100.1,8.36,15.5,3.8,1.1,88.3,8.96,0.4
5/5/2017,9:30,14.48,1862,-100.2,8.36,15.27,3.6,1.1,88.6,8.98,0.4
5/5/2017,9:45,14.53,1860,-100.2,8.36,15.35,3.4,1,88.8,8.99,0.4
5/5/2017,10:00,14.53,1862,-100.2,8.36,15.3,3.5,1.1,88.8,9,0.4
5/5/2017,10:15,14.61,1862,-100.2,8.36,15.18,3.5,1.1,89.2,9.02,0.4
5/5/2017,10:30,14.66,1864,-100.4,8.37,15.15,3.4,1,89.5,9.04,0.4
5/5/2017,10:45,14.73,1866,-100.5,8.37,14.64,3.3,1,89.9,9.06,0.4
5/5/2017,11:00,14.8,1867,-100.6,8.37,14.88,3.2,1,90.1,9.08,0.3
5/5/2017,11:15,14.83,1868,-100.8,8.37,14.61,3.2,1,90.3,9.09,0.4
5/5/2017,11:30,14.93,1867,-100.9,8.37,14.7,3.1,0.9,90.6,9.1,0.3
5/5/2017,11:45,14.95,1868,-101,8.37,14.44,3.1,0.9,90.6,9.09,0.3
5/5/2017,12:00,15.05,1865,-101,8.37,14.8,2.8,0.9,91.1,9.13,0.3
5/5/2017,12:15,15.11,1865,-101.1,8.38,14.26,2.8,0.9,91.4,9.15,0.3
5/5/2017,12:30,15.07,1863,-101.1,8.38,14.53,2.8,0.8,91.7,9.18,0.3
5/5/2017,12:45,15.03,1864,-101.3,8.38,14.52,2.8,0.9,91.7,9.19,0.3
5/5/2017,13:00,15.21,1864,-101.3,8.38,14.46,3,0.9,92.1,9.19,0.3
5/5/2017,13:15,15.35,1860,-101.1,8.37,14.39,2.8,0.9,91.9,9.15,0.3
5/5/2017,13:30,15.07,1858,-101.4,8.38,14.5,2.9,0.9,92.4,9.25,0.3
5/5/2017,13:45,15.32,1858,-101.4,8.38,14.67,2.9,0.9,92.9,9.25,0.3
5/5/2017,14:00,15.17,1857,-101.5,8.38,14.45,3,0.9,92.9,9.28,0.3
5/5/2017,14:15,15.3,1857,-101.6,8.38,14.16,2.7,0.8,93.3,9.3,0.3
5/5/2017,14:30,15.39,1858,-101.8,8.39,14.44,2.8,0.9,93.3,9.27,0.3
5/5/2017,14:45,15.42,1859,-101.7,8.39,13.97,2.7,0.8,93.6,9.3,0.3
5/5/2017,15:00,15.36,1858,-101.8,8.39,14.46,2.9,0.9,94,9.35,0.3
5/5/2017,15:15,15.37,1861,-101.8,8.39,14.06,3,0.9,94.1,9.36,0.3
5/5/2017,15:30,15.22,1858,-101.7,8.39,14.49,3.2,1,94.2,9.4,0.3
5/5/2017,15:45,15.39,1857,-102.1,8.39,14.07,3,0.9,94.5,9.4,0.3
5/5/2017,16:00,15.33,1856,-102,8.39,14.37,3.2,1,94.6,9.42,0.3
5/5/2017,16:15,15.33,1855,-102,8.39,14.33,3.2,1,94.9,9.45,0.3
5/5/2017,16:30,15.4,1858,-101.9,8.39,14.2,3.2,1,94.9,9.44,0.3
5/5/2017,16:45,15.6,1859,-102,8.39,14.05,3.3,1,95.6,9.46,0.3
5/5/2017,17:00,15.51,1853,-102.2,8.39,14.23,3.2,1,95.6,9.48,0.3
5/5/2017,17:15,15.58,1857,-102,8.39,14.37,3.4,1,95.4,9.45,0.3
5/5/2017,17:30,15.5,1854,-102,8.39,15.17,3.5,1,95.4,9.46,0.4
5/5/2017,17:45,15.67,1856,-102.1,8.39,15.11,3.6,1.1,95.9,9.48,0.4
5/5/2017,18:00,15.63,1856,-102.2,8.39,14.31,3.6,1.1,96.5,9.55,0.3
5/5/2017,18:15,15.62,1854,-102.3,8.39,13.99,3.4,1,96.9,9.58,0.3
5/5/2017,18:30,15.44,1853,-102.5,8.4,14.1,3.6,1.1,96.9,9.63,0.4
5/5/2017,18:45,15.38,1853,-102.5,8.4,14.11,3.6,1.1,97,9.64,0.3
5/5/2017,19:00,15.75,1856,-102.5,8.4,13.88,3.4,1,97.6,9.63,0.3
5/5/2017,19:15,15.72,1863,-102.6,8.4,13.42,3.4,1,97.7,9.65,0.3
5/5/2017,19:30,15.68,1859,-102.6,8.4,13.47,3.4,1,97.7,9.66,0.3
5/5/2017,19:45,15.97,1863,-102.7,8.4,13.11,3.3,1,98.1,9.63,0.3
5/5/2017,20:00,16.03,1863,-102.7,8.4,12.99,3.3,1,97.9,9.6,0.3
5/5/2017,20:15,16.02,1866,-102.7,8.4,12.8,3.3,1,98,9.62,0.3
5/5/2017,20:30,15.97,1862,-102.5,8.4,12.86,3.7,1.1,97.9,9.62,0.3
5/5/2017,20:45,15.72,1860,-102.6,8.4,13.27,4.2,1.2,97.9,9.67,0.3
5/5/2017,21:00,16.01,1862,-102.5,8.4,12.81,4.2,1.2,97.7,9.59,0.3
5/5/2017,21:15,15.84,1863,-102.5,8.4,13.15,4.1,1.2,97.8,9.63,0.4
5/5/2017,21:30,16.5,1867,-102.3,8.39,12.46,4.2,1.2,98.2,9.54,0.3
5/5/2017,21:45,16.95,1876,-101.6,8.38,12.11,3.8,1.1,96.3,9.26,0.3
5/5/2017,22:00,16.3,1869,-101,8.37,12.86,4.1,1.2,94.6,9.23,0.3
5/5/2017,22:15,16.24,1866,-101,8.37,13.07,4.2,1.2,94.5,9.23,0.3
5/5/2017,22:30,16.23,1864,-101,8.37,13.27,4.1,1.2,94.4,9.22,0.3
5/5/2017,22:45,16.34,1869,-101.1,8.37,12.81,4.1,1.2,94.4,9.2,0.3
5/5/2017,23:00,16.38,1873,-101.2,8.37,12.57,4.1,1.2,94.4,9.19,0.3
5/5/2017,23:15,16.55,1879,-101.4,8.37,11.89,3.8,1.1,94.7,9.19,0.3
5/5/2017,23:30,16.57,1882,-101.3,8.37,12,3.7,1.1,94.8,9.19,0.3
5/5/2017,23:45,16.57,1887,-101.1,8.37,12.14,3.9,1.1,94.5,9.16,0.3
5/6/2017,0:00,16.55,1889,-101.1,8.37,11.76,3.9,1.1,94.2,9.14,0.3
5/6/2017,0:15,16.55,1887,-101.1,8.37,11.73,3.9,1.1,94.2,9.14,0.3
5/6/2017,0:30,16.59,1893,-101.2,8.37,11.4,3.9,1.2,94.1,9.12,0.3
5/6/2017,0:45,16.57,1892,-101.1,8.37,11.4,3.8,1.1,94,9.11,0.3
5/6/2017,1:00,16.49,1885,-101.2,8.37,11.6,3.9,1.1,93.8,9.11,0.4
5/6/2017,1:15,16.45,1881,-101.1,8.37,11.74,3.7,1.1,93.7,9.1,0.3
5/6/2017,1:30,16.45,1883,-101.1,8.37,11.53,3.8,1.1,93.4,9.08,0.3
5/6/2017,1:45,16.44,1886,-101,8.37,11.33,3.8,1.1,93.1,9.05,0.3
5/6/2017,2:00,16.43,1887,-101,8.37,11.68,3.7,1.1,93,9.05,0.3
5/6/2017,2:15,16.39,1882,-101.1,8.37,11.66,3.9,1.2,93,9.05,0.3
5/6/2017,2:30,16.35,1880,-101,8.37,11.6,3.7,1.1,92.9,9.05,0.3
5/6/2017,2:45,16.32,1880,-100.8,8.36,11.61,3.8,1.1,92.6,9.03,0.3
5/6/2017,3:00,16.3,1881,-100.8,8.36,12.07,3.7,1.1,92.5,9.02,0.3
5/6/2017,3:15,16.29,1884,-100.8,8.36,11.85,3.9,1.1,92.3,9,0.3
5/6/2017,3:30,16.3,1889,-100.8,8.37,11.88,3.9,1.1,92,8.97,0.3
5/6/2017,3:45,16.27,1891,-100.6,8.36,12.37,3.8,1.1,91.6,8.94,0.3
5/6/2017,4:00,16.26,1890,-100.7,8.36,12.28,3.7,1.1,91.7,8.95,0.3
5/6/2017,4:15,16.23,1890,-100.7,8.36,12.42,3.8,1.1,91.5,8.94,0.4
5/6/2017,4:30,16.23,1893,-100.6,8.36,12.71,3.9,1.2,91.2,8.91,0.3
5/6/2017,4:45,16.19,1894,-100.4,8.36,13.01,3.9,1.1,90.9,8.88,0.4
5/6/2017,5:00,16.17,1895,-100.3,8.36,13.47,3.9,1.1,90.5,8.84,0.3
5/6/2017,5:15,16.14,1892,-100.3,8.36,13.27,3.8,1.1,90.4,8.85,0.3
5/6/2017,5:30,16.12,1890,-100.4,8.36,12.95,3.9,1.1,90.5,8.86,0.3
5/6/2017,5:45,16.08,1889,-100.3,8.36,13.21,3.8,1.1,90.3,8.84,0.3
5/6/2017,6:00,16.05,1886,-100.5,8.36,12.96,3.8,1.1,90.2,8.84,0.3
5/6/2017,6:15,16.01,1886,-100.4,8.36,13.7,3.8,1.1,89.9,8.82,0.3
5/6/2017,6:30,16,1886,-100.2,8.36,13.63,3.8,1.1,89.7,8.8,0.3
5/6/2017,6:45,15.98,1883,-100.4,8.36,13.06,3.5,1,89.9,8.83,0.3
5/6/2017,7:00,15.93,1884,-100.1,8.35,13.72,3.3,1,89.5,8.8,0.3
5/6/2017,7:15,15.89,1884,-100,8.35,14.32,3.6,1.1,89,8.75,0.3
5/6/2017,7:30,15.88,1887,-100.1,8.35,14.01,3.6,1.1,88.8,8.73,0.3
5/6/2017,7:45,15.84,1884,-100.2,8.36,14.11,3.7,1.1,88.7,8.73,0.3
5/6/2017,8:00,15.83,1883,-100.2,8.36,14.24,3.7,1.1,88.6,8.73,0.4
5/6/2017,8:15,15.84,1880,-100.6,8.36,14.08,3.6,1.1,89.1,8.77,0.3
5/6/2017,8:30,15.86,1878,-100.8,8.37,13.86,3.6,1.1,89.4,8.8,0.3
5/6/2017,8:45,15.87,1878,-100.8,8.37,13.86,3.8,1.1,89.6,8.81,0.4
5/6/2017,9:00,15.92,1878,-100.9,8.37,13.7,3.7,1.1,89.8,8.83,0.4
5/6/2017,9:15,15.97,1875,-100.8,8.37,13.88,3.7,1.1,90,8.84,0.4
5/6/2017,9:30,15.95,1874,-100.7,8.36,14.07,3.7,1.1,89.9,8.83,0.3
5/6/2017,9:45,15.95,1875,-100.7,8.36,13.89,3.8,1.1,89.9,8.83,0.4
5/6/2017,10:00,15.97,1874,-100.9,8.37,14.05,3.8,1.1,90,8.84,0.4
5/6/2017,10:15,15.96,1870,-100.9,8.37,14.43,3.8,1.1,90.2,8.86,0.4
5/6/2017,10:30,15.96,1866,-100.9,8.37,14.84,4.1,1.2,90.4,8.88,0.4
5/6/2017,10:45,16.02,1864,-100.9,8.37,14.93,3.9,1.1,90.7,8.9,0.4
5/6/2017,11:00,16.2,1862,-100.9,8.37,14.88,3.7,1.1,91,8.9,0.3
5/6/2017,11:15,16.23,1862,-100.9,8.37,14.88,3.9,1.1,91.2,8.9,0.4
5/6/2017,11:30,16.39,1861,-100.8,8.37,14.95,3.4,1,91.5,8.9,0.4
5/6/2017,11:45,16.29,1865,-100.8,8.36,14.64,3.8,1.1,91.6,8.94,0.3
5/6/2017,12:00,16.31,1868,-100.9,8.37,14.2,3.9,1.1,91.7,8.94,0.3
5/6/2017,12:15,16.39,1869,-101,8.37,13.92,4,1.2,91.9,8.94,0.3
5/6/2017,12:30,16.39,1876,-101,8.37,13.68,3.9,1.2,92,8.95,0.4
5/6/2017,12:45,16.49,1873,-101,8.37,13.94,3.7,1.1,92,8.94,0.4
5/6/2017,13:00,16.5,1874,-100.9,8.37,14.17,3.8,1.1,91.7,8.9,0.4
5/6/2017,13:15,16.42,1876,-100.5,8.36,17.71,3.9,1.1,90.4,8.79,0.3
5/6/2017,13:30,16.48,1873,-100.6,8.36,18.25,4.3,1.3,90.7,8.81,0.4
5/6/2017,13:45,16.46,1869,-100.5,8.36,23.69,4.6,1.3,90.5,8.79,0.4
5/6/2017,14:00,16.47,1866,-100.4,8.36,27.92,4.7,1.4,90.4,8.79,0.4
5/6/2017,14:15,16.47,1864,-100.4,8.36,30.73,4.9,1.4,90.3,8.78,0.5
5/6/2017,14:30,16.48,1862,-100.4,8.36,32.59,5.1,1.5,90.3,8.77,0.4
5/6/2017,14:45,16.46,1857,-100,8.35,37.88,5,1.5,89.7,8.71,0.5
5/6/2017,15:00,16.45,1851,-99.8,8.35,74.73,5.6,1.6,88.8,8.63,0.6
5/6/2017,15:15,16.46,1848,-99.5,8.34,101.08,5.7,1.6,88.1,8.56,0.6
5/6/2017,15:30,16.46,1848,-99.4,8.34,102.41,5.5,1.6,88,8.55,0.6
5/6/2017,15:45,16.45,1849,-99.6,8.34,90.09,5.4,1.5,88.3,8.58,0.6
5/6/2017,16:00,16.43,1857,-100.1,8.35,88.38,6.1,1.7,89,8.66,0.6
5/6/2017,16:15,16.51,1872,-100.5,8.36,87.39,6.2,1.8,89.7,8.71,0.6
5/6/2017,16:30,16.57,1890,-100.6,8.36,79.52,6.1,1.7,89.7,8.69,0.6
5/6/2017,16:45,16.54,1888,-100.5,8.36,95.16,6.3,1.8,89.4,8.67,0.7
5/6/2017,17:00,16.57,1894,-100.6,8.36,98.27,6.4,1.8,89.1,8.64,0.7
5/6/2017,17:15,16.57,1894,-100.3,8.36,83.35,6.1,1.7,88.9,8.62,0.6
5/6/2017,17:30,16.51,1884,-100.3,8.35,103.33,6.5,1.8,88.9,8.63,0.7
5/6/2017,17:45,16.48,1877,-100.4,8.36,93.05,6.4,1.8,88.9,8.64,0.7
5/6/2017,18:00,16.51,1883,-100.5,8.36,87.29,6.5,1.8,89,8.64,0.6
5/6/2017,18:15,16.56,1893,-100.6,8.36,76.16,6.3,1.8,88.8,8.61,0.6
5/6/2017,18:30,16.65,1899,-100.8,8.36,66.55,5.9,1.7,89,8.61,0.6
5/6/2017,18:45,16.63,1900,-100.6,8.36,66.53,5.9,1.7,88.8,8.6,0.6
5/6/2017,19:00,16.65,1900,-100.5,8.36,62.44,5.9,1.7,88.8,8.6,0.5
5/6/2017,19:15,16.7,1900,-100.7,8.36,57.35,5.7,1.6,89,8.6,0.5
5/6/2017,19:30,16.64,1899,-100.5,8.36,59.44,5.9,1.7,88.7,8.59,0.5
5/6/2017,19:45,16.62,1898,-100.5,8.36,56.99,6,1.7,88.5,8.57,0.6
5/6/2017,20:00,16.59,1895,-100.5,8.36,56.29,6,1.7,88.4,8.57,0.5
5/6/2017,20:15,16.56,1891,-100.5,8.36,54.22,6,1.7,88.3,8.56,0.5
5/6/2017,20:30,16.56,1891,-100.4,8.36,53.23,6.1,1.7,88.2,8.55,0.5
5/6/2017,20:45,16.56,1892,-100.5,8.36,52.45,6.5,1.8,88,8.53,0.5
5/6/2017,21:00,16.54,1892,-100.5,8.36,50.99,6.5,1.8,87.9,8.53,0.5
5/6/2017,21:15,16.51,1893,-100.4,8.36,52.32,6.5,1.8,87.7,8.51,0.5
5/6/2017,21:30,16.52,1898,-100.5,8.36,55.56,6.5,1.8,87.5,8.49,0.5
5/6/2017,21:45,16.55,1903,-100.5,8.36,53.46,6.3,1.8,87.2,8.46,0.5
5/6/2017,22:00,16.56,1905,-100.4,8.36,53.84,6.2,1.8,87.1,8.45,0.5
5/6/2017,22:15,16.53,1907,-100.4,8.36,50.38,6.2,1.8,87,8.45,0.5
5/6/2017,22:30,16.53,1910,-100.2,8.35,50.89,6.2,1.7,86.7,8.41,0.5
5/6/2017,22:45,16.51,1911,-100,8.35,49.49,5.9,1.7,86.3,8.37,0.5
5/6/2017,23:00,16.48,1913,-99.9,8.35,52.01,5.9,1.7,86,8.35,0.5
5/6/2017,23:15,16.45,1914,-100,8.35,53.31,6.1,1.7,85.9,8.35,0.5
5/6/2017,23:30,16.44,1914,-100,8.35,51.57,5.7,1.6,85.7,8.33,0.5
5/6/2017,23:45,16.43,1914,-99.8,8.35,53.45,5.6,1.6,85.3,8.3,0.5
5/7/2017,0:00,16.41,1914,-99.5,8.34,55.73,5.1,1.5,85,8.27,0.5
5/7/2017,0:15,16.38,1914,-99.4,8.34,67.7,5.8,1.6,84.8,8.25,0.5
5/7/2017,0:30,16.36,1914,-99.5,8.34,70.7,5.9,1.7,84.6,8.24,0.5
5/7/2017,0:45,16.35,1914,-99.3,8.34,74.08,5.8,1.7,84.4,8.22,0.5
5/7/2017,1:00,16.33,1914,-99.3,8.34,83.73,5.9,1.7,84.3,8.21,0.6
5/7/2017,1:15,16.31,1914,-99.3,8.34,88.77,5.3,1.5,84.2,8.21,0.6
5/7/2017,1:30,16.29,1915,-99.4,8.34,95.73,6.1,1.7,84.2,8.21,0.6
5/7/2017,1:45,16.26,1915,-99.4,8.34,89.57,6,1.7,84.2,8.21,0.6
5/7/2017,2:00,16.25,1915,-99.4,8.34,88.8,6.1,1.7,84,8.2,0.6
5/7/2017,2:15,16.24,1915,-99.4,8.34,88.83,6,1.7,83.8,8.18,0.6
5/7/2017,2:30,16.22,1915,-99.3,8.34,84.13,5.9,1.7,83.6,8.17,0.6
5/7/2017,2:45,16.2,1915,-99.3,8.34,81.85,5.7,1.6,83.5,8.16,0.6
5/7/2017,3:00,16.17,1916,-99.2,8.34,83.99,5.5,1.6,83.4,8.16,0.6
5/7/2017,3:15,16.15,1916,-99.1,8.34,82.44,5.8,1.6,83.3,8.15,0.6
5/7/2017,3:30,16.14,1916,-99,8.33,87.06,5.7,1.6,83.3,8.15,0.6
5/7/2017,3:45,16.11,1917,-99.2,8.34,87.23,5.8,1.6,83.3,8.15,0.6
5/7/2017,4:00,16.09,1917,-99.2,8.34,86.01,5.8,1.6,83.2,8.15,0.6
5/7/2017,4:15,16.08,1918,-99.2,8.34,86.14,5.9,1.7,83.1,8.15,0.6
5/7/2017,4:30,16.05,1917,-99.2,8.34,86.83,5.8,1.6,83.1,8.14,0.6
5/7/2017,4:45,16.03,1918,-99.1,8.34,85.37,5.9,1.7,83.1,8.15,0.6
5/7/2017,5:00,16,1917,-99.1,8.34,88.24,5.7,1.6,83,8.15,0.6
5/7/2017,5:15,15.98,1918,-99.2,8.34,99.49,6,1.7,83,8.15,0.6
5/7/2017,5:30,15.96,1917,-99.3,8.34,97.24,6,1.7,82.9,8.14,0.7
5/7/2017,5:45,15.96,1916,-99.2,8.34,97.42,6,1.7,82.8,8.13,0.7
5/7/2017,6:00,15.96,1916,-99.1,8.34,104.97,6.1,1.7,82.7,8.12,0.7
5/7/2017,6:15,15.93,1916,-99.2,8.34,99.25,5.6,1.6,82.6,8.12,0.7
5/7/2017,6:30,15.93,1915,-99.2,8.34,100.58,5.3,1.5,82.5,8.11,0.6
5/7/2017,6:45,15.95,1914,-99,8.34,104.13,5.4,1.6,82.2,8.08,0.7
5/7/2017,7:00,15.94,1914,-98.9,8.33,103.37,5.4,1.5,82.1,8.06,0.6
5/7/2017,7:15,15.95,1914,-98.9,8.33,108.79,5.3,1.5,82,8.05,0.6
5/7/2017,7:30,15.95,1912,-98.9,8.33,102.56,5,1.4,81.9,8.05,0.6
5/7/2017,7:45,15.96,1911,-98.9,8.33,105.95,4.9,1.4,81.9,8.04,0.6
5/7/2017,8:00,15.97,1911,-98.9,8.33,110.3,5,1.4,81.8,8.03,0.6
5/7/2017,8:15,15.99,1910,-99,8.33,100.62,4.7,1.4,82.1,8.05,0.6
5/7/2017,8:30,16.01,1908,-99.1,8.34,97.14,4.8,1.4,82.2,8.06,0.6
5/7/2017,8:45,16.04,1906,-99.1,8.34,90.74,4.9,1.4,82.3,8.07,0.6
5/7/2017,9:00,16.05,1903,-99.2,8.34,89.02,5,1.4,82.4,8.07,0.6
5/7/2017,9:15,16.08,1901,-99.3,8.34,84.39,4.6,1.3,82.6,8.09,0.6
5/7/2017,9:30,16.13,1898,-99.5,8.34,79.61,5.3,1.5,82.9,8.11,0.6
5/7/2017,9:45,16.13,1897,-99.6,8.34,76.37,5.2,1.5,82.9,8.12,0.6
5/7/2017,10:00,16.22,1894,-99.8,8.35,71.74,5.4,1.6,83.4,8.15,0.6
5/7/2017,10:15,16.23,1892,-99.8,8.35,70.01,5.5,1.6,83.5,8.16,0.6
5/7/2017,10:30,16.16,1890,-99.8,8.35,69.29,5.7,1.6,83.2,8.14,0.5
5/7/2017,10:45,16.19,1889,-99.9,8.35,66.38,5.8,1.7,83.3,8.14,0.6
5/7/2017,11:00,16.24,1889,-100,8.35,64.58,5.6,1.6,83.6,8.16,0.5
5/7/2017,11:15,16.45,1889,-100.5,8.36,60.81,5.7,1.6,85.1,8.28,0.6
5/7/2017,11:30,16.35,1888,-100.1,8.35,57.98,5.8,1.7,84.3,8.21,0.5
5/7/2017,11:45,16.51,1891,-100.3,8.35,57.18,5.6,1.6,84.8,8.24,0.6
5/7/2017,12:00,16.35,1887,-100.4,8.36,56.01,6.1,1.7,84.8,8.26,0.6
5/7/2017,12:15,16.47,1887,-100.5,8.36,54.27,5.8,1.6,84.7,8.23,0.6
5/7/2017,12:30,16.34,1886,-100.3,8.36,53.52,6,1.7,84.5,8.23,0.6
5/7/2017,12:45,16.33,1885,-100.2,8.35,52.64,6,1.7,84.4,8.22,0.6
5/7/2017,13:00,16.25,1881,-100.5,8.36,51.05,6.3,1.8,84.2,8.22,0.6
5/7/2017,13:15,16.14,1882,-100.2,8.36,51.28,6.8,1.9,83.9,8.21,0.6
5/7/2017,13:30,16.86,1887,-101.4,8.37,47.94,6,1.7,87.3,8.42,0.5
5/7/2017,13:45,16.45,1882,-100.9,8.37,47.61,6.4,1.8,85.8,8.34,0.6
5/7/2017,14:00,16.6,1884,-101,8.37,45.47,6.1,1.7,86.3,8.36,0.6
5/7/2017,14:15,16.22,1879,-100.8,8.36,44.56,6.7,1.9,85,8.3,0.6
5/7/2017,14:30,16.2,1879,-100.7,8.36,43.97,6.8,1.9,84.7,8.28,0.6
5/7/2017,14:45,16.23,1882,-100.8,8.37,44.4,6.4,1.8,84.8,8.29,0.6
5/7/2017,15:00,16.38,1887,-100.9,8.37,41.96,6.2,1.8,85.4,8.32,0.6
5/7/2017,15:15,16.53,1886,-101.6,8.38,40.46,6,1.7,86.9,8.44,0.5
5/7/2017,15:30,16.51,1888,-101.3,8.37,40.86,6.4,1.8,86.4,8.39,0.6
5/7/2017,15:45,16.86,1888,-101.7,8.38,38.84,5.7,1.6,88.8,8.55,0.5
5/7/2017,16:00,16.53,1887,-101.9,8.38,37.96,6.4,1.8,87.7,8.51,0.6
5/7/2017,16:15,16.74,1881,-102.6,8.39,37.89,6.2,1.7,88.9,8.59,0.5
5/7/2017,16:30,17.36,1911,-101.2,8.37,38.1,5.4,1.5,88.3,8.43,0.5
5/7/2017,16:45,17.67,1894,-102.6,8.39,36.02,6,1.7,91.3,8.65,0.5
5/7/2017,17:00,17.02,1892,-103,8.4,36.66,6.2,1.8,91.7,8.82,0.5
5/7/2017,17:15,16.95,1884,-103.2,8.4,35.03,5.8,1.6,91.4,8.8,0.5
5/7/2017,17:30,16.95,1896,-102.3,8.39,35.06,5.5,1.6,89.8,8.64,0.4
5/7/2017,17:45,18.32,1929,-101.6,8.37,33.29,4.6,1.3,90.3,8.45,0.4
5/7/2017,18:00,18.36,1928,-101.6,8.37,32.33,4.9,1.4,89.7,8.38,0.4
5/7/2017,18:15,18,1929,-101.3,8.37,32.68,4.6,1.3,88.9,8.37,0.4
5/7/2017,18:30,17.72,1928,-100.9,8.36,33.72,4.6,1.3,87.5,8.28,0.4
5/7/2017,18:45,17.58,1928,-100.6,8.36,33.41,4.5,1.3,86.8,8.24,0.4
5/7/2017,19:00,17.48,1929,-100.4,8.35,36.01,4.6,1.3,86.2,8.2,0.4
5/7/2017,19:15,17.42,1930,-100.4,8.35,36.3,4.7,1.4,86,8.19,0.4
5/7/2017,19:30,17.38,1929,-100.3,8.35,39.15,4.8,1.4,85.8,8.18,0.4
5/7/2017,19:45,17.36,1929,-100.4,8.35,39.21,4.8,1.4,85.7,8.17,0.4
5/7/2017,20:00,17.34,1929,-100.3,8.35,46.19,5.1,1.5,85.6,8.16,0.5
5/7/2017,20:15,17.3,1928,-100.3,8.35,51.22,5.2,1.5,85.3,8.14,0.5
5/7/2017,20:30,17.35,1930,-100.5,8.35,52.76,5.5,1.6,85.4,8.14,0.5
5/7/2017,20:45,17.49,1930,-100.7,8.36,53.09,5.7,1.6,85.8,8.16,0.5
5/7/2017,21:00,17.53,1929,-100.9,8.36,56.67,6,1.7,86,8.17,0.5
