Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
10/13/2017,1:15,9.86,2098,-114.7,8.65,70.68,12.2,3.3,83.4,9.38,1
10/13/2017,1:30,9.84,2098,-114.6,8.64,71.14,12.1,3.3,83.2,9.36,1
10/13/2017,1:45,9.83,2098,-114.6,8.64,72.51,12,3.3,83.1,9.35,0.9
10/13/2017,2:00,9.77,2098,-114.6,8.64,68.09,12,3.3,83,9.36,0.9
10/13/2017,2:15,9.76,2098,-114.5,8.64,68.32,12.1,3.3,82.9,9.34,1
10/13/2017,2:30,9.73,2098,-114.5,8.64,66.37,11.4,3.1,82.7,9.34,0.9
10/13/2017,2:45,9.68,2099,-114.5,8.64,65.06,11.9,3.3,82.6,9.33,0.9
10/13/2017,3:00,9.69,2099,-114.5,8.64,65.85,12.2,3.3,82.6,9.33,0.9
10/13/2017,3:15,9.65,2099,-114.4,8.64,61.84,11.8,3.2,82.5,9.33,0.9
10/13/2017,3:30,9.62,2099,-114.4,8.64,62.34,11.8,3.2,82.4,9.32,0.9
10/13/2017,3:45,9.63,2099,-114.3,8.64,63.36,12.1,3.3,82.3,9.31,0.9
10/13/2017,4:00,9.62,2098,-114.3,8.64,62.77,11.7,3.2,82.2,9.3,0.9
10/13/2017,4:15,9.61,2098,-114.3,8.64,62.36,11.6,3.2,82.2,9.31,0.9
10/13/2017,4:30,9.54,2098,-114.2,8.64,61.22,11.4,3.1,82.2,9.32,0.9
10/13/2017,4:45,9.51,2098,-114.2,8.64,58.4,11.3,3.1,82.1,9.32,0.9
10/13/2017,5:00,9.51,2098,-114.1,8.64,59.08,11.5,3.2,81.9,9.29,0.9
10/13/2017,5:15,9.46,2097,-114,8.64,57.24,11.3,3.1,81.9,9.3,0.9
10/13/2017,5:30,9.44,2097,-114,8.64,55.29,11.2,3.1,81.8,9.3,0.9
10/13/2017,5:45,9.39,2097,-114,8.64,54.22,11.1,3,81.7,9.29,0.9
10/13/2017,6:00,9.42,2096,-113.9,8.63,57.62,11.2,3.1,81.5,9.27,0.9
10/13/2017,6:15,9.39,2096,-113.9,8.63,54.28,11.2,3.1,81.5,9.28,0.9
10/13/2017,6:30,9.34,2096,-113.9,8.63,53.66,11.1,3.1,81.4,9.27,0.9
10/13/2017,6:45,9.33,2097,-113.8,8.63,54.02,10.9,3,81.4,9.27,0.9
10/13/2017,7:00,9.3,2097,-113.8,8.63,53.31,10.6,2.9,81.2,9.25,0.8
10/13/2017,7:15,9.28,2096,-113.8,8.63,52.47,10.7,3,81.1,9.25,0.9
10/13/2017,7:30,9.27,2097,-113.7,8.63,52.01,10.6,2.9,81.1,9.25,0.9
10/13/2017,7:45,9.25,2096,-113.7,8.63,49.88,10,2.8,81,9.24,0.8
10/13/2017,8:00,9.24,2096,-113.7,8.63,54.65,10.1,2.8,80.9,9.24,0.8
10/13/2017,8:15,9.21,2098,-113.7,8.63,51.69,10.2,2.8,80.9,9.24,0.8
10/13/2017,8:30,9.2,2097,-113.8,8.63,50.49,10,2.8,80.9,9.25,0.8
10/13/2017,8:45,9.19,2097,-113.8,8.63,49.53,10.3,2.8,81,9.26,0.8
10/13/2017,9:00,9.18,2097,-113.9,8.63,49.36,10.2,2.8,81.1,9.27,0.8
10/13/2017,9:15,9.19,2097,-113.9,8.63,49.99,10,2.8,81,9.26,0.8
10/13/2017,9:30,9.2,2096,-113.9,8.64,48.56,9.9,2.7,81.2,9.28,0.8
10/13/2017,9:45,9.2,2096,-113.9,8.64,48.78,10,2.8,81.3,9.28,0.8
10/13/2017,10:00,9.21,2096,-114.1,8.64,46.39,10.3,2.8,81.6,9.32,0.9
10/13/2017,10:15,9.22,2096,-114.2,8.64,47.66,10.4,2.9,81.7,9.33,0.8
10/13/2017,10:30,9.22,2097,-114.1,8.64,46.99,10.7,3,81.7,9.33,0.9
10/13/2017,10:45,9.23,2097,-114.3,8.64,46.51,10.9,3,82,9.36,0.9
10/13/2017,11:00,9.25,2097,-114.5,8.65,46.26,10.8,3,82.4,9.41,0.8
10/13/2017,11:15,9.39,2097,-114.8,8.65,44.77,10.7,2.9,83.5,9.49,0.8
10/13/2017,11:30,9.47,2096,-115,8.65,43.5,10.5,2.9,83.7,9.5,0.8
10/13/2017,11:45,9.5,2097,-115,8.65,44.73,10.8,3,84,9.52,0.8
10/13/2017,12:00,9.47,2096,-115.2,8.66,43.6,10.8,3,84.3,9.57,0.8
10/13/2017,12:15,9.51,2095,-115.2,8.66,43.77,10.9,3,84.3,9.56,0.8
10/13/2017,12:30,9.5,2095,-114.8,8.65,44.91,10.1,2.8,83.8,9.51,0.8
10/13/2017,12:45,9.54,2096,-115.1,8.65,44.75,10.6,2.9,84.3,9.55,0.9
10/13/2017,13:00,9.79,2097,-115.7,8.66,41.8,9.8,2.7,85.9,9.68,0.8
10/13/2017,13:15,9.77,2098,-115.7,8.66,41.77,10.4,2.9,85.8,9.68,0.8
10/13/2017,13:30,10.01,2101,-115.8,8.66,40.66,9.5,2.6,86.6,9.71,0.8
10/13/2017,13:45,9.85,2099,-115.9,8.67,41.23,9.7,2.7,86.8,9.76,0.8
10/13/2017,14:00,9.89,2097,-116,8.67,41.01,10,2.8,86.8,9.76,0.8
10/13/2017,14:15,10.05,2102,-116,8.67,40.39,9.4,2.6,87.9,9.85,0.8
10/13/2017,14:30,9.93,2097,-116.2,8.67,40.98,9.2,2.5,87,9.78,0.7
10/13/2017,14:45,9.75,2098,-116.1,8.67,41.44,10.8,3,86.9,9.8,0.8
10/13/2017,15:00,9.54,2101,-115.7,8.67,42.97,11.5,3.2,84.7,9.6,0.9
10/13/2017,15:15,9.44,2100,-115.4,8.66,43.07,11.4,3.1,84.6,9.61,0.9
10/13/2017,15:30,9.45,2101,-115.8,8.67,42.18,11.7,3.2,85.1,9.66,0.9
10/13/2017,15:45,9.52,2099,-116,8.67,42.42,11,3,85.2,9.66,0.9
10/13/2017,16:00,9.54,2098,-116.4,8.68,41.14,10.4,2.9,86.2,9.76,0.8
10/13/2017,16:15,9.41,2103,-115.6,8.67,40.5,12.8,3.5,84.8,9.64,0.9
10/13/2017,16:30,9.47,2101,-116,8.67,40.54,11.7,3.2,85.6,9.72,0.9
10/13/2017,16:45,9.49,2102,-116.4,8.68,40.54,11.6,3.2,86.3,9.8,1
10/13/2017,17:00,9.49,2102,-116.5,8.68,39.82,12.2,3.3,86.4,9.81,0.9
10/13/2017,17:15,9.48,2101,-116.4,8.68,40.61,12.7,3.5,86.5,9.82,0.9
10/13/2017,17:30,9.47,2101,-116.3,8.68,41.55,13.2,3.6,86,9.77,0.9
10/13/2017,17:45,9.44,2102,-116,8.67,39.61,12.6,3.4,85.6,9.72,0.9
10/13/2017,18:00,9.49,2101,-116.6,8.68,40.5,10.6,2.9,87,9.87,0.8
10/13/2017,18:15,9.43,2102,-115.4,8.66,42.02,11,3,84.3,9.58,0.9
10/13/2017,18:30,9.44,2102,-116.2,8.67,39.92,11.6,3.2,86,9.77,0.9
10/13/2017,18:45,9.6,2102,-116.3,8.68,39.9,10.9,3,86.7,9.81,0.8
10/13/2017,19:00,10.47,2098,-116.4,8.67,37.97,10.1,2.8,87.4,9.69,0.8
10/13/2017,19:15,10.75,2096,-116.6,8.67,37.16,9.8,2.7,88.2,9.72,0.8
10/13/2017,19:30,10.58,2097,-116.3,8.67,36.77,10.2,2.8,87.5,9.68,0.7
10/13/2017,19:45,10.42,2098,-116,8.67,37.46,10.4,2.9,86.2,9.58,0.8
10/13/2017,20:00,10.3,2099,-115.7,8.66,38.06,10.7,2.9,85.6,9.53,0.8
10/13/2017,20:15,10.16,2099,-115.3,8.66,40.26,11,3,84.4,9.43,0.8
10/13/2017,20:30,10.18,2099,-115.6,8.66,39.04,11,3,85.1,9.5,0.8
10/13/2017,20:45,10.11,2099,-115.3,8.66,39.85,11.3,3.1,84.6,9.46,0.8
10/13/2017,21:00,10.08,2099,-115.3,8.66,40.51,10.8,3,84.6,9.46,0.8
10/13/2017,21:15,10.07,2099,-115.3,8.66,38.33,10.9,3,84.5,9.46,0.8
10/13/2017,21:30,10.06,2099,-115.3,8.65,41.05,11.1,3.1,84.3,9.44,0.8
10/13/2017,21:45,10,2100,-115.1,8.65,38.19,11.1,3.1,83.9,9.4,0.8
10/13/2017,22:00,9.99,2099,-115.1,8.65,41.7,11,3,83.7,9.39,0.8
10/13/2017,22:15,9.99,2099,-115,8.65,42.13,11.2,3.1,83.5,9.36,0.8
10/13/2017,22:30,9.98,2100,-114.9,8.65,42.83,10.9,3,83.4,9.36,0.8
10/13/2017,22:45,9.93,2100,-114.9,8.65,42.22,10.9,3,83.2,9.35,0.8
10/13/2017,23:00,9.93,2099,-114.8,8.65,46.26,10.8,3,83.2,9.35,0.8
10/13/2017,23:15,9.89,2098,-114.8,8.65,44.04,10.6,2.9,83.3,9.36,0.8
10/13/2017,23:30,9.84,2098,-114.8,8.65,52.31,10.8,3,83.2,9.36,0.8
10/13/2017,23:45,9.79,2098,-114.7,8.65,67.45,10.8,3,83,9.36,0.9
10/14/2017,0:00,9.81,2098,-114.8,8.65,98.54,11.1,3,83.1,9.36,1
10/14/2017,0:15,9.77,2097,-114.8,8.65,86.76,10.9,3,83.1,9.37,0.9
10/14/2017,0:30,9.77,2097,-114.9,8.65,87.44,11,3,83.2,9.38,0.9
10/14/2017,0:45,9.72,2096,-114.7,8.65,88.18,11.1,3.1,83.1,9.38,0.9
10/14/2017,1:00,9.66,2096,-114.7,8.65,90.05,11.1,3,83.1,9.4,0.9
10/14/2017,1:15,9.63,2096,-114.7,8.65,98.89,11.3,3.1,83,9.39,1
10/14/2017,1:30,9.6,2095,-114.7,8.65,104.4,11.4,3.1,83.1,9.4,1
10/14/2017,1:45,9.6,2096,-114.7,8.65,104.22,11.2,3.1,82.9,9.38,1
10/14/2017,2:00,9.59,2095,-114.6,8.65,112.61,11.1,3,82.8,9.38,1
10/14/2017,2:15,9.55,2096,-114.5,8.64,107.3,11.2,3.1,82.8,9.38,1
10/14/2017,2:30,9.53,2096,-114.5,8.64,123.75,10.9,3,82.7,9.38,1.1
10/14/2017,2:45,9.5,2095,-114.5,8.64,140.16,11.3,3.1,82.7,9.38,1.1
10/14/2017,3:00,9.47,2096,-114.5,8.64,135.36,11.3,3.1,82.7,9.39,1.1
10/14/2017,3:15,9.45,2096,-114.5,8.64,145.2,11.4,3.1,82.7,9.39,1.1
10/14/2017,3:30,9.41,2096,-114.5,8.65,132.44,11.3,3.1,82.8,9.41,1.1
10/14/2017,3:45,9.37,2096,-114.6,8.65,147.66,11.3,3.1,82.9,9.43,1.1
10/14/2017,4:00,9.32,2096,-114.6,8.65,165.07,11.5,3.2,83,9.45,1.2
10/14/2017,4:15,9.33,2097,-114.8,8.65,193.59,11.8,3.2,83.1,9.47,1.3
10/14/2017,4:30,9.37,2098,-115,8.65,206.71,11.9,3.3,83.3,9.48,1.3
10/14/2017,4:45,9.39,2098,-115.1,8.65,227.77,12,3.3,83.5,9.5,1.4
10/14/2017,5:00,9.36,2099,-115,8.65,232.27,12.1,3.3,83.4,9.5,1.4
10/14/2017,5:15,9.31,2099,-115,8.65,210.14,12.2,3.3,83.3,9.5,1.3
10/14/2017,5:30,9.19,2098,-114.8,8.65,199.03,11.8,3.2,83.1,9.49,1.3
10/14/2017,5:45,9.11,2097,-114.6,8.65,192.77,11.3,3.1,83,9.5,1.3
10/14/2017,6:00,9.1,2098,-114.6,8.65,185.92,11.8,3.2,82.9,9.49,1.3
10/14/2017,6:15,9.09,2099,-114.5,8.65,189.23,11.4,3.1,82.8,9.48,1.3
10/14/2017,6:30,9.05,2098,-114.4,8.65,178.51,11.4,3.1,82.7,9.49,1.2
10/14/2017,6:45,9.04,2100,-114.4,8.65,197.17,11.5,3.1,82.7,9.49,1.3
10/14/2017,7:00,9.09,2101,-114.4,8.65,173.2,11.2,3.1,82.7,9.48,1.2
10/14/2017,7:15,9.11,2101,-114.5,8.65,177.1,11.1,3.1,82.8,9.48,1.2
10/14/2017,7:30,9.06,2102,-114.6,8.65,181.39,11.3,3.1,82.9,9.51,1.3
10/14/2017,7:45,9.01,2103,-114.6,8.65,186.58,11.1,3.1,82.9,9.51,1.3
10/14/2017,8:00,8.97,2103,-114.5,8.65,181.72,11.2,3.1,82.8,9.51,1.3
10/14/2017,8:15,8.91,2104,-114.6,8.65,173.08,11,3,82.8,9.52,1.2
10/14/2017,8:30,8.89,2105,-114.6,8.65,174.63,10.9,3,82.8,9.53,1.2
10/14/2017,8:45,8.87,2104,-114.6,8.65,171.27,10.6,2.9,82.8,9.53,1.2
10/14/2017,9:00,8.84,2105,-114.6,8.65,167.09,10.8,3,82.8,9.54,1.2
10/14/2017,9:15,8.82,2105,-114.6,8.65,175.72,10.8,3,82.7,9.54,1.2
10/14/2017,9:30,8.8,2106,-114.7,8.65,177.18,10.7,2.9,82.8,9.55,1.2
10/14/2017,9:45,8.81,2106,-114.8,8.65,173.57,10.6,2.9,82.9,9.56,1.2
10/14/2017,10:00,8.81,2106,-114.7,8.65,179.26,10.6,2.9,82.9,9.56,1.3
10/14/2017,10:15,8.82,2106,-114.8,8.65,166.5,10.3,2.8,83,9.57,1.2
10/14/2017,10:30,8.83,2105,-114.7,8.65,160.31,10.3,2.8,83,9.57,1.2
10/14/2017,10:45,8.85,2107,-114.8,8.65,152.04,10.3,2.8,83.2,9.58,1.1
10/14/2017,11:00,8.87,2106,-114.8,8.65,144.96,10.3,2.8,83.3,9.6,1.1
10/14/2017,11:15,8.89,2105,-114.8,8.65,148.93,10.3,2.8,83.3,9.59,1.2
10/14/2017,11:30,8.93,2106,-114.8,8.65,140.26,10.3,2.8,83.4,9.59,1.1
10/14/2017,11:45,8.93,2106,-114.7,8.65,149.87,10.4,2.9,83.3,9.58,1.2
10/14/2017,12:00,8.98,2106,-114.8,8.65,139.11,10.3,2.8,83.5,9.59,1.1
10/14/2017,12:15,9.02,2106,-114.8,8.65,133.96,10.2,2.8,83.6,9.59,1.1
10/14/2017,12:30,9.08,2106,-114.8,8.65,129.82,10.1,2.8,83.8,9.6,1.1
10/14/2017,12:45,9.1,2107,-114.8,8.65,129.74,10.2,2.8,83.7,9.59,1.1
10/14/2017,13:00,9.17,2106,-114.9,8.65,123.25,10.3,2.8,83.9,9.59,1
10/14/2017,13:15,9.2,2105,-114.8,8.65,122.2,10.2,2.8,83.9,9.59,1.1
10/14/2017,13:30,9.29,2105,-114.9,8.65,114.51,10.2,2.8,84.3,9.61,1.1
10/14/2017,13:45,9.3,2105,-114.9,8.65,119.19,10.2,2.8,84.2,9.6,1
10/14/2017,14:00,9.34,2105,-114.9,8.65,110.28,10.3,2.8,84.5,9.62,1
10/14/2017,14:15,9.41,2105,-114.9,8.65,107.09,10,2.8,84.7,9.63,1
10/14/2017,14:30,9.4,2105,-114.9,8.65,114.76,10.2,2.8,84.6,9.62,1
10/14/2017,14:45,9.45,2105,-114.9,8.65,103.1,10,2.8,84.7,9.62,1
10/14/2017,15:00,9.5,2105,-115,8.65,100.3,10.3,2.8,84.9,9.63,1
10/14/2017,15:15,9.52,2106,-114.9,8.65,96.14,10.5,2.9,85,9.64,1
10/14/2017,15:30,9.56,2105,-115,8.65,97.04,10.3,2.8,85,9.63,1
10/14/2017,15:45,9.61,2105,-115,8.65,92.73,10.2,2.8,85.3,9.65,1
10/14/2017,16:00,9.62,2105,-115,8.65,91.96,10.4,2.9,85.4,9.66,1
10/14/2017,16:15,9.63,2104,-115,8.65,90.96,10.2,2.8,85.3,9.65,0.9
10/14/2017,16:30,9.64,2105,-115,8.65,89.94,10.1,2.8,85.3,9.65,0.9
10/14/2017,16:45,9.62,2105,-114.9,8.65,91.13,10.2,2.8,85.3,9.64,1
10/14/2017,17:00,9.62,2105,-114.9,8.65,89.9,10.3,2.8,85.2,9.64,0.9
10/14/2017,17:15,9.61,2105,-114.9,8.65,89.09,10.1,2.8,85.2,9.64,0.9
10/14/2017,17:30,9.6,2106,-114.9,8.65,93.3,10.2,2.8,85.1,9.64,0.9
10/14/2017,17:45,9.59,2106,-114.9,8.65,93.29,10.4,2.9,85.1,9.64,0.9
10/14/2017,18:00,9.58,2106,-114.9,8.65,94.31,10.5,2.9,85,9.63,1
10/14/2017,18:15,9.55,2105,-114.8,8.65,92.61,10.3,2.9,85,9.64,1
10/14/2017,18:30,9.53,2106,-114.9,8.65,101.22,10.6,2.9,85,9.63,1
10/14/2017,18:45,9.5,2106,-114.9,8.65,108.79,10.5,2.9,84.9,9.63,1
10/14/2017,19:00,9.48,2106,-114.8,8.65,98.36,10.7,2.9,84.8,9.63,1
10/14/2017,19:15,9.44,2106,-114.8,8.65,104.38,10.9,3,84.8,9.63,0.9
10/14/2017,19:30,9.42,2106,-114.8,8.65,107.33,11.1,3,84.7,9.63,1
10/14/2017,19:45,9.38,2106,-114.8,8.65,107.43,11.2,3.1,84.7,9.63,1
10/14/2017,20:00,9.34,2107,-114.8,8.65,102.11,11.3,3.1,84.6,9.63,1
10/14/2017,20:15,9.33,2107,-114.7,8.65,112.04,11.2,3.1,84.5,9.62,1
10/14/2017,20:30,9.28,2107,-114.8,8.65,105.35,11.3,3.1,84.4,9.63,1
10/14/2017,20:45,9.26,2107,-114.8,8.65,104.15,11.3,3.1,84.3,9.62,1
10/14/2017,21:00,9.23,2107,-114.7,8.65,108.73,11.2,3.1,84.2,9.61,1
10/14/2017,21:15,9.21,2107,-114.7,8.65,112.06,11.2,3.1,84.1,9.61,1
10/14/2017,21:30,9.17,2107,-114.7,8.65,109.22,11.4,3.1,84.1,9.62,1
10/14/2017,21:45,9.15,2107,-114.7,8.65,105.5,11.4,3.1,84.1,9.62,1
10/14/2017,22:00,9.1,2107,-114.8,8.65,107.46,11.6,3.2,84,9.62,1
10/14/2017,22:15,9.09,2107,-114.8,8.65,104.22,11.4,3.1,84,9.62,1
10/14/2017,22:30,9.07,2108,-114.7,8.65,103.42,11.4,3.1,83.9,9.61,1
10/14/2017,22:45,9.03,2107,-114.7,8.65,109.06,11.2,3.1,83.8,9.61,1
10/14/2017,23:00,9.02,2107,-114.7,8.65,98.99,11.4,3.1,83.8,9.61,1.1
10/14/2017,23:15,9.01,2107,-114.7,8.65,94.26,11.5,3.1,83.7,9.61,1
10/14/2017,23:30,8.98,2107,-114.8,8.65,97.87,11.3,3.1,83.7,9.61,1
10/14/2017,23:45,8.97,2108,-114.7,8.65,88.38,11.4,3.1,83.6,9.61,1
10/15/2017,0:00,8.92,2107,-114.7,8.65,87.48,11.4,3.1,83.5,9.6,0.9
10/15/2017,0:15,8.92,2108,-114.7,8.65,87.94,11.3,3.1,83.5,9.6,1
10/15/2017,0:30,8.88,2108,-114.7,8.65,80.77,11.4,3.1,83.4,9.61,1
10/15/2017,0:45,8.91,2108,-114.6,8.65,84.15,11.6,3.2,83.4,9.59,1
10/15/2017,1:00,8.87,2108,-114.7,8.65,81.08,11.7,3.2,83.3,9.6,0.9
10/15/2017,1:15,8.88,2108,-114.6,8.65,76.19,11.5,3.1,83.2,9.58,1
10/15/2017,1:30,8.82,2108,-114.6,8.65,75.95,11,3,83.1,9.58,1
10/15/2017,1:45,8.82,2108,-114.6,8.65,75.5,11.4,3.1,83,9.57,0.9
10/15/2017,2:00,8.81,2108,-114.6,8.65,74.76,11.4,3.1,83,9.57,1
10/15/2017,2:15,8.81,2107,-114.6,8.65,71.13,11.3,3.1,82.8,9.55,1
10/15/2017,2:30,8.79,2109,-114.5,8.65,72.66,11.4,3.1,82.7,9.54,0.9
10/15/2017,2:45,8.78,2109,-114.5,8.65,76.82,11.4,3.1,82.7,9.54,0.9
10/15/2017,3:00,8.73,2108,-114.4,8.65,70.76,11.2,3.1,82.6,9.55,0.9
10/15/2017,3:15,8.68,2109,-114.4,8.65,68.92,11.2,3.1,82.6,9.55,0.9
10/15/2017,3:30,8.66,2109,-114.4,8.65,68,11.4,3.1,82.5,9.55,0.9
10/15/2017,3:45,8.67,2109,-114.4,8.65,74.19,11.4,3.1,82.3,9.53,1
10/15/2017,4:00,8.63,2109,-114.4,8.65,69.39,11.3,3.1,82.3,9.53,0.9
10/15/2017,4:15,8.62,2109,-114.4,8.65,65.83,11.5,3.1,82.2,9.52,0.9
10/15/2017,4:30,8.6,2109,-114.4,8.65,64.64,11.2,3.1,82.1,9.52,1
10/15/2017,4:45,8.59,2109,-114.4,8.65,61.94,11.4,3.1,82,9.51,0.9
10/15/2017,5:00,8.56,2110,-114.4,8.65,63.74,11.3,3.1,82,9.51,0.9
10/15/2017,5:15,8.53,2110,-114.3,8.65,63.48,12.5,3.4,81.8,9.5,0.9
10/15/2017,5:30,8.52,2109,-114.3,8.65,61.41,11.2,3.1,81.8,9.5,0.9
10/15/2017,5:45,8.45,2110,-114.3,8.65,59.41,11.2,3.1,81.7,9.51,0.9
10/15/2017,6:00,8.48,2110,-114.3,8.65,58.04,11.3,3.1,81.6,9.49,0.9
10/15/2017,6:15,8.49,2110,-114.3,8.65,57.53,11.3,3.1,81.5,9.48,0.9
10/15/2017,6:30,8.44,2110,-114.3,8.65,58.14,11.3,3.1,81.4,9.47,0.9
10/15/2017,6:45,8.43,2110,-114.2,8.65,58.65,11,3,81.4,9.47,0.9
10/15/2017,7:00,8.42,2111,-114.3,8.65,54.36,11.1,3.1,81.4,9.47,0.9
10/15/2017,7:15,8.42,2111,-114.2,8.64,56.41,11.1,3.1,81.3,9.47,0.9
10/15/2017,7:30,8.38,2111,-114.2,8.65,54.38,11.2,3.1,81.2,9.46,0.9
10/15/2017,7:45,8.39,2111,-114.2,8.65,55.39,10.8,3,81.2,9.47,0.8
10/15/2017,8:00,8.41,2112,-114.1,8.64,55.82,11,3,81.1,9.45,0.8
10/15/2017,8:15,8.35,2111,-114.2,8.65,53.63,10.5,2.9,81.2,9.47,0.8
10/15/2017,8:30,8.32,2111,-114.2,8.65,52.19,10.6,2.9,81.3,9.48,0.9
10/15/2017,8:45,8.32,2111,-114.3,8.65,52.35,10.9,3,81.4,9.5,0.8
10/15/2017,9:00,8.34,2111,-114.3,8.65,52.07,10.7,2.9,81.5,9.51,0.9
10/15/2017,9:15,8.34,2111,-114.3,8.65,49.79,10.6,2.9,81.5,9.51,0.9
10/15/2017,9:30,8.35,2111,-114.2,8.65,52.8,10.4,2.9,81.2,9.47,0.9
10/15/2017,9:45,8.36,2112,-114.3,8.65,52.11,10.4,2.9,81.5,9.51,0.9
10/15/2017,10:00,8.36,2111,-114.4,8.65,51.45,10.3,2.8,81.8,9.53,0.9
10/15/2017,10:15,8.4,2112,-114.4,8.65,51.58,10.2,2.8,81.8,9.53,0.9
10/15/2017,10:30,8.43,2111,-114.4,8.65,51.98,10.2,2.8,81.8,9.52,0.9
10/15/2017,10:45,8.45,2112,-114.5,8.65,50.02,10.4,2.9,82.2,9.56,0.9
10/15/2017,11:00,8.51,2111,-114.6,8.65,49.19,10.3,2.8,82.4,9.57,0.9
10/15/2017,11:15,8.56,2111,-114.7,8.65,47.94,10.5,2.9,82.7,9.59,0.9
10/15/2017,11:30,8.57,2111,-114.7,8.65,48.51,10.8,3,82.7,9.59,0.9
10/15/2017,11:45,8.56,2110,-114.8,8.65,48.87,11.1,3,82.7,9.59,0.9
10/15/2017,12:00,8.56,2110,-114.8,8.66,48.46,11.5,3.2,83,9.63,0.9
10/15/2017,12:15,8.61,2111,-115.1,8.66,47.54,11.7,3.2,83.6,9.69,0.9
10/15/2017,12:30,8.7,2111,-115.1,8.66,45.84,10.9,3,84.1,9.73,0.9
10/15/2017,12:45,8.91,2113,-115.1,8.66,45.2,10.2,2.8,84.5,9.72,0.9
10/15/2017,13:00,9.11,2111,-115.4,8.66,43.78,9.8,2.7,85,9.73,0.8
10/15/2017,13:15,9.07,2109,-115.5,8.66,43.98,10.2,2.8,85,9.75,0.8
10/15/2017,13:30,9.22,2111,-115.5,8.66,43.44,9.4,2.6,85.8,9.8,0.8
10/15/2017,13:45,9.43,2109,-115.5,8.66,42.74,9.3,2.6,86.2,9.79,0.8
10/15/2017,14:00,9.67,2110,-115.5,8.66,41.4,8.9,2.5,86.7,9.79,0.8
10/15/2017,14:15,9.62,2108,-115.6,8.66,41.33,9.2,2.5,86.4,9.78,0.8
10/15/2017,14:30,9.44,2108,-115.5,8.66,42.32,9.7,2.7,86.2,9.79,0.8
10/15/2017,14:45,9.71,2105,-115.6,8.66,41.48,9.3,2.6,86.5,9.76,0.8
10/15/2017,15:00,9.57,2110,-115.6,8.66,41.49,9.9,2.7,86.7,9.82,0.8
10/15/2017,15:15,9.51,2110,-115.5,8.66,42.08,9.8,2.7,86.6,9.82,0.8
10/15/2017,15:30,9.91,2108,-115.7,8.66,40.87,9.4,2.6,87.6,9.84,0.8
10/15/2017,15:45,9.54,2107,-115.5,8.66,41.67,10.2,2.8,86.3,9.78,0.8
10/15/2017,16:00,9.94,2105,-115.7,8.66,40.85,9.5,2.6,87.7,9.85,0.8
10/15/2017,16:15,9.8,2101,-115.6,8.66,40.62,10.6,2.9,87.2,9.82,0.8
10/15/2017,16:30,9.81,2101,-115.7,8.66,40.96,10.7,2.9,87.6,9.86,0.9
10/15/2017,16:45,9.94,2106,-115.7,8.66,39.35,10,2.8,87.9,9.87,0.8
10/15/2017,17:00,10.14,2105,-115.8,8.66,38.4,9.9,2.7,88.6,9.9,0.8
10/15/2017,17:15,10.16,2105,-115.8,8.66,38.84,9.6,2.6,88.8,9.92,0.8
10/15/2017,17:30,10.2,2106,-115.8,8.66,39.76,9.3,2.6,88.8,9.91,0.8
10/15/2017,17:45,10.16,2105,-115.7,8.66,38.88,9.4,2.6,88.6,9.9,0.7
10/15/2017,18:00,10.01,2106,-115.8,8.66,38.25,10.4,2.9,88.7,9.95,0.8
10/15/2017,18:15,9.97,2106,-115.6,8.66,39.53,10.5,2.9,87,9.76,0.8
10/15/2017,18:30,10.12,2106,-115.9,8.67,37.14,10.5,2.9,88.7,9.92,0.8
10/15/2017,18:45,9.7,2106,-115.5,8.66,44.03,10,2.8,87.2,9.84,0.8
10/15/2017,19:00,9.59,2106,-115.3,8.66,39.46,9.9,2.7,86.6,9.81,0.8
10/15/2017,19:15,9.48,2107,-115.1,8.66,40.24,10.4,2.9,85.8,9.74,0.8
10/15/2017,19:30,9.4,2107,-114.9,8.65,40.61,10.5,2.9,85.3,9.7,0.8
10/15/2017,19:45,9.36,2108,-114.8,8.65,40.79,10.5,2.9,85,9.68,0.8
10/15/2017,20:00,9.34,2108,-114.9,8.65,40.65,10.8,3,85,9.68,0.8
10/15/2017,20:15,9.33,2108,-114.9,8.65,40.26,10.6,2.9,85.1,9.69,0.8
10/15/2017,20:30,9.31,2108,-114.9,8.65,40.6,10.7,2.9,84.9,9.67,0.8
10/15/2017,20:45,9.28,2108,-114.8,8.65,41.16,10.8,3,84.6,9.65,0.8
10/15/2017,21:00,9.26,2107,-114.8,8.65,40.78,10.9,3,84.5,9.64,0.8
10/15/2017,21:15,9.23,2108,-114.7,8.65,41.71,10.8,3,84.2,9.62,0.8
10/15/2017,21:30,9.2,2108,-114.7,8.65,42.02,10.9,3,84,9.59,0.8
10/15/2017,21:45,9.17,2108,-114.7,8.65,41.71,11,3,84,9.6,0.8
10/15/2017,22:00,9.12,2109,-114.6,8.65,41.36,11.1,3.1,83.7,9.58,0.8
10/15/2017,22:15,9.11,2109,-114.5,8.65,42.29,11.4,3.1,83.5,9.56,0.8
10/15/2017,22:30,9.07,2109,-114.6,8.65,41.52,11.1,3.1,83.5,9.57,0.8
10/15/2017,22:45,9.05,2109,-114.5,8.65,41.87,11.1,3.1,83.4,9.56,0.8
