Time America/Boise UTC-06:00,Temperature C,Sp Cond uS/cm,pH mV,pH,Turbidity NTU,Chlorophyll ug/L,Chlorophyll RFU,ODOSat %,ODO mg/L,BGA-Phycocyanin RFU,Wiper Pos V,Cable Pwr V,Battery V
4/11/2018 11:15,11.06,1874,-114.2,8.39,46.27,14.1,3.8,89.3,9.78,0.7,1,13,5.6
4/11/2018 11:30,10.98,1879,-114.2,8.39,46.55,14.4,3.9,89.2,9.78,0.8,1,13,5.6
4/11/2018 11:45,10.58,1865,-113.8,8.39,48.62,17.5,4.8,87.5,9.68,0.9,1,13,5.6
4/11/2018 12:00,10.67,1864,-114.1,8.39,47.96,16.9,4.6,88,9.72,0.8,1,13,5.6
4/11/2018 12:15,10.71,1864,-114.3,8.4,49.47,16.4,4.5,88.3,9.75,0.8,1,13,5.6
4/11/2018 12:30,10.75,1861,-114.4,8.4,47.66,15.5,4.2,88.7,9.78,0.7,1,13,5.6
4/11/2018 12:45,10.66,1865,-114.3,8.4,48.23,15,4.1,88.6,9.79,0.8,1,13,5.6
4/11/2018 13:00,10.82,1886,-114.8,8.41,47.22,15.4,4.2,90.4,9.95,0.8,1,13,5.6
4/11/2018 13:15,10.84,1915,-114.4,8.4,50.8,14.9,4.1,90,9.91,0.8,1,13,5.6
4/11/2018 13:30,11.03,1912,-114.9,8.41,50.35,14.7,4,91.3,10,0.8,1,13,5.6
4/11/2018 13:45,10.96,1919,-115,8.41,50.01,14.1,3.8,90.9,9.97,0.7,1,14,5.6
4/11/2018 14:00,10.99,1920,-115.2,8.41,50.64,13.9,3.8,91.6,10.04,0.7,1,13,5.6
4/11/2018 14:15,11,1919,-115.3,8.42,46.94,14.8,4.1,91.6,10.04,0.7,1,14,5.6
4/11/2018 14:30,10.82,1921,-115,8.41,50.75,15.1,4.1,90.5,9.96,0.8,1,14,5.6
4/11/2018 14:45,10.83,1920,-114.8,8.41,50.49,14.9,4.1,90.3,9.94,0.7,1,13,5.6
4/11/2018 15:00,10.84,1920,-114.9,8.41,50.75,14.9,4.1,90.2,9.92,0.8,1,14,5.6
4/11/2018 15:15,10.89,1920,-114.9,8.41,50.89,14.8,4.1,90.6,9.96,0.8,1,14,5.6
4/11/2018 15:30,11.01,1919,-115.1,8.41,50.43,14.8,4,90.5,9.92,0.7,1,14,5.6
4/11/2018 15:45,11.85,1906,-116,8.42,49.47,14.1,3.9,92.6,9.95,0.7,1,13,5.6
4/11/2018 16:00,12.33,1905,-116.2,8.42,48.43,13.4,3.7,93.9,9.99,0.7,1,13,5.6
4/11/2018 16:15,12.46,1911,-116.6,8.43,47.45,13.1,3.6,95.3,10.11,0.7,1,13,5.6
4/11/2018 16:30,12.36,1909,-116.6,8.43,46.7,13.8,3.8,95,10.1,0.7,1,13,5.6
4/11/2018 16:45,12.53,1908,-116.6,8.43,47.41,13.4,3.7,95.4,10.1,0.7,1,13,5.6
4/11/2018 17:00,12.34,1906,-116.5,8.43,47.91,13.2,3.6,94.3,10.02,0.7,1,13,5.6
4/11/2018 17:15,12.33,1908,-116.3,8.43,47.15,13.3,3.6,93.9,9.98,0.7,1,13,0
4/11/2018 17:30,12.38,1913,-116.3,8.43,47.01,13,3.6,94.2,10.01,0.6,1,13,5.6
4/11/2018 17:45,11.8,1914,-115.4,8.41,47.08,13.4,3.7,91,9.79,0.7,1,13,5.6
4/11/2018 18:00,11.74,1916,-115.2,8.41,47.71,14.1,3.9,90.4,9.75,0.7,1,13,5.6
4/11/2018 18:15,11.46,1917,-114.7,8.4,49.86,13.7,3.7,88.9,9.64,0.6,1,13,5
4/11/2018 18:30,11.37,1918,-114.5,8.4,51.28,13.8,3.8,88.3,9.6,0.7,1,13,5.6
4/11/2018 18:45,11.34,1918,-114.3,8.39,54.64,14.1,3.8,88.1,9.58,0.7,1,13,5.1
4/11/2018 19:00,11.33,1918,-114.4,8.4,56.64,14.3,3.9,88,9.57,0.7,1,13,5.5
4/11/2018 19:15,11.32,1918,-114.5,8.4,57.69,14.1,3.9,87.9,9.56,0.7,1,12,5.6
4/11/2018 19:30,11.32,1918,-114.5,8.4,62.37,14.1,3.9,87.8,9.56,0.7,1,12,5.6
4/11/2018 19:45,11.33,1918,-114.6,8.4,63.71,14.2,3.9,87.8,9.56,0.7,1,12,5.6
4/11/2018 20:00,11.33,1918,-114.5,8.4,65.84,14.6,4,87.8,9.55,0.7,1,12,5.6
4/11/2018 20:15,11.32,1918,-114.6,8.4,66.21,15.3,4.2,87.7,9.54,0.8,1,12,5
4/11/2018 20:30,11.31,1918,-114.6,8.4,66.5,15.6,4.3,87.6,9.54,0.7,1,12,5.6
4/11/2018 20:45,11.3,1918,-114.7,8.4,67.36,15.7,4.3,87.6,9.53,0.8,1,12,5.2
4/11/2018 21:00,11.28,1917,-114.7,8.4,68.19,15.8,4.3,87.5,9.53,0.7,1,12,5.6
4/11/2018 21:15,11.27,1916,-114.8,8.4,68.92,15.8,4.3,87.4,9.52,0.8,1,12,5.6
4/11/2018 21:30,11.23,1916,-114.8,8.4,68.33,16,4.4,87.2,9.5,0.8,1,12,5.6
4/11/2018 21:45,11.2,1916,-114.8,8.4,68.13,15.6,4.3,87,9.49,0.7,1,12,5.3
4/11/2018 22:00,11.15,1916,-114.8,8.4,67.77,16,4.4,86.9,9.49,0.8,1,12,5.6
4/11/2018 22:15,11.13,1916,-114.8,8.4,68.17,15.8,4.3,86.8,9.48,0.7,1,12,5.6
4/11/2018 22:30,11.12,1916,-114.7,8.4,69.02,16.2,4.4,86.6,9.47,0.8,1,12,5.6
4/11/2018 22:45,11.13,1917,-114.7,8.4,70.58,16,4.4,86.5,9.46,0.8,1,12,5.6
4/11/2018 23:00,11.14,1918,-114.6,8.4,70.64,16.1,4.4,86.4,9.44,0.8,1,12,5.4
4/11/2018 23:15,11.1,1917,-114.6,8.4,69.19,16,4.4,86.1,9.41,0.8,1,12,5.6
4/11/2018 23:30,11.06,1916,-114.5,8.4,71.45,16.1,4.4,85.9,9.4,0.8,1,12,5.6
4/11/2018 23:45,11.01,1917,-114.5,8.4,68.7,15.8,4.3,85.8,9.4,0.8,1,12,5.6
4/12/2018 0:00,11,1918,-114.5,8.4,67.75,15.6,4.3,85.8,9.4,0.8,1,12,5.6
4/12/2018 0:15,11.01,1917,-114.5,8.4,68.03,15.8,4.3,85.7,9.39,0.8,1,12,5.6
4/12/2018 0:30,11,1918,-114.5,8.4,68.74,15.8,4.3,85.7,9.39,0.8,1,12,5.6
4/12/2018 0:45,11,1918,-114.5,8.4,67.48,15.9,4.3,85.6,9.38,0.8,1,12,5.6
4/12/2018 1:00,11,1918,-114.5,8.4,67.13,15.7,4.3,85.6,9.38,0.8,1,12,5.6
4/12/2018 1:15,11,1918,-114.6,8.4,69.22,15.8,4.3,85.5,9.37,0.8,1,12,5.6
4/12/2018 1:30,10.99,1918,-114.6,8.4,66.94,15.7,4.3,85.5,9.37,0.8,1,12,5.6
4/12/2018 1:45,10.98,1918,-114.6,8.4,66.4,15.7,4.3,85.4,9.36,0.8,1,12,4.7
4/12/2018 2:00,10.97,1918,-114.6,8.4,67.26,16,4.4,85.3,9.36,0.8,1,12,5.6
4/12/2018 2:15,10.96,1918,-114.6,8.4,81.21,15.9,4.4,85.2,9.35,0.8,1,12,5.6
4/12/2018 2:30,10.94,1918,-114.5,8.4,66.97,16,4.4,85.2,9.35,0.8,1,12,5.6
4/12/2018 2:45,10.94,1919,-114.5,8.4,65.77,16.2,4.4,85,9.33,0.8,1,12,5.6
4/12/2018 3:00,10.93,1919,-114.4,8.4,66.5,15.7,4.3,84.9,9.32,0.8,1,12,5.1
4/12/2018 3:15,10.93,1920,-114.5,8.4,66.52,15.6,4.3,84.9,9.32,0.8,1,12,5.6
4/12/2018 3:30,10.92,1921,-114.5,8.4,66.54,15.4,4.2,84.8,9.31,0.8,1,12,5.6
4/12/2018 3:45,10.91,1922,-114.5,8.4,67.47,15.4,4.2,84.8,9.31,0.7,1,12,5.6
4/12/2018 4:00,10.9,1922,-114.6,8.4,66.04,15.5,4.2,84.7,9.3,0.8,1,12,5.6
4/12/2018 4:15,10.89,1922,-114.6,8.4,66.22,15.4,4.2,84.7,9.3,0.8,1,12,5.6
4/12/2018 4:30,10.88,1923,-114.7,8.4,68.68,15.4,4.2,84.7,9.3,0.8,1,12,5.6
4/12/2018 4:45,10.89,1923,-114.8,8.41,81.57,15.5,4.2,84.6,9.3,0.8,1,12,5.6
4/12/2018 5:00,10.9,1924,-114.9,8.41,91.16,15.7,4.3,84.6,9.29,0.8,1,12,5.6
4/12/2018 5:15,10.88,1924,-114.9,8.41,97.02,15.5,4.2,84.5,9.29,0.8,1,12,5.6
4/12/2018 5:30,10.89,1925,-115,8.41,105.51,15.6,4.3,84.5,9.28,0.9,1,12,5.6
4/12/2018 5:45,10.88,1925,-114.9,8.41,114.32,15.7,4.3,84.3,9.27,0.9,1,12,5.6
4/12/2018 6:00,10.87,1925,-114.9,8.41,135.17,15.5,4.2,84.2,9.25,0.9,1,12,5.6
4/12/2018 6:15,10.85,1925,-114.9,8.41,134.51,15.4,4.2,84.1,9.24,0.9,1,12,5.6
4/12/2018 6:30,10.83,1923,-115,8.41,135.4,15.4,4.2,84,9.24,1,1,12,5.6
4/12/2018 6:45,10.79,1918,-115.3,8.42,145.74,15.5,4.2,84.1,9.26,1,1,12,5.6
4/12/2018 7:00,10.8,1917,-115.4,8.42,152.79,15.1,4.1,84.1,9.26,1,1,12,5.6
4/12/2018 7:15,10.81,1915,-115.4,8.42,209.93,15.8,4.3,84.1,9.26,1.1,1,12,5.6
4/12/2018 7:30,10.78,1916,-115.5,8.42,304.14,15.9,4.3,84.1,9.26,1.4,1,12,5.6
4/12/2018 7:45,10.75,1917,-115.4,8.42,353.84,16.1,4.4,83.9,9.25,1.5,1,12,5.6
4/12/2018 8:00,10.72,1919,-115.4,8.42,368.43,16.2,4.4,83.9,9.26,1.6,1,12,5.6
4/12/2018 8:15,10.69,1920,-115.4,8.42,399.17,16.1,4.4,83.8,9.25,1.6,1,12,5.6
4/12/2018 8:30,10.66,1921,-115.4,8.42,399.63,16.4,4.5,83.7,9.24,1.7,1,12,5.6
4/12/2018 8:45,10.62,1924,-115.3,8.42,428.09,16.5,4.5,83.6,9.24,1.8,1,12,5.6
4/12/2018 9:00,10.58,1924,-115.4,8.42,451.34,16.5,4.5,83.5,9.24,1.7,1,12,5.6
4/12/2018 9:15,10.56,1923,-115.4,8.42,421.64,16.5,4.5,83.5,9.24,1.8,1,12,5.6
4/12/2018 9:30,10.52,1926,-115.3,8.42,448.66,16.6,4.5,83.4,9.24,1.9,1,12,5.6
4/12/2018 9:45,10.49,1924,-115.4,8.42,456.14,16.6,4.5,83.3,9.24,1.9,1,12,5.6
4/12/2018 10:00,10.49,1922,-115.4,8.42,467.23,16.9,4.6,83.3,9.24,1.9,1,12,5.6
4/12/2018 10:15,10.47,1920,-115.6,8.42,429.59,16.8,4.6,83.3,9.24,1.9,1,12,5.6
4/12/2018 10:30,10.46,1918,-115.6,8.42,382.22,16.8,4.6,83.3,9.24,1.7,1,12,5.6
4/12/2018 10:45,10.46,1918,-115.6,8.42,356.29,16.6,4.5,83.3,9.24,1.6,1,12,1.6
4/12/2018 11:00,10.45,1917,-115.6,8.42,320.52,16.5,4.5,83.3,9.24,1.5,1,12,5.6
4/12/2018 11:15,10.42,1919,-115.6,8.42,289.62,16.1,4.4,83.2,9.25,1.4,1,12,5.6
4/12/2018 11:30,10.42,1918,-115.6,8.42,263.41,16.1,4.4,83.2,9.24,1.3,1,12,5.6
4/12/2018 11:45,10.39,1921,-115.6,8.42,251.25,15.9,4.3,83.2,9.25,1.3,1,12,5.6
4/12/2018 12:00,10.37,1923,-115.6,8.42,240.61,15.2,4.1,83.1,9.25,1.3,1,12,5.6
4/12/2018 12:15,10.35,1924,-115.6,8.42,231.1,15.5,4.2,83.1,9.25,1.2,1,12,5.6
4/12/2018 12:30,10.3,1926,-115.6,8.42,230.88,15.3,4.2,83,9.25,1.2,1,12,5.6
4/12/2018 12:45,10.3,1925,-115.7,8.42,220.72,15.2,4.2,83.1,9.26,1.2,1,12,5.6
4/12/2018 13:00,10.36,1918,-115.7,8.43,234.14,15.6,4.3,83.1,9.24,1.3,1,12,5.6
4/12/2018 13:15,10.32,1922,-115.8,8.43,223.38,15.3,4.2,83,9.24,1.2,1,13,5.6
4/12/2018 13:30,10.34,1919,-115.8,8.43,221.14,15.3,4.2,83.1,9.25,1.3,1,13,5.6
4/12/2018 13:45,10.33,1919,-115.9,8.43,219.62,15.6,4.3,83.1,9.25,1.2,1,13,5.6
4/12/2018 14:00,10.29,1926,-115.9,8.43,204.45,14.8,4,83.1,9.26,1.2,1,13,5.6
4/12/2018 14:15,10.35,1926,-116,8.43,195.04,14.6,4,83.3,9.27,1.1,1,13,5.6
4/12/2018 14:30,10.32,1927,-115.9,8.43,194.12,15.4,4.2,83.2,9.27,1.1,1,13,5.6
4/12/2018 14:45,10.26,1927,-115.9,8.43,230.45,15.2,4.1,83.1,9.27,1.2,1,13,5.6
4/12/2018 15:00,10.21,1927,-116.2,8.43,258.21,15.2,4.1,83.2,9.29,1.3,1,13,5.6
4/12/2018 15:15,10.26,1925,-116,8.43,273.78,15.6,4.3,83.1,9.27,1.4,1,13,5.6
4/12/2018 15:30,10.25,1923,-116,8.43,293.09,15.8,4.3,83.1,9.27,1.4,1,13,5.1
4/12/2018 15:45,10.19,1925,-116.1,8.43,308.23,15.9,4.3,83.1,9.28,1.5,1,13,5.3
4/12/2018 16:00,10.14,1926,-116,8.43,324.25,15.8,4.3,83.1,9.29,1.5,1,13,5.6
4/12/2018 16:15,10.12,1925,-116.1,8.43,356.59,15.9,4.4,83.1,9.3,1.7,1,13,5.6
4/12/2018 16:30,10.12,1924,-116.1,8.43,369.6,16.3,4.5,83.1,9.3,1.7,1,13,5.6
4/12/2018 16:45,10.09,1925,-116.1,8.43,379.71,16.4,4.5,83.1,9.31,1.7,1,13,5.6
4/12/2018 17:00,10.09,1925,-116.2,8.44,378.82,16.5,4.5,83.1,9.31,1.7,1,13,5.6
4/12/2018 17:15,10.08,1925,-116.2,8.44,378.31,16.3,4.4,83.2,9.31,1.7,1,13,5.6
4/12/2018 17:30,10.04,1927,-116.2,8.44,385.11,16.2,4.4,83.2,9.32,1.7,1,14,5.6
4/12/2018 17:45,10.02,1926,-116.2,8.44,381.03,16.2,4.4,83.2,9.32,1.7,1,13,5.6
4/12/2018 18:00,10.04,1924,-116.3,8.44,374.17,16.5,4.5,83.2,9.32,1.7,1,13,5.6
4/12/2018 18:15,10.04,1922,-116.3,8.44,373.4,16.7,4.6,83.2,9.32,1.7,1,13,5.6
4/12/2018 18:30,10,1924,-116.4,8.44,378.24,16.6,4.5,83.1,9.32,1.7,1,13,5.6
4/12/2018 18:45,10.01,1921,-116.4,8.44,371.8,16.5,4.5,83.1,9.32,1.7,1,13,5.6
4/12/2018 19:00,10.01,1916,-116.5,8.44,368.44,16.9,4.6,83.1,9.32,1.7,1,13,5.6
4/12/2018 19:15,9.93,1923,-116.4,8.44,344,16.5,4.5,83,9.33,1.6,1,13,5.6
4/12/2018 19:30,9.88,1923,-116.4,8.44,330.39,16.3,4.5,83,9.33,1.6,1,13,5.6
4/12/2018 19:45,9.92,1914,-116.6,8.45,343.95,17,4.6,83,9.33,1.6,1,13,5.6
4/12/2018 20:00,9.94,1874,-117.2,8.45,349.45,17.8,4.9,83.2,9.35,1.7,1,12,5.6
4/12/2018 20:15,9.9,1870,-117.2,8.46,365.2,18.1,4.9,83.2,9.36,1.7,1,12,5.6
4/12/2018 20:30,9.88,1865,-117.3,8.46,355.5,18.5,5.1,83.1,9.35,1.7,1,12,5.6
4/12/2018 20:45,9.93,1834,-117.3,8.46,345.56,18.9,5.2,82.8,9.31,1.7,1,12,5.6
4/12/2018 21:00,9.96,1824,-117.3,8.46,341.23,19.2,5.3,82.7,9.29,1.7,1,12,5.6
4/12/2018 21:15,9.91,1826,-117.4,8.46,323.29,18.9,5.2,82.6,9.29,1.7,1,12,5.6
4/12/2018 21:30,9.84,1832,-117.4,8.46,306.06,18.8,5.1,82.6,9.31,1.6,1,12,5.6
4/12/2018 21:45,9.8,1840,-117.3,8.46,306.73,18.7,5.1,82.8,9.33,1.6,1,12,5.6
4/12/2018 22:00,9.75,1839,-117.4,8.46,298.07,18.6,5.1,82.7,9.33,1.6,1,12,5.6
4/12/2018 22:15,9.78,1824,-117.3,8.46,293.57,18.8,5.1,82.5,9.3,1.6,1,12,5.6
4/12/2018 22:30,9.77,1820,-117.3,8.46,282.17,18.9,5.2,82.4,9.3,1.5,1,12,5.6
4/12/2018 22:45,9.78,1810,-117.2,8.46,279.5,19,5.2,82.2,9.28,1.5,1,12,5.6
4/12/2018 23:00,9.73,1812,-117.2,8.46,270.11,18.8,5.1,82.2,9.28,1.5,1,12,5.6
4/12/2018 23:15,9.7,1809,-117.3,8.46,259.01,18.9,5.2,82.1,9.28,1.5,1,12,5.6
4/12/2018 23:30,9.73,1795,-117.2,8.46,259.72,19.1,5.2,82,9.26,1.5,1,12,5.6
4/12/2018 23:45,9.69,1794,-117.2,8.46,249.68,19,5.2,82,9.27,1.4,1,12,5.6
4/13/2018 0:00,9.68,1793,-117.2,8.46,240.19,19.1,5.2,81.9,9.27,1.4,1,12,5.6
4/13/2018 0:15,9.67,1784,-117.2,8.46,232.65,19.3,5.3,81.9,9.26,1.4,1,12,5.6
4/13/2018 0:30,9.6,1802,-117.2,8.46,224.71,19,5.2,82,9.29,1.4,1,12,5.6
4/13/2018 0:45,9.58,1804,-117.2,8.46,220.23,19,5.2,82,9.3,1.3,1,12,5.6
4/13/2018 1:00,9.58,1800,-117.2,8.46,219.16,19,5.2,81.9,9.29,1.3,1,12,5.6
4/13/2018 1:15,9.53,1802,-117.3,8.46,209.92,18.7,5.1,82,9.3,1.3,1,12,5.6
4/13/2018 1:30,9.59,1775,-117,8.45,210.29,19.2,5.3,81.7,9.25,1.3,1,12,5.6
4/13/2018 1:45,9.52,1784,-117.1,8.46,195.08,18.9,5.2,81.8,9.29,1.2,1,12,5.6
4/13/2018 2:00,9.46,1777,-117,8.45,184.66,19.1,5.2,81.7,9.29,1.2,1,12,5.6
4/13/2018 2:15,9.39,1785,-117,8.45,193.79,18.8,5.1,81.7,9.3,1.3,1,12,5.6
4/13/2018 2:30,9.29,1816,-117.3,8.46,217.79,18.8,5.1,81.9,9.35,1.3,1,12,5.6
4/13/2018 2:45,9.24,1819,-117.3,8.46,223.04,18.8,5.1,82,9.37,1.4,1,12,5.6
4/13/2018 3:00,9.23,1817,-117.4,8.46,228.58,18.6,5.1,81.9,9.37,1.4,1,12,5.6
4/13/2018 3:15,9.16,1817,-117.4,8.46,236.42,19,5.2,82,9.39,1.4,1,12,5.6
4/13/2018 3:30,9.17,1813,-117.3,8.46,238.73,18.9,5.2,81.9,9.38,1.4,1,12,5.6
4/13/2018 3:45,9.09,1816,-117.3,8.46,242.15,18.8,5.1,81.9,9.4,1.5,1,12,5.6
4/13/2018 4:00,9,1818,-117.3,8.46,238.33,19.1,5.2,82,9.42,1.4,1,12,5.6
4/13/2018 4:15,8.97,1815,-117.3,8.46,244.44,18.8,5.1,82,9.43,1.4,1,12,5.6
4/13/2018 4:30,8.97,1809,-117.3,8.46,245.73,18.8,5.1,82,9.43,1.4,1,12,5.6
4/13/2018 4:45,8.93,1803,-117.3,8.46,262.59,18.8,5.1,81.9,9.43,1.5,1,12,5.6
4/13/2018 5:00,8.89,1799,-117.3,8.46,270.99,18.9,5.2,81.8,9.43,1.5,1,12,5.6
4/13/2018 5:15,8.85,1797,-117.3,8.46,274.81,19.2,5.3,81.7,9.43,1.6,1,12,5.6
4/13/2018 5:30,8.78,1795,-117.3,8.46,276.66,19.5,5.3,81.6,9.43,1.5,1,12,5.5
4/13/2018 5:45,8.72,1792,-117.3,8.46,283.32,19.3,5.3,81.6,9.44,1.6,1,12,5.6
4/13/2018 6:00,8.63,1787,-117.3,8.46,282.51,19.2,5.2,81.5,9.45,1.6,1,12,5.6
4/13/2018 6:15,8.63,1780,-117.2,8.46,279.48,19.3,5.3,81.4,9.44,1.6,1,12,5.6
4/13/2018 6:30,8.58,1772,-117.3,8.46,274,19.2,5.2,81.4,9.46,1.6,1,12,5.6
4/13/2018 6:45,8.56,1759,-117.3,8.46,269.57,19.2,5.3,81.3,9.45,1.6,1,12,5.5
4/13/2018 7:00,8.56,1750,-117.2,8.46,272.73,19.3,5.3,81.3,9.45,1.5,1,12,5.6
4/13/2018 7:15,8.56,1741,-117.2,8.46,264.81,19,5.2,81.3,9.44,1.5,1,12,5.6
4/13/2018 7:30,8.54,1735,-117.3,8.46,273.02,19.2,5.2,81.3,9.45,1.5,1,12,5.6
4/13/2018 7:45,8.52,1730,-117.3,8.46,248.92,18.8,5.1,81.3,9.45,1.5,1,12,4.5
4/13/2018 8:00,8.53,1723,-117.3,8.46,244.66,18.8,5.1,81.3,9.45,1.5,1,12,5.6
4/13/2018 8:15,8.52,1718,-117.3,8.46,265.91,19,5.2,81.3,9.45,1.4,1,12,5.6
4/13/2018 8:30,8.51,1714,-117.3,8.46,248.31,18.6,5.1,81.2,9.45,1.4,1,12,5.6
4/13/2018 8:45,8.51,1712,-117.4,8.47,228.14,18.6,5.1,81.3,9.46,1.4,1,13,5.6
4/13/2018 9:00,8.52,1706,-117.3,8.47,233.31,18.3,5,81.2,9.45,1.4,1,13,5.6
4/13/2018 9:15,8.54,1698,-117.3,8.46,233.39,18.3,5,81.2,9.44,1.4,1,13,5.6
4/13/2018 9:30,8.58,1694,-117.3,8.46,230.63,18.1,4.9,81.2,9.43,1.3,1,13,5.6
4/13/2018 9:45,8.61,1694,-117.3,8.46,224.51,18,4.9,81.2,9.42,1.3,1,13,5.6
4/13/2018 10:00,8.63,1694,-117.3,8.46,211.93,17.9,4.9,81.2,9.42,1.4,1,13,5.6
4/13/2018 10:15,8.64,1692,-117.3,8.46,215.33,18.2,5,81.3,9.43,1.4,1,13,5.6
4/13/2018 10:30,8.66,1702,-117.3,8.46,230.18,17.3,4.7,81.3,9.43,1.4,1,13,5.6
4/13/2018 10:45,8.66,1711,-117.3,8.46,240.17,18,4.9,81.4,9.44,1.4,1,13,5.6
4/13/2018 11:00,8.55,1836,-117.4,8.47,231.17,16.6,4.5,81.9,9.52,1.3,1,14,5.6
4/13/2018 11:15,8.64,1760,-117.4,8.47,254.03,17.2,4.7,81.7,9.48,1.5,1,14,5.6
4/13/2018 11:30,8.61,1859,-117.3,8.46,237.97,15.8,4.3,82.1,9.52,1.4,1,14,5.6
4/13/2018 11:45,8.6,1860,-117.5,8.47,253.23,16.4,4.5,82.3,9.54,1.4,1,13,5.6
4/13/2018 12:00,8.62,1878,-117.5,8.47,259.28,16.1,4.4,82.4,9.56,1.4,1,14,5.6
4/13/2018 12:15,8.67,1862,-117.5,8.47,263.42,16.5,4.5,82.6,9.57,1.5,1,14,5.6
4/13/2018 12:30,8.73,1803,-117.6,8.47,285.18,16.7,4.6,82.5,9.54,1.5,1,14,5.6
4/13/2018 12:45,8.73,1818,-117.7,8.47,298.17,17.1,4.7,82.7,9.56,1.5,1,14,5.5
4/13/2018 13:00,8.86,1811,-117.5,8.47,285.66,17.5,4.8,82.6,9.53,1.6,1,13,5.6
4/13/2018 13:15,8.81,1817,-117.5,8.47,306.87,18.1,4.9,82.6,9.53,1.6,1,14,5.6
4/13/2018 13:30,8.92,1808,-117.4,8.47,347.19,18.1,4.9,82.5,9.5,1.7,1,14,5.6
4/13/2018 13:45,9.16,1801,-117.6,8.47,336.55,18.1,4.9,82.5,9.45,1.7,1,13,5.6
4/13/2018 14:00,9.2,1803,-117.7,8.47,321.89,17.9,4.9,82.7,9.46,1.6,1,14,5.6
4/13/2018 14:15,9.12,1803,-117.8,8.47,335.9,18.1,4.9,82.8,9.48,1.7,1,14,5.6
4/13/2018 14:30,9.08,1804,-117.8,8.47,345.95,18.5,5.1,82.9,9.5,1.7,1,13,5.6
4/13/2018 14:45,9.14,1808,-117.8,8.47,362.21,18.6,5.1,82.7,9.47,1.8,1,13,5.6
4/13/2018 15:00,9.14,1810,-117.7,8.47,363.64,18.7,5.1,82.6,9.46,1.8,1,13,5.6
4/13/2018 15:15,9.1,1812,-117.6,8.47,337.54,18,4.9,82.6,9.47,1.7,1,13,5.6
4/13/2018 15:30,9.08,1812,-117.6,8.47,317.45,18,4.9,82.6,9.48,1.6,1,13,5.6
4/13/2018 15:45,9.08,1813,-117.7,8.47,260.07,17.3,4.7,82.8,9.5,1.5,1,14,5.6
4/13/2018 16:00,9.04,1813,-117.5,8.47,261,16.8,4.6,82.9,9.52,1.4,1,14,5.6
4/13/2018 16:15,9.02,1812,-117.5,8.47,265.09,17.2,4.7,82.9,9.52,1.5,1,13,5.6
4/13/2018 16:30,9.05,1812,-117.5,8.47,260.08,17.3,4.7,82.9,9.52,1.5,1,13,5.6
4/13/2018 16:45,9.09,1812,-117.6,8.47,253.17,17.1,4.7,83.1,9.53,1.4,1,13,5.6
4/13/2018 17:00,9.05,1811,-117.6,8.47,252.76,17,4.7,83.1,9.54,1.4,1,13,5.6
4/13/2018 17:15,9.02,1810,-117.6,8.47,259.13,17.4,4.7,83.2,9.55,1.4,1,13,5.6
4/13/2018 17:30,8.96,1810,-117.6,8.47,255.13,17.1,4.7,83.2,9.57,1.4,1,13,5.6
4/13/2018 17:45,8.93,1810,-117.6,8.47,265.09,17.3,4.7,83.2,9.58,1.5,1,13,5.6
4/13/2018 18:00,8.88,1810,-117.5,8.47,261.48,16.9,4.6,83.2,9.59,1.5,1,14,5.6
4/13/2018 18:15,8.88,1810,-117.5,8.47,255.18,17,4.6,83.3,9.61,1.5,1,14,5.6
4/13/2018 18:30,8.84,1811,-117.5,8.47,269.67,16.9,4.6,83.3,9.61,1.5,1,14,5.6
4/13/2018 18:45,8.85,1810,-117.5,8.47,267.84,17,4.7,83.3,9.61,1.5,1,14,5.6
4/13/2018 19:00,8.84,1810,-117.5,8.47,271.68,17.5,4.8,83.3,9.61,1.5,1,13,5.6
4/13/2018 19:15,8.81,1810,-117.5,8.47,272.06,16.9,4.6,83.3,9.61,1.5,1,14,5.6
4/13/2018 19:30,8.8,1811,-117.5,8.47,262.62,17.4,4.7,83.3,9.62,1.5,1,13,5.6
4/13/2018 19:45,8.76,1814,-117.6,8.47,270.78,17.1,4.7,83.2,9.62,1.5,1,13,5.6
4/13/2018 20:00,8.75,1818,-117.6,8.47,278.16,17.4,4.8,83.2,9.62,1.5,1,13,5.6
4/13/2018 20:15,8.71,1816,-117.5,8.47,275.44,17.4,4.8,83.2,9.63,1.5,1,12,5.6
4/13/2018 20:30,8.68,1817,-117.5,8.47,280.16,17.6,4.8,83.1,9.63,1.5,1,12,5.6
4/13/2018 20:45,8.65,1820,-117.5,8.47,276.49,17.3,4.7,83.1,9.64,1.4,1,12,5.6
4/13/2018 21:00,8.63,1825,-117.5,8.47,282.18,17.4,4.8,83.1,9.64,1.5,1,12,5.6
4/13/2018 21:15,8.59,1831,-117.6,8.47,272.29,17.6,4.8,83.2,9.66,1.5,1,12,5.6
4/13/2018 21:30,8.56,1842,-117.7,8.47,270.25,17.7,4.8,83.3,9.67,1.5,1,12,5.6
4/13/2018 21:45,8.51,1858,-117.8,8.47,262.36,17.2,4.7,83.5,9.71,1.5,1,12,5.6
4/13/2018 22:00,8.47,1869,-117.9,8.48,245.89,17,4.6,83.6,9.72,1.4,1,12,5.6
4/13/2018 22:15,8.45,1869,-117.9,8.48,233.84,17,4.6,83.4,9.71,1.3,1,12,5.6
4/13/2018 22:30,8.43,1874,-117.9,8.48,221.87,16.8,4.6,83.5,9.72,1.3,1,12,5.6
