Time America/Boise UTC-06:00,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU,Wiper Pos V,Cable Pwr V,Battery V
4/11/2018 12:00,10.39,1885,-87.7,8.45,47.62,10.8,2.7,84.9,9.44,0.6,1,12.26,6.4
4/11/2018 12:15,11.67,1887,-89.3,8.48,43.17,9.1,2.3,90.4,9.75,0.5,1,12.23,6.4
4/11/2018 12:30,11.42,1890,-89.4,8.48,43.86,9.4,2.3,90,9.78,0.6,1,12.28,6.4
4/11/2018 12:45,11.4,1887,-89.7,8.49,43.42,10.2,2.5,89.6,9.73,0.6,1,12.43,6.39
4/11/2018 13:00,11.08,1885,-89.8,8.49,44.26,10.7,2.7,88.4,9.67,0.6,1,12.26,6.4
4/11/2018 13:15,10.83,1886,-89.8,8.49,45.43,11.8,2.9,88,9.69,0.6,1,12.39,6.4
4/11/2018 13:30,10.74,1885,-90,8.49,45.68,12,3,87.8,9.68,0.6,1,12.34,6.4
4/11/2018 13:45,10.72,1884,-90.1,8.5,45.4,12.2,3,87.6,9.66,0.6,1,12.33,6.4
4/11/2018 14:00,10.97,1885,-90.5,8.5,45.23,12.4,3.1,88.5,9.71,0.6,1,12.35,6.4
4/11/2018 14:15,10.83,1882,-90.6,8.51,45.5,12.9,3.2,88.2,9.7,0.7,1,12.54,6.4
4/11/2018 14:30,10.82,1881,-90.8,8.51,44.61,13,3.2,88.2,9.71,0.6,1,12.51,6.4
4/11/2018 14:45,10.89,1881,-90.9,8.51,44.2,13,3.2,88.5,9.73,0.7,1,12.63,6.4
4/11/2018 15:00,10.84,1880,-90.9,8.51,43.62,13.4,3.3,88.3,9.72,0.7,1,12.63,6.4
4/11/2018 15:15,10.96,1879,-91,8.51,45,14.1,3.5,88.4,9.69,0.7,1,12.32,6.4
4/11/2018 15:30,11.19,1882,-91.8,8.53,44.2,12.1,3,91.3,9.97,0.6,1,12.53,6.4
4/11/2018 15:45,11.3,1882,-91.9,8.53,44.9,11.1,2.8,91,9.9,0.6,1,12.63,6.4
4/11/2018 16:00,10.84,1879,-91.3,8.52,43.65,13.7,3.4,88.5,9.74,0.7,1,12.54,6.4
4/11/2018 16:15,11.02,1877,-91.3,8.52,45.11,14,3.5,89.6,9.82,0.7,1,12.58,6.4
4/11/2018 16:30,11.12,1878,-92.1,8.53,44.93,13.6,3.4,91.2,9.96,0.6,1,12.7,6.4
4/11/2018 16:45,11.59,1892,-92.1,8.53,41.83,13.4,3.3,91.4,9.89,0.7,1,12.67,6.4
4/11/2018 17:00,11.08,1878,-92,8.53,44.56,11.9,3,90.6,9.92,0.6,1,12.66,6.4
4/11/2018 17:15,10.69,1884,-90.7,8.51,43.87,11.8,2.9,87.1,9.62,0.6,1,12.62,6.4
4/11/2018 17:30,12.07,1883,-91.7,8.52,42.64,10.2,2.5,91.3,9.77,0.5,1,12.59,6.4
4/11/2018 17:45,11.79,1883,-91.4,8.52,43.37,10.7,2.7,90.1,9.7,0.6,1,12.19,6.4
4/11/2018 18:00,11.52,1882,-91,8.51,44.28,10.9,2.7,88.9,9.63,0.6,1,12.12,6.4
4/11/2018 18:15,11.55,1881,-91.1,8.51,44.01,11,2.7,89.1,9.64,0.6,1,12,6.4
4/11/2018 18:30,11.44,1881,-90.9,8.51,45.04,11.1,2.8,88.6,9.62,0.5,1,11.95,6.4
4/11/2018 18:45,11.37,1880,-90.8,8.51,43.88,11.2,2.8,88.2,9.59,0.6,1,11.91,6.4
4/11/2018 19:00,11.34,1880,-90.8,8.51,46.18,11.1,2.8,88.1,9.58,0.6,1,11.85,6.4
4/11/2018 19:15,11.3,1880,-90.9,8.51,46.89,11.4,2.8,87.9,9.57,0.6,1,11.87,6.4
4/11/2018 19:30,11.27,1880,-90.8,8.51,47.6,11.5,2.9,87.6,9.54,0.6,1,11.84,6.4
4/11/2018 19:45,11.23,1879,-90.7,8.51,48.85,11.5,2.9,87.3,9.52,0.6,1,11.82,6.4
4/11/2018 20:00,11.23,1879,-90.7,8.51,50.29,11.9,3,87.2,9.51,0.6,1,11.78,6.4
4/11/2018 20:15,11.21,1879,-90.8,8.51,51.89,12.4,3.1,87.1,9.5,0.6,1,11.8,6.4
4/11/2018 20:30,11.15,1878,-90.8,8.51,51.96,12.8,3.2,86.9,9.49,0.6,1,11.77,6.4
4/11/2018 20:45,11.2,1878,-90.7,8.51,53.55,12.8,3.2,87,9.49,0.6,1,11.76,6.4
4/11/2018 21:00,11.15,1877,-90.9,8.51,54.16,12.9,3.2,87,9.5,0.7,1,11.75,6.4
4/11/2018 21:15,11.05,1876,-90.7,8.51,55.26,12.9,3.2,86.6,9.49,0.6,1,11.72,6.4
4/11/2018 21:30,11.1,1876,-90.8,8.51,55.59,13.1,3.2,86.8,9.49,0.6,1,11.75,6.4
4/11/2018 21:45,11.07,1876,-90.8,8.51,55.04,13.1,3.3,86.6,9.48,0.6,1,11.73,6.4
4/11/2018 22:00,11.05,1876,-90.8,8.51,53.15,13,3.2,86.5,9.47,0.7,1,11.7,6.4
4/11/2018 22:15,11.05,1876,-90.8,8.51,57.86,13,3.2,86.5,9.47,0.7,1,11.73,6.4
4/11/2018 22:30,11.06,1877,-90.8,8.51,56.57,12.8,3.2,86.5,9.46,0.7,1,11.71,6.4
4/11/2018 22:45,11.06,1877,-90.7,8.51,56.38,13,3.2,86.4,9.45,0.7,1,11.71,6.4
4/11/2018 23:00,11.04,1877,-90.8,8.51,56.73,13.2,3.3,86.3,9.45,0.6,1,11.68,6.4
4/11/2018 23:15,11.02,1877,-90.7,8.51,55.63,13.1,3.3,86.2,9.44,0.6,1,11.68,6.4
4/11/2018 23:30,11.04,1877,-90.7,8.51,56.38,12.8,3.2,86.2,9.44,0.7,1,11.65,6.4
4/11/2018 23:45,11.02,1877,-90.8,8.51,59.31,13.5,3.4,86.2,9.44,0.7,1,11.68,6.4
4/12/2018 0:00,11.01,1877,-90.7,8.51,56.07,13.6,3.4,86.1,9.44,0.7,1,11.67,6.4
4/12/2018 0:15,10.98,1877,-90.7,8.51,49.98,13.6,3.4,86,9.43,0.7,1,11.66,6.4
4/12/2018 0:30,10.98,1877,-90.7,8.51,54.88,13.6,3.4,86,9.43,0.7,1,11.64,6.4
4/12/2018 0:45,10.97,1877,-90.8,8.51,53.88,13.3,3.3,86,9.43,0.7,1,11.65,6.4
4/12/2018 1:00,10.96,1877,-90.7,8.51,53.26,15.2,3.8,86,9.44,0.7,1,11.61,6.4
4/12/2018 1:15,10.97,1877,-90.8,8.51,52.81,14.2,3.5,85.9,9.43,0.7,1,11.64,6.4
4/12/2018 1:30,10.96,1878,-90.7,8.51,52.24,14.1,3.5,85.9,9.43,0.7,1,11.62,6.4
4/12/2018 1:45,10.95,1878,-90.7,8.51,52.37,13.6,3.4,85.8,9.42,0.7,1,11.62,6.4
4/12/2018 2:00,10.95,1878,-90.7,8.51,53.21,13.4,3.3,85.8,9.41,0.7,1,11.59,6.4
4/12/2018 2:15,10.93,1878,-90.7,8.51,52.24,14,3.5,85.7,9.41,0.6,1,11.59,6.4
4/12/2018 2:30,10.94,1878,-90.7,8.51,53.57,12.9,3.2,85.7,9.41,0.6,1,11.61,6.4
4/12/2018 2:45,10.95,1878,-90.7,8.51,53.25,12.7,3.2,85.7,9.4,0.6,1,11.6,6.4
4/12/2018 3:00,10.95,1878,-90.7,8.51,52.94,12.9,3.2,85.6,9.4,0.6,1,11.56,6.4
4/12/2018 3:15,10.93,1878,-90.7,8.51,53.2,13,3.2,85.5,9.39,0.6,1,11.54,6.4
4/12/2018 3:30,10.93,1878,-90.6,8.51,52.97,12.9,3.2,85.5,9.39,0.6,1,11.52,6.4
4/12/2018 3:45,10.93,1877,-90.6,8.51,52.76,13,3.2,85.5,9.38,0.6,1,11.57,6.4
4/12/2018 4:00,10.91,1877,-90.6,8.51,54.05,12.9,3.2,85.4,9.38,0.6,1,11.57,6.4
4/12/2018 4:15,10.88,1876,-90.6,8.51,54.87,12.9,3.2,85.3,9.38,0.6,1,11.56,6.4
4/12/2018 4:30,10.89,1876,-90.7,8.51,75.21,13.2,3.3,85.4,9.38,0.7,1,11.53,6.4
4/12/2018 4:45,10.87,1876,-90.7,8.51,90.74,13.1,3.3,85.3,9.38,0.7,1,11.54,6.4
4/12/2018 5:00,10.85,1875,-90.7,8.51,98.83,13.4,3.3,85.3,9.38,0.8,1,11.49,6.4
4/12/2018 5:15,10.83,1874,-90.7,8.51,115.5,13.2,3.3,85.3,9.38,0.8,1,11.53,6.4
4/12/2018 5:30,10.82,1874,-90.7,8.51,125.01,13.6,3.4,85.2,9.38,0.8,1,11.5,6.4
4/12/2018 5:45,10.81,1874,-90.7,8.51,124.9,13.6,3.4,85.1,9.37,0.9,1,11.52,6.4
4/12/2018 6:00,10.79,1875,-90.6,8.51,131.82,13.5,3.4,85,9.36,0.8,1,11.49,6.4
4/12/2018 6:15,10.78,1875,-90.5,8.5,156.54,13.4,3.3,84.8,9.34,0.9,1,11.49,6.4
4/12/2018 6:30,10.76,1878,-90.5,8.5,157.36,13.4,3.3,84.6,9.32,0.9,1,11.51,6.4
4/12/2018 6:45,10.73,1879,-90.3,8.5,194.23,13.5,3.3,84.4,9.31,1,1,11.5,6.4
4/12/2018 7:00,10.71,1879,-90.2,8.5,205.49,13.3,3.3,84.2,9.29,1,1,11.46,6.4
4/12/2018 7:15,10.69,1882,-90.3,8.5,284.71,13,3.2,84,9.28,1.2,1,11.5,6.4
4/12/2018 7:30,10.69,1886,-90.4,8.5,397,13.6,3.4,84,9.28,1.4,1,11.51,6.4
4/12/2018 7:45,10.68,1889,-90.4,8.5,416.51,13.8,3.4,84,9.28,1.5,1,11.74,6.4
4/12/2018 8:00,10.65,1893,-90.5,8.5,455.3,14.1,3.5,84,9.28,1.5,1,11.51,6.39
4/12/2018 8:15,10.62,1896,-90.6,8.51,482.13,14.1,3.5,84,9.29,1.6,1,11.54,6.4
4/12/2018 8:30,10.59,1897,-90.6,8.51,512.88,14.3,3.6,83.9,9.28,1.7,1,11.55,6.4
4/12/2018 8:45,10.54,1899,-90.7,8.51,502.5,14.2,3.5,83.8,9.28,1.7,1,11.51,6.4
4/12/2018 9:00,10.52,1900,-90.7,8.51,521.16,14.4,3.6,83.7,9.28,1.7,1,11.5,6.4
4/12/2018 9:15,10.49,1900,-90.8,8.51,544.44,14.8,3.7,83.7,9.28,1.7,1,11.5,6.4
4/12/2018 9:30,10.45,1899,-90.7,8.51,542.68,14.6,3.6,83.6,9.28,1.7,1,11.52,6.4
4/12/2018 9:45,10.4,1892,-90.5,8.51,493.02,14.7,3.7,83.5,9.28,1.7,1,11.55,6.4
4/12/2018 10:00,10.34,1887,-90.3,8.5,462.22,14.3,3.6,83.4,9.28,1.6,1,11.54,6.4
4/12/2018 10:15,10.32,1884,-90.2,8.5,462.03,14.1,3.5,83.3,9.28,1.6,1,11.51,6.4
4/12/2018 10:30,10.27,1883,-90.2,8.5,415.25,13.8,3.4,83.3,9.29,1.5,1,11.5,6.4
4/12/2018 10:45,10.23,1882,-90.2,8.5,385.8,14,3.5,83.3,9.3,1.4,1,11.58,6.4
4/12/2018 11:00,10.22,1883,-90.2,8.5,333.02,13.7,3.4,83.3,9.3,1.3,1,11.51,6.4
4/12/2018 11:15,10.19,1884,-90.3,8.5,278.62,13.6,3.4,83.4,9.31,1.2,1,11.55,6.4
4/12/2018 11:30,10.2,1884,-90.4,8.51,261.88,13.2,3.3,83.3,9.31,1.1,1,11.79,6.4
4/12/2018 11:45,10.19,1884,-90.4,8.51,247.9,13.4,3.3,83.3,9.3,1.1,1,11.75,6.4
4/12/2018 12:00,10.18,1884,-90.4,8.51,243.71,13.4,3.3,83.3,9.31,1.1,1,11.73,6.4
4/12/2018 12:15,10.17,1883,-90.4,8.51,255.2,13.5,3.4,83.3,9.31,1.1,1,11.72,6.4
4/12/2018 12:30,10.16,1883,-90.4,8.51,251.49,13.2,3.3,83.2,9.3,1.1,1,11.73,6.4
4/12/2018 12:45,10.16,1884,-90.3,8.5,251.67,13.3,3.3,83.2,9.3,1.1,1,11.8,6.4
4/12/2018 13:00,10.16,1884,-90.3,8.5,249.64,13.3,3.3,83.3,9.31,1.1,1,12.12,6.4
4/12/2018 13:15,10.16,1884,-90.3,8.5,239.63,13.3,3.3,83.3,9.31,1.1,1,12.12,6.4
4/12/2018 13:30,10.15,1884,-90.3,8.5,235.78,13.5,3.4,83.3,9.31,1.1,1,12.12,6.4
4/12/2018 13:45,10.15,1884,-90.4,8.51,221.39,13.4,3.3,83.4,9.32,1,1,12.28,6.4
4/12/2018 14:00,10.19,1884,-90.4,8.51,205.83,13.5,3.4,83.6,9.33,1,1,12.47,6.4
4/12/2018 14:15,10.2,1885,-90.4,8.51,201.27,13.3,3.3,83.6,9.33,1,1,12.24,6.4
4/12/2018 14:30,10.16,1885,-90.5,8.51,242.39,13.6,3.4,83.4,9.33,1.1,1,12,6.4
4/12/2018 14:45,10.14,1885,-90.6,8.51,254.07,13.8,3.4,83.4,9.33,1.1,1,12.2,6.4
4/12/2018 15:00,10.13,1884,-90.4,8.51,260.52,13.8,3.4,83.4,9.33,1.2,1,12.13,6.4
4/12/2018 15:15,10.12,1883,-90.5,8.51,280.78,13.7,3.4,83.4,9.33,1.2,1,12.5,6.4
4/12/2018 15:30,10.15,1884,-90.5,8.51,283.88,13.7,3.4,83.5,9.33,1.2,1,12.5,6.4
4/12/2018 15:45,10.15,1885,-90.4,8.51,335.21,13.8,3.4,83.5,9.33,1.3,1,12.12,6.4
4/12/2018 16:00,10.14,1885,-90.5,8.51,341.27,13.7,3.4,83.5,9.34,1.3,1,12.28,6.4
4/12/2018 16:15,10.14,1886,-90.6,8.51,350.07,13.8,3.4,83.5,9.34,1.3,1,12.4,6.4
4/12/2018 16:30,10.13,1887,-90.6,8.51,353.63,13.7,3.4,83.6,9.35,1.3,1,12.48,6.4
4/12/2018 16:45,10.14,1888,-90.7,8.51,367.22,13.8,3.4,83.6,9.35,1.4,1,12.5,6.4
4/12/2018 17:00,10.11,1888,-90.6,8.51,373.33,13.9,3.5,83.6,9.36,1.4,1,12.39,6.4
4/12/2018 17:15,10.08,1887,-90.5,8.51,375.8,14.1,3.5,83.6,9.36,1.4,1,12.17,6.4
4/12/2018 17:30,10.05,1885,-90.6,8.51,367.86,14.3,3.6,83.6,9.36,1.4,1,12.65,6.4
4/12/2018 17:45,10.02,1884,-90.5,8.51,376.64,14.1,3.5,83.5,9.37,1.4,1,12.12,6.4
4/12/2018 18:00,9.99,1885,-90.6,8.51,364.71,14.5,3.6,83.5,9.37,1.4,1,11.97,6.4
4/12/2018 18:15,9.99,1885,-90.7,8.51,375.95,14.5,3.6,83.5,9.37,1.4,1,11.94,6.4
4/12/2018 18:30,9.97,1884,-90.7,8.51,366.23,14.5,3.6,83.5,9.38,1.4,1,11.88,6.4
4/12/2018 18:45,9.93,1885,-90.7,8.51,353.21,14.4,3.6,83.4,9.37,1.4,1,11.89,6.4
4/12/2018 19:00,9.91,1885,-90.8,8.51,348.86,14.5,3.6,83.3,9.37,1.3,1,12.12,6.4
4/12/2018 19:15,9.88,1885,-90.7,8.51,341.83,14.5,3.6,83.3,9.38,1.3,1,11.94,6.4
4/12/2018 19:30,9.83,1886,-90.7,8.51,371.12,14.6,3.6,83.3,9.38,1.4,1,11.84,6.4
4/12/2018 19:45,9.78,1885,-90.6,8.51,413.02,14.7,3.7,83.2,9.38,1.5,1,11.79,6.4
4/12/2018 20:00,9.74,1885,-90.7,8.51,404.04,14.4,3.6,83.2,9.39,1.4,1,11.69,6.41
4/12/2018 20:15,9.73,1885,-90.7,8.51,384.25,14.7,3.7,83.1,9.39,1.4,1,11.73,6.4
4/12/2018 20:30,9.67,1886,-90.7,8.51,343.57,14.8,3.7,83.2,9.4,1.3,1,11.72,6.4
4/12/2018 20:45,9.66,1887,-90.6,8.51,322.89,15.1,3.8,83.1,9.4,1.3,1,11.69,6.4
4/12/2018 21:00,9.63,1886,-90.7,8.51,314.36,16.1,4,83.2,9.41,1.3,1,11.71,6.4
4/12/2018 21:15,9.59,1885,-90.7,8.51,319.33,14.8,3.7,83.1,9.42,1.3,1,11.65,6.4
4/12/2018 21:30,9.55,1885,-90.8,8.52,320.82,15.1,3.8,83,9.42,1.3,1,11.68,6.4
4/12/2018 21:45,9.53,1885,-90.8,8.52,315.21,15,3.7,83.1,9.43,1.3,1,11.66,6.4
4/12/2018 22:00,9.5,1885,-90.7,8.52,307.36,15.1,3.8,83,9.43,1.3,1,11.63,6.4
4/12/2018 22:15,9.46,1886,-90.8,8.52,302.06,14.7,3.7,83,9.43,1.3,1,11.64,6.4
4/12/2018 22:30,9.42,1887,-90.8,8.52,293.51,14.8,3.7,82.9,9.43,1.3,1,11.64,6.4
4/12/2018 22:45,9.39,1886,-90.8,8.52,279.71,14.7,3.6,82.9,9.43,1.2,1,11.62,6.4
4/12/2018 23:00,9.37,1884,-90.8,8.52,274.93,15,3.7,82.8,9.43,1.2,1,11.58,6.4
4/12/2018 23:15,9.36,1886,-90.8,8.52,273.41,14.8,3.7,82.8,9.43,1.2,1,11.59,6.4
4/12/2018 23:30,9.31,1888,-90.9,8.52,258.56,14.7,3.7,82.7,9.43,1.2,1,11.59,6.4
4/12/2018 23:45,9.3,1888,-90.9,8.52,258.24,15.1,3.8,82.6,9.43,1.2,1,11.57,6.4
4/13/2018 0:00,9.29,1889,-91,8.52,264.41,14.8,3.7,82.6,9.42,1.2,1,11.53,6.4
4/13/2018 0:15,9.24,1892,-90.9,8.52,272.63,15.1,3.8,82.5,9.42,1.2,1,11.55,6.4
4/13/2018 0:30,9.21,1893,-91,8.52,289.83,15.1,3.8,82.5,9.43,1.3,1,11.53,6.4
4/13/2018 0:45,9.17,1894,-90.9,8.52,303.12,14.7,3.7,82.5,9.44,1.3,1,11.52,6.4
4/13/2018 1:00,9.13,1895,-91,8.52,292.64,15.1,3.7,82.5,9.45,1.2,1,11.48,6.4
4/13/2018 1:15,9.12,1894,-91,8.52,292.22,15.1,3.8,82.5,9.45,1.2,1,11.5,6.4
4/13/2018 1:30,9.08,1894,-91,8.52,290.3,15,3.7,82.5,9.46,1.2,1,11.44,6.4
4/13/2018 1:45,9.06,1895,-91,8.52,302.06,15.1,3.8,82.5,9.46,1.3,1,11.48,6.4
4/13/2018 2:00,9.02,1895,-91,8.52,298.85,15,3.7,82.5,9.48,1.3,1,11.43,6.4
4/13/2018 2:15,8.98,1896,-91,8.52,305.49,15.2,3.8,82.5,9.48,1.3,1,11.46,6.4
4/13/2018 2:30,8.96,1897,-91,8.52,308.99,15,3.7,82.5,9.49,1.3,1,11.44,6.4
4/13/2018 2:45,8.93,1898,-91,8.52,306.07,15.2,3.8,82.5,9.49,1.3,1,11.43,6.4
4/13/2018 3:00,8.91,1898,-91.1,8.52,299.22,15.1,3.8,82.5,9.5,1.3,1,11.42,6.4
4/13/2018 3:15,8.87,1899,-91.1,8.53,293.44,15.1,3.7,82.5,9.5,1.3,1,11.42,6.4
4/13/2018 3:30,8.84,1899,-91.2,8.53,285.58,15.1,3.8,82.4,9.51,1.3,1,11.44,6.4
4/13/2018 3:45,8.78,1898,-91.2,8.53,281.79,14.9,3.7,82.3,9.51,1.2,1,11.44,6.4
4/13/2018 4:00,8.73,1898,-91.2,8.53,278.55,15.1,3.8,82.2,9.51,1.2,1,11.42,6.4
4/13/2018 4:15,8.68,1898,-91.3,8.53,277.67,15,3.7,82.1,9.51,1.3,1,11.42,6.4
4/13/2018 4:30,8.61,1898,-91.3,8.53,276.7,15,3.7,82,9.5,1.2,1,11.43,6.4
4/13/2018 4:45,8.56,1898,-91.3,8.53,286.7,15.1,3.8,81.9,9.51,1.3,1,11.43,6.4
4/13/2018 5:00,8.52,1899,-91.3,8.53,290.52,15.1,3.8,82,9.53,1.3,1,11.38,6.4
4/13/2018 5:15,8.49,1899,-91.3,8.53,296.16,15.1,3.8,82,9.53,1.3,1,11.43,6.4
4/13/2018 5:30,8.45,1899,-91.3,8.53,297.97,15,3.7,82,9.55,1.3,1,11.42,6.4
4/13/2018 5:45,8.41,1897,-91.3,8.53,304.78,15.1,3.8,82,9.56,1.3,1,11.42,6.4
4/13/2018 6:00,8.37,1897,-91.3,8.53,312.35,15.4,3.8,82,9.57,1.4,1,11.38,6.4
4/13/2018 6:15,8.34,1897,-91.3,8.53,324.2,15.2,3.8,82,9.57,1.3,1,11.42,6.41
4/13/2018 6:30,8.31,1897,-91.3,8.53,317.85,15,3.7,82.1,9.59,1.3,1,11.37,6.4
4/13/2018 6:45,8.28,1898,-91.4,8.53,315.08,15.6,3.9,82,9.59,1.4,1,11.41,6.4
4/13/2018 7:00,8.25,1897,-91.3,8.53,304.68,15.2,3.8,82.1,9.6,1.3,1,11.38,6.4
4/13/2018 7:15,8.22,1896,-91.4,8.53,294.31,15.1,3.8,82.1,9.61,1.3,1,11.39,6.4
4/13/2018 7:30,8.22,1896,-91.4,8.53,290.84,14.9,3.7,82.1,9.61,1.3,1,11.49,6.4
4/13/2018 7:45,8.21,1896,-91.4,8.53,281.73,15.3,3.8,82,9.61,1.3,1,11.53,6.4
4/13/2018 8:00,8.19,1895,-91.4,8.54,262.59,14.7,3.7,82.1,9.62,1.2,1,12.23,6.4
4/13/2018 8:15,8.18,1895,-91.4,8.54,246.94,15,3.7,82.2,9.63,1.2,1,11.76,6.4
4/13/2018 8:30,8.18,1895,-91.4,8.54,245.51,15.1,3.8,82.1,9.62,1.2,1,11.67,6.4
4/13/2018 8:45,8.16,1896,-91.4,8.54,238.9,14.5,3.6,82.2,9.64,1.2,1,11.94,6.4
4/13/2018 9:00,8.15,1896,-91.5,8.54,237.46,14.9,3.7,82.2,9.64,1.1,1,11.8,6.4
4/13/2018 9:15,8.12,1897,-91.6,8.54,233.13,14.6,3.6,82.2,9.65,1.2,1,11.75,6.4
4/13/2018 9:30,8.11,1898,-91.5,8.54,236.46,14.7,3.6,82.3,9.66,1.1,1,12.45,6.4
4/13/2018 9:45,8.1,1898,-91.6,8.54,239.57,14.6,3.6,82.4,9.67,1.2,1,12,6.4
4/13/2018 10:00,8.08,1898,-91.6,8.54,243.48,14.5,3.6,82.4,9.68,1.2,1,12.17,6.4
4/13/2018 10:15,8.09,1899,-91.6,8.54,250.85,14.3,3.6,82.4,9.68,1.2,1,12.23,6.4
4/13/2018 10:30,8.1,1900,-91.7,8.54,252.93,14.6,3.6,82.5,9.69,1.2,1,12.12,6.4
4/13/2018 10:45,8.07,1901,-91.7,8.54,256,14.2,3.5,82.6,9.71,1.2,1,12.15,6.4
4/13/2018 11:00,8.07,1901,-91.6,8.54,259.72,14.2,3.5,82.6,9.7,1.2,1,12.16,6.4
4/13/2018 11:15,8.05,1901,-91.6,8.54,257.81,14.1,3.5,82.7,9.72,1.2,1,12.12,6.4
4/13/2018 11:30,8.04,1900,-91.6,8.54,258.49,14.1,3.5,82.7,9.72,1.2,1,12.13,6.4
4/13/2018 11:45,8.03,1900,-91.7,8.54,265.98,14.5,3.6,82.7,9.72,1.2,1,12.13,6.39
4/13/2018 12:00,8.03,1900,-91.7,8.54,266.21,14.1,3.5,82.8,9.73,1.2,1,12.2,6.4
4/13/2018 12:15,8.04,1900,-91.7,8.54,269.53,14.5,3.6,82.8,9.74,1.2,1,12.7,6.39
4/13/2018 12:30,8.07,1900,-91.7,8.54,277.98,14.1,3.5,83,9.75,1.2,1,12.77,6.4
4/13/2018 12:45,8.11,1900,-91.7,8.54,281.13,14.2,3.5,83.2,9.76,1.3,1,12.77,6.4
4/13/2018 13:00,8.12,1900,-91.7,8.54,288.74,14.5,3.6,83.2,9.77,1.3,1,12.27,6.4
4/13/2018 13:15,8.11,1900,-91.8,8.54,292.33,14.7,3.6,83.3,9.78,1.3,1,12.26,6.4
4/13/2018 13:30,8.1,1899,-91.7,8.54,289.98,14.5,3.6,83.4,9.79,1.3,1,12.29,6.4
4/13/2018 13:45,8.09,1899,-91.6,8.54,297.53,14.7,3.7,83.3,9.79,1.3,1,12.28,6.4
4/13/2018 14:00,8.09,1899,-91.7,8.54,301.07,14.6,3.6,83.4,9.8,1.3,1,12.33,6.4
4/13/2018 14:15,8.08,1899,-91.8,8.54,310.53,14.8,3.7,83.5,9.81,1.4,1,12.32,6.4
4/13/2018 14:30,8.09,1899,-91.7,8.54,315.33,14.8,3.7,83.5,9.81,1.4,1,12.38,6.4
4/13/2018 14:45,8.1,1899,-91.6,8.54,319.5,14.8,3.7,83.6,9.81,1.4,1,12.31,6.4
4/13/2018 15:00,8.1,1899,-91.7,8.54,312.61,14,3.5,83.7,9.82,1.4,1,12.31,6.4
4/13/2018 15:15,8.13,1898,-91.7,8.54,304.21,15,3.7,83.8,9.83,1.3,1,12.41,6.41
4/13/2018 15:30,8.11,1898,-91.8,8.54,297.02,15.2,3.8,83.8,9.83,1.3,1,12.27,6.4
4/13/2018 15:45,8.11,1898,-91.7,8.54,271.95,15,3.7,83.8,9.83,1.3,1,12.32,6.4
4/13/2018 16:00,8.11,1898,-91.6,8.54,258.99,14.4,3.6,83.8,9.84,1.2,1,12.84,6.39
4/13/2018 16:15,8.11,1897,-91.7,8.54,252.74,14.6,3.6,83.8,9.84,1.2,1,12.36,6.4
4/13/2018 16:30,8.14,1896,-91.7,8.54,247.56,14.6,3.6,83.9,9.84,1.2,1,12.58,6.4
4/13/2018 16:45,8.13,1896,-91.7,8.54,248.24,15,3.7,83.9,9.84,1.2,1,12.18,6.4
4/13/2018 17:00,8.12,1896,-91.8,8.54,247.46,15.3,3.8,83.9,9.84,1.2,1,12.19,6.4
4/13/2018 17:15,8.11,1897,-91.8,8.54,237.09,15.1,3.8,83.9,9.85,1.2,1,12.12,6.4
4/13/2018 17:30,8.1,1896,-91.8,8.54,223.78,14.5,3.6,83.9,9.85,1.2,1,12.12,6.4
4/13/2018 17:45,8.11,1897,-91.9,8.54,231.08,14.7,3.7,84,9.86,1.2,1,12.88,6.4
4/13/2018 18:00,8.11,1897,-91.8,8.54,232.31,15,3.7,84,9.86,1.1,1,12.85,6.4
4/13/2018 18:15,8.1,1896,-91.9,8.54,226.42,14.9,3.7,84.1,9.87,1.1,1,12.59,6.4
4/13/2018 18:30,8.08,1897,-91.9,8.54,226.19,15.1,3.8,84.1,9.88,1.2,1,12.22,6.4
4/13/2018 18:45,8.07,1895,-91.8,8.54,227.84,15,3.7,84,9.87,1.1,1,12.12,6.4
4/13/2018 19:00,8.05,1894,-91.9,8.54,225.45,15.1,3.8,84,9.88,1.2,1,12.26,6.4
4/13/2018 19:15,8.04,1891,-91.8,8.54,226.55,15.2,3.8,84,9.88,1.2,1,12.41,6.4
4/13/2018 19:30,8.02,1891,-91.9,8.54,225.12,15.1,3.8,84,9.88,1.2,1,12.21,6.4
4/13/2018 19:45,8,1890,-91.9,8.54,227.29,15.4,3.8,83.9,9.88,1.2,1,11.94,6.4
4/13/2018 20:00,7.97,1889,-91.9,8.55,224.14,15.1,3.8,83.8,9.87,1.2,1,11.78,6.4
4/13/2018 20:15,7.96,1888,-91.8,8.54,220.47,15.3,3.8,83.8,9.88,1.2,1,11.79,6.4
4/13/2018 20:30,7.92,1885,-91.8,8.54,213.84,15.7,3.9,83.8,9.88,1.1,1,11.78,6.4
4/13/2018 20:45,7.91,1881,-91.8,8.54,210.97,15.5,3.9,83.7,9.88,1.1,1,11.74,6.41
4/13/2018 21:00,7.91,1878,-91.9,8.55,207.81,16.1,4,83.7,9.88,1.2,1,11.76,6.4
4/13/2018 21:15,7.87,1877,-91.8,8.54,192.69,15.8,3.9,83.7,9.88,1.1,1,11.75,6.4
