Time America/Boise UTC-06:00,Temperature C,Sp Cond uS/cm,pH mV,pH,Turbidity NTU,Chlorophyll ug/L,Chlorophyll RFU,ODOSat %,ODO mg/L,BGA-Phycocyanin RFU,Wiper Pos V,Cable Pwr V,Battery V,FDOM RFU
5/4/2018 19:45,15.88,1803,-171.6,8.68,31.12,16.8,4.5,94.7,9.32,0.6,1,13,5.3,1.6
5/4/2018 20:00,15.93,1807,-171.3,8.67,30.21,17.8,4.8,95.4,9.38,0.6,1,12,5.3,1.7
5/4/2018 20:15,16.59,1804,-173.7,8.71,27.55,16.6,4.5,97.5,9.45,0.6,1,12,5.3,1.7
5/4/2018 20:30,16.39,1803,-172.7,8.7,26.8,17.4,4.7,97,9.44,0.7,1,12,5.3,1.7
5/4/2018 20:45,16.34,1813,-171.8,8.68,28.67,21.1,5.7,96.9,9.44,0.7,1,12,5.3,1.7
5/4/2018 21:00,16.52,1810,-173.7,8.72,27.74,20.2,5.4,97.4,9.46,0.6,1,12,5.3,1.7
5/4/2018 21:15,17.22,1789,-174.7,8.73,24.58,15.7,4.2,97.7,9.35,0.6,1,12,5.3,1.7
5/4/2018 21:30,17.17,1770,-174.9,8.73,23.71,21.3,5.7,97.2,9.32,0.5,1,12,5.3,1.8
5/4/2018 21:45,17.34,1765,-173.7,8.71,22.9,17,4.5,96.9,9.25,0.5,1,12,5.3,1.8
5/4/2018 22:00,17.53,1789,-174.7,8.73,20.96,14.8,4,97,9.22,0.5,1,12,5.3,1.7
5/4/2018 22:15,17.46,1786,-174.3,8.72,20.35,13,3.5,96.9,9.23,0.4,1,12,5.3,1.7
5/4/2018 22:30,17.47,1780,-174.1,8.72,21.18,12.6,3.4,96.6,9.19,0.4,1,12,5.3,1.7
5/4/2018 22:45,17.57,1779,-174.5,8.73,20.44,12.7,3.4,96.4,9.16,0.3,1,12,5.3,1.8
5/4/2018 23:00,17.63,1781,-174.8,8.73,20.01,12.4,3.3,96.3,9.14,0.3,1,12,5.3,1.8
5/4/2018 23:15,17.73,1782,-174.9,8.73,19.63,12.1,3.2,96,9.09,0.3,1,12,5.3,1.8
5/4/2018 23:30,17.76,1780,-175,8.73,19.56,12.1,3.2,95.9,9.08,0.4,1,12,5.3,1.8
5/4/2018 23:45,17.81,1782,-175.2,8.74,19.38,12.4,3.3,95.9,9.07,0.4,1,12,5.3,1.8
5/5/2018 0:00,17.85,1788,-175.3,8.74,19.17,12.2,3.3,95.8,9.05,0.4,1,12,5.3,1.8
5/5/2018 0:15,17.9,1790,-175.4,8.74,19.64,12.4,3.3,95.7,9.03,0.4,1,12,5.3,1.8
5/5/2018 0:30,17.92,1789,-175.6,8.74,19.08,12.6,3.4,95.7,9.02,0.4,1,12,5.3,1.8
5/5/2018 0:45,17.93,1787,-175.6,8.74,18.85,12.2,3.3,95.7,9.02,0.4,1,12,5.3,1.9
5/5/2018 1:00,17.86,1784,-175.6,8.74,18.3,12.2,3.3,95.5,9.02,0.4,1,12,5.3,1.9
5/5/2018 1:15,17.83,1780,-175.5,8.74,18.51,12.4,3.3,95.5,9.02,0.4,1,12,5.3,1.9
5/5/2018 1:30,17.74,1775,-175.4,8.74,18.5,12.2,3.3,95.5,9.04,0.4,1,12,5.3,2
5/5/2018 1:45,17.67,1769,-175.3,8.74,18.21,12.4,3.3,95.5,9.06,0.4,1,12,5.3,2.1
5/5/2018 2:00,17.61,1762,-175.4,8.74,17.79,12.8,3.4,95.6,9.08,0.4,1,12,5.3,2.2
5/5/2018 2:15,17.48,1754,-175.4,8.74,17.26,13.2,3.5,95.6,9.1,0.4,1,12,5.3,2.3
5/5/2018 2:30,17.41,1747,-175.5,8.74,16.72,13.4,3.6,95.6,9.12,0.4,1,12,5.3,2.4
5/5/2018 2:45,17.29,1732,-175.5,8.75,15.15,13.7,3.7,96,9.18,0.4,1,12,5.3,2.7
5/5/2018 3:00,17.3,1733,-175.7,8.75,15.68,14,3.8,95.8,9.15,0.4,1,12,5.3,2.7
5/5/2018 3:15,17.17,1733,-175.4,8.74,15.86,14.2,3.8,95.1,9.11,0.4,1,12,5.3,2.7
5/5/2018 3:30,17.12,1734,-174.6,8.73,16.71,14.2,3.8,94.4,9.05,0.3,1,12,5.3,2.6
5/5/2018 3:45,17.03,1732,-174.4,8.73,16.55,14,3.8,93.9,9.03,0.4,1,12,5.3,2.7
5/5/2018 4:00,16.92,1728,-174.1,8.72,16.35,14.6,3.9,93.6,9.01,0.4,1,12,5.3,2.7
5/5/2018 4:15,16.9,1726,-173.7,8.71,16.59,14.3,3.8,93,8.96,0.4,1,12,5.3,2.7
5/5/2018 4:30,16.86,1723,-173.6,8.71,16.17,14.6,3.9,93,8.97,0.4,1,12,5.3,2.8
5/5/2018 4:45,16.91,1720,-173.7,8.71,16.31,14.2,3.8,92.6,8.92,0.4,1,12,5.3,2.7
5/5/2018 5:00,16.74,1713,-173.5,8.71,15.71,16.2,4.3,92.5,8.95,0.4,1,12,5.3,2.9
5/5/2018 5:15,16.85,1717,-173.6,8.71,15.75,14.3,3.8,92.1,8.89,0.4,1,12,5.3,2.8
5/5/2018 5:30,16.75,1718,-173.4,8.71,15.9,14.5,3.9,91.8,8.87,0.4,1,12,5.3,2.8
5/5/2018 5:45,16.81,1712,-173.8,8.72,15.1,14.6,3.9,92.1,8.89,0.5,1,12,5.3,2.9
5/5/2018 6:00,16.73,1709,-173.6,8.71,14.71,14.7,3.9,91.9,8.89,0.4,1,12,5.3,3
5/5/2018 6:15,16.84,1710,-174,8.72,14.43,14.4,3.8,92,8.87,0.4,1,12,5.3,3
5/5/2018 6:30,16.85,1711,-173.7,8.71,14.55,13.9,3.7,91.7,8.84,0.4,1,12,5.3,2.9
5/5/2018 6:45,16.71,1711,-173.2,8.7,14.96,13.9,3.7,91.2,8.82,0.4,1,12,5.3,3
5/5/2018 7:00,16.77,1710,-173.4,8.71,14.39,13.8,3.7,91.3,8.82,0.4,1,12,5.3,3
5/5/2018 7:15,16.78,1710,-173.3,8.71,14.45,13.5,3.6,91.2,8.81,0.4,1,13,5.3,3
5/5/2018 7:30,16.82,1714,-173.3,8.71,14.58,13.2,3.5,91.1,8.79,0.5,1,13,5.3,2.9
5/5/2018 7:45,16.85,1717,-173.3,8.71,14.74,12.4,3.3,91,8.78,0.4,1,13,5.3,2.8
5/5/2018 8:00,16.9,1719,-173.1,8.7,14.56,11.9,3.2,91.1,8.78,0.4,1,13,5.3,2.7
5/5/2018 8:15,16.95,1723,-173.4,8.71,14.67,11.7,3.1,91.1,8.77,0.4,1,13,5.3,2.6
5/5/2018 8:30,16.96,1719,-173.3,8.7,14.28,11.9,3.2,91.5,8.8,0.4,1,13,5.3,2.7
5/5/2018 8:45,17.09,1727,-172.7,8.69,15.09,11.2,3,90.9,8.73,0.3,1,13,5.3,2.4
5/5/2018 9:00,17.23,1735,-172.3,8.68,16.49,10.6,2.8,90.5,8.66,0.4,1,13,5.3,2.1
5/5/2018 9:15,17.36,1750,-172.5,8.69,16.28,10.8,2.9,90.8,8.66,0.3,1,13,5.3,2
5/5/2018 9:30,17.49,1769,-173.1,8.7,16.35,10.9,2.9,91.5,8.71,0.3,1,13,5.3,1.9
5/5/2018 9:45,17.58,1771,-173.5,8.71,15.82,10.4,2.8,92.1,8.75,0.3,1,14,5.3,1.9
5/5/2018 10:00,17.56,1788,-173.8,8.71,16.11,11,2.9,92.6,8.8,0.4,1,14,5.3,1.8
5/5/2018 10:15,17.53,1799,-173.9,8.71,16.31,11.1,3,93.1,8.85,0.3,1,14,5.3,1.8
5/5/2018 10:30,17.58,1797,-174.2,8.72,16.1,11,2.9,93.6,8.89,0.4,1,14,5.3,1.8
5/5/2018 10:45,17.6,1794,-174.3,8.72,15.88,10.5,2.8,94.1,8.94,0.3,1,14,5.3,1.8
5/5/2018 11:00,17.6,1800,-174.6,8.73,16.19,10.9,2.9,94.5,8.98,0.3,1,14,5.3,1.8
5/5/2018 11:15,17.64,1805,-174.7,8.73,16.11,10.4,2.8,95.1,9.02,0.3,1,13,5.3,1.8
5/5/2018 11:30,17.63,1814,-174.8,8.73,16.13,11,2.9,95.6,9.07,0.4,1,13,5.3,1.7
5/5/2018 11:45,17.62,1823,-175.2,8.74,16.33,10.7,2.9,95.9,9.1,0.3,1,13,5.3,1.7
5/5/2018 12:00,17.55,1833,-174.8,8.73,17.2,10.3,2.7,96,9.13,0.3,1,13,5.3,1.7
5/5/2018 12:15,17.57,1833,-175,8.73,16.72,10.8,2.9,96.4,9.16,0.3,1,13,5.3,1.7
5/5/2018 12:30,17.68,1835,-175.3,8.74,16.69,9.8,2.6,97,9.2,0.3,1,13,5.3,1.7
5/5/2018 12:45,17.62,1838,-175.7,8.75,17.03,9.4,2.5,97.4,9.24,0.3,1,13,5.3,1.6
5/5/2018 13:00,17.63,1838,-175.6,8.75,16.49,9.4,2.5,97.8,9.28,0.3,1,13,5.3,1.7
5/5/2018 13:15,17.69,1840,-176.3,8.76,16.18,9.7,2.6,98.3,9.32,0.3,1,13,5.3,1.7
5/5/2018 13:30,17.75,1840,-176.4,8.76,16.37,9,2.4,98.7,9.34,0.3,1,13,5.3,1.6
5/5/2018 13:45,17.86,1840,-176.7,8.77,16.09,9.1,2.4,99.1,9.36,0.3,1,13,5.3,1.6
5/5/2018 14:00,17.93,1841,-177,8.77,15.95,8.9,2.4,99.8,9.41,0.3,1,13,5.3,1.6
5/5/2018 14:15,17.93,1842,-176.9,8.77,15.96,8.9,2.4,100.1,9.44,0.3,1,13,5.3,1.6
5/5/2018 14:30,18.05,1842,-177.3,8.78,15.51,8.7,2.3,100.7,9.47,0.3,1,13,5.3,1.6
5/5/2018 14:45,18.15,1842,-177.9,8.79,15.46,8.7,2.3,101.2,9.49,0.3,1,13,5.3,1.6
5/5/2018 15:00,18.16,1843,-177.8,8.78,15.11,7.8,2.1,101.6,9.54,0.3,1,13,5.3,1.7
5/5/2018 15:15,17.94,1846,-177.5,8.78,16.04,9.3,2.5,102.1,9.62,0.3,1,13,5.3,1.6
5/5/2018 15:30,17.9,1847,-177.3,8.78,16.14,10.4,2.8,102.5,9.67,0.3,1,13,5.3,1.6
5/5/2018 15:45,17.84,1849,-177.7,8.78,16.62,10.6,2.8,102.8,9.71,0.3,1,13,5.3,1.6
5/5/2018 16:00,17.89,1849,-177.8,8.79,15.93,10.8,2.9,103.3,9.75,0.4,1,13,5.3,1.6
5/5/2018 16:15,17.98,1848,-178.2,8.79,15.78,10.4,2.8,103.8,9.77,0.4,1,13,5.3,1.6
5/5/2018 16:30,18.12,1848,-178.4,8.8,15.42,9.7,2.6,104.2,9.79,0.3,1,13,5.3,1.6
5/5/2018 16:45,18.03,1850,-178.4,8.8,15.64,10.2,2.7,104.5,9.84,0.3,1,13,5.3,1.6
5/5/2018 17:00,18.03,1851,-177.9,8.79,15.89,10.4,2.8,104.8,9.86,0.3,1,13,5.3,1.6
5/5/2018 17:15,17.99,1851,-179,8.81,15.87,10.8,2.9,104.9,9.88,0.3,1,13,5.3,1.6
5/5/2018 17:30,18.24,1852,-178.7,8.8,15.65,10.2,2.7,105.6,9.89,0.3,1,13,5.3,1.6
5/5/2018 17:45,18.37,1855,-180.3,8.83,15.56,10.3,2.7,105.8,9.89,0.3,1,13,5.3,1.6
5/5/2018 18:00,18.53,1856,-179.4,8.81,15.34,10.2,2.7,106,9.88,0.3,1,13,5.3,1.6
5/5/2018 18:15,18.49,1858,-180,8.82,15.76,9.8,2.6,106.4,9.92,0.3,1,13,5.3,1.5
5/5/2018 18:30,18.68,1853,-180.6,8.84,15.41,9.4,2.5,106.8,9.91,0.3,1,13,5.3,1.6
5/5/2018 18:45,18.6,1851,-182.2,8.87,14.62,10.2,2.7,106.8,9.94,0.3,1,13,5.3,1.6
5/5/2018 19:00,18.55,1848,-180.9,8.84,14.9,9.3,2.5,106.9,9.95,0.3,1,13,5.3,1.6
5/5/2018 19:15,18.42,1848,-181.3,8.85,15.41,9.9,2.7,106.8,9.97,0.3,1,13,5.3,1.6
5/5/2018 19:30,18.47,1845,-181.7,8.86,15.35,9.9,2.6,107,9.97,0.3,1,12,5.3,1.6
5/5/2018 19:45,18.36,1845,-182,8.86,16.2,9.8,2.6,106.1,9.91,0.3,1,12,5.3,1.6
5/5/2018 20:00,18.88,1852,-181,8.84,15.57,11.4,3,106.1,9.81,0.3,1,12,5.3,1.5
5/5/2018 20:15,18.71,1858,-180.4,8.83,17.01,10.5,2.8,104.1,9.66,0.3,1,12,5.2,1.4
5/5/2018 20:30,18.55,1866,-179,8.81,18.52,11.5,3.1,102.8,9.57,0.3,1,12,5.3,1.4
5/5/2018 20:45,18.65,1868,-178.2,8.79,18.69,10.7,2.9,102.2,9.5,0.3,1,12,5.3,1.3
5/5/2018 21:00,18.47,1873,-178.3,8.79,20.11,11.7,3.1,101,9.42,0.3,1,12,5.3,1.3
5/5/2018 21:15,18.63,1872,-177.9,8.78,20.23,10.2,2.7,101.2,9.41,0.4,1,12,5.3,1.3
5/5/2018 21:30,18.39,1877,-178.5,8.8,20.97,12.6,3.4,100.3,9.37,0.4,1,12,5.3,1.3
5/5/2018 21:45,18.4,1879,-178.4,8.79,20.76,10.6,2.8,100.4,9.38,0.3,1,12,5.3,1.2
5/5/2018 22:00,19.33,1845,-179.2,8.8,14.62,9.7,2.6,101.5,9.3,0.2,1,12,5.3,1.5
5/5/2018 22:15,19.3,1836,-181.2,8.84,14.15,10.6,2.8,101.4,9.3,0.3,1,12,5.3,1.5
5/5/2018 22:30,19.49,1820,-181.3,8.84,12.08,9.9,2.6,101.7,9.3,0.2,1,12,5.3,1.6
5/5/2018 22:45,19.46,1823,-181.7,8.85,13.16,9.3,2.5,101.4,9.27,0.2,1,12,5.3,1.6
5/5/2018 23:00,19.54,1815,-181.3,8.84,11.64,8.5,2.3,101.3,9.25,0.2,1,12,5.3,1.7
5/5/2018 23:15,19.57,1814,-181.4,8.84,11.4,8.6,2.3,100.9,9.2,0.2,1,12,5.3,1.7
5/5/2018 23:30,19.58,1815,-181.4,8.84,11.71,8.5,2.3,100.5,9.16,0.2,1,12,5.3,1.6
5/5/2018 23:45,19.54,1816,-181.3,8.84,11.71,8.1,2.2,100,9.13,0.2,1,12,5.3,1.6
5/6/2018 0:00,19.54,1817,-181.1,8.84,11.73,8.3,2.2,99.8,9.11,0.2,1,12,5.3,1.6
5/6/2018 0:15,19.51,1817,-180.9,8.84,11.8,8.2,2.2,99.7,9.1,0.2,1,12,5.3,1.6
5/6/2018 0:30,19.43,1816,-180.7,8.83,11.93,8.1,2.2,99.3,9.09,0.2,1,12,5.3,1.7
5/6/2018 0:45,19.42,1814,-180.7,8.83,11.69,8,2.1,99.1,9.07,0.2,1,12,5.3,1.7
5/6/2018 1:00,19.4,1814,-180.6,8.83,11.62,9.1,2.4,98.8,9.04,0.2,1,12,5.3,1.7
5/6/2018 1:15,19.33,1815,-180.6,8.83,11.49,7.8,2.1,98.4,9.02,0.2,1,12,5.3,1.7
5/6/2018 1:30,19.32,1814,-180.4,8.83,11.74,8,2.1,98.2,9,0.2,1,12,5.3,1.7
5/6/2018 1:45,19.28,1816,-180.3,8.83,11.43,8.3,2.2,97.8,8.98,0.2,1,12,5.3,1.7
5/6/2018 2:00,19.3,1816,-180.3,8.83,11.5,7.8,2.1,97.7,8.96,0.2,1,12,5.3,1.7
5/6/2018 2:15,19.29,1820,-180.1,8.82,11.5,7.5,2,97.3,8.92,0.2,1,12,5.3,1.7
5/6/2018 2:30,19.26,1824,-180.1,8.82,11.65,7.7,2,96.8,8.89,0.2,1,12,5.3,1.7
5/6/2018 2:45,19.25,1827,-180,8.82,11.7,7.5,2,96.6,8.87,0.2,1,12,5.3,1.7
5/6/2018 3:00,19.21,1832,-179.8,8.82,11.88,7.5,2,96.4,8.85,0.2,1,12,5.3,1.6
5/6/2018 3:15,19.17,1840,-179.5,8.81,12.22,7.3,1.9,96.1,8.84,0.3,1,12,5.3,1.6
5/6/2018 3:30,19.14,1848,-179.1,8.8,12.58,7.3,2,96.1,8.84,0.2,1,12,5.3,1.5
5/6/2018 3:45,19.08,1852,-179,8.8,12.72,7.5,2,95.9,8.83,0.2,1,12,5.3,1.5
5/6/2018 4:00,19.05,1853,-179,8.8,12.94,7.4,2,96,8.84,0.3,1,12,5.3,1.5
5/6/2018 4:15,19.02,1855,-178.8,8.8,13.02,7.5,2,96,8.85,0.2,1,12,5.3,1.5
5/6/2018 4:30,18.96,1859,-178.6,8.8,12.81,7.3,2,95.8,8.85,0.1,1,12,5.3,1.5
5/6/2018 4:45,18.9,1861,-178.4,8.79,13,7.4,2,95.7,8.84,0.2,1,12,5.3,1.5
5/6/2018 5:00,18.84,1863,-178.2,8.79,13.21,7.7,2.1,95.6,8.85,0.3,1,12,5.3,1.5
5/6/2018 5:15,18.81,1863,-178.1,8.79,13.45,7.4,2,95.5,8.84,0.2,1,12,5.3,1.5
5/6/2018 5:30,18.76,1864,-178,8.79,13.42,7.9,2.1,95.4,8.84,0.3,1,12,5.3,1.5
5/6/2018 5:45,18.74,1864,-177.9,8.78,13.33,7.8,2.1,95.1,8.82,0.3,1,12,5.3,1.5
5/6/2018 6:00,18.62,1863,-177.8,8.78,13.85,8,2.1,94.7,8.81,0.3,1,12,5.3,1.5
5/6/2018 6:15,18.63,1862,-177.4,8.77,13.34,7.9,2.1,94.6,8.79,0.3,1,12,5.3,1.5
5/6/2018 6:30,18.58,1860,-177.4,8.77,13.5,7.9,2.1,94.4,8.79,0.3,1,12,5.3,1.6
5/6/2018 6:45,18.51,1854,-177,8.77,13.19,7.1,1.9,94.4,8.79,0.2,1,12,5.3,1.6
5/6/2018 7:00,18.39,1849,-176.6,8.76,13.31,7.2,1.9,94.4,8.81,0.3,1,12,5.3,1.6
5/6/2018 7:15,18.2,1847,-176.2,8.75,13.95,7.3,2,94,8.81,0.2,1,12,5.3,1.6
5/6/2018 7:30,18.09,1844,-175.8,8.75,13.89,7.8,2.1,93.7,8.81,0.3,1,13,5.3,1.6
5/6/2018 7:45,18.09,1839,-175.7,8.74,13.62,7.7,2,94,8.84,0.2,1,13,5.3,1.6
5/6/2018 8:00,18,1830,-175.6,8.74,13.71,7.5,2,94.1,8.86,0.2,1,13,5.3,1.7
5/6/2018 8:15,17.84,1820,-175.1,8.73,14.08,7.7,2.1,94.1,8.89,0.3,1,13,5.3,1.7
5/6/2018 8:30,17.71,1822,-174.6,8.72,14.45,8.1,2.2,94.2,8.93,0.3,1,13,5.3,1.7
5/6/2018 8:45,17.64,1820,-174.3,8.72,14.23,8.3,2.2,94.1,8.93,0.3,1,13,5.3,1.7
5/6/2018 9:00,17.53,1825,-174.5,8.72,13.84,8.9,2.4,94.3,8.97,0.2,1,13,5.3,1.8
5/6/2018 9:15,17.55,1825,-174.7,8.73,13.67,8.7,2.3,94.9,9.02,0.3,1,13,5.3,1.8
5/6/2018 9:30,17.52,1823,-174.6,8.73,13.75,8.9,2.4,94.7,9.01,0.3,1,13,5.3,1.8
5/6/2018 9:45,17.53,1835,-174.7,8.73,14.24,8.7,2.3,94.8,9.01,0.3,1,13,5.3,1.8
5/6/2018 10:00,17.48,1834,-174.6,8.73,14.39,9.2,2.4,94.3,8.97,0.3,1,13,5.3,1.8
5/6/2018 10:15,17.29,1802,-174.1,8.72,13.96,10.6,2.8,92.2,8.81,0.3,1,13,5.3,2.2
5/6/2018 10:30,17.17,1801,-173.6,8.71,14.14,11.1,3,91,8.71,0.3,1,13,5.3,2.3
5/6/2018 10:45,17.11,1805,-173.3,8.7,14.14,10.2,2.7,90.2,8.65,0.3,1,13,5.3,2.3
5/6/2018 11:00,16.98,1805,-172.8,8.7,14.29,10.9,2.9,89.7,8.63,0.3,1,13,5.3,2.3
5/6/2018 11:15,16.89,1810,-172.4,8.69,14.19,10.4,2.8,89.5,8.62,0.4,1,13,5.3,2.3
5/6/2018 11:30,16.84,1816,-172.3,8.69,13.77,9.7,2.6,89.6,8.64,0.3,1,13,5.3,2.2
5/6/2018 11:45,16.71,1818,-172,8.68,14.29,8.6,2.3,90.1,8.72,0.4,1,13,5.3,2.2
5/6/2018 12:00,16.64,1818,-171.6,8.67,14.7,8.6,2.3,90.2,8.73,0.3,1,14,5.3,2.2
5/6/2018 12:15,16.68,1817,-172.4,8.69,14.83,8.5,2.3,90.7,8.78,0.3,1,13,5.3,2.2
5/6/2018 12:30,16.78,1818,-172.7,8.69,14.77,8.8,2.3,91,8.78,0.3,1,14,5.3,2.2
5/6/2018 12:45,16.86,1818,-172.8,8.7,15.23,8.7,2.3,91,8.77,0.3,1,13,5.3,2.2
5/6/2018 13:00,16.92,1815,-173.1,8.7,16.25,8.8,2.3,91.7,8.83,0.3,1,13,5.3,2.1
5/6/2018 13:15,17.15,1813,-173.9,8.72,16.72,8.8,2.4,91.8,8.8,0.3,1,13,5.3,2.1
5/6/2018 13:30,17.04,1808,-173.7,8.71,16.4,8.8,2.3,92.3,8.86,0.3,1,13,5.3,2.2
5/6/2018 13:45,16.98,1803,-173.7,8.71,16.38,8.4,2.3,92.3,8.88,0.3,1,13,5.3,2.3
5/6/2018 14:00,16.8,1803,-172.9,8.7,16.71,8.7,2.3,92.3,8.9,0.3,1,13,5.3,2.3
5/6/2018 14:15,16.71,1804,-172.6,8.69,17.03,9.3,2.5,92.1,8.91,0.3,1,13,5.3,2.3
5/6/2018 14:30,16.65,1804,-172.5,8.69,17.03,9.9,2.6,91.9,8.89,0.3,1,13,5.3,2.3
5/6/2018 14:45,17.08,1803,-172.9,8.7,17.03,10.2,2.7,91.6,8.79,0.4,1,13,5.3,2.2
5/6/2018 15:00,17.1,1814,-173.9,8.72,17.15,11,2.9,90.8,8.71,0.4,1,13,5.3,2.2
5/6/2018 15:15,17.13,1814,-173.3,8.7,17.87,11.2,3,89.4,8.57,0.4,1,13,5.3,2.1
5/6/2018 15:30,17.28,1821,-173.3,8.7,17.74,10.9,2.9,90.3,8.63,0.3,1,13,5.3,2.1
5/6/2018 15:45,17.3,1823,-173.2,8.7,18.46,11.2,3,90.3,8.63,0.3,1,13,5.3,2
5/6/2018 16:00,17.4,1827,-173.5,8.71,18.52,11.6,3.1,91.1,8.69,0.4,1,13,5.3,1.9
5/6/2018 16:15,17.51,1834,-174.3,8.72,18.63,10.9,2.9,92.5,8.8,0.4,1,13,5.3,1.8
5/6/2018 16:30,17.45,1830,-173.9,8.71,18.18,11.1,3,92.6,8.82,0.4,1,13,5.3,1.9
5/6/2018 16:45,17.55,1829,-174.3,8.72,17.85,10.7,2.9,93.6,8.89,0.3,1,13,5.3,1.9
5/6/2018 17:00,17.66,1831,-175,8.73,17.62,10,2.7,94.6,8.97,0.3,1,13,5.3,1.9
5/6/2018 17:15,17.68,1832,-175.1,8.73,17.22,10.5,2.8,94.5,8.95,0.3,1,13,5.3,1.9
5/6/2018 17:30,17.72,1834,-175.6,8.75,17.3,10.6,2.8,94.7,8.97,0.4,1,13,5.3,1.9
5/6/2018 17:45,17.75,1833,-175.2,8.74,17.27,10.7,2.9,94.3,8.92,0.4,1,13,5.3,1.9
5/6/2018 18:00,17.74,1834,-175.1,8.74,17.33,10.5,2.8,94.4,8.93,0.3,1,13,5.3,1.9
5/6/2018 18:15,17.71,1841,-175.2,8.74,17.3,10.1,2.7,95.3,9.02,0.3,1,13,5.3,1.9
5/6/2018 18:30,17.72,1842,-175.3,8.74,17.37,9.6,2.6,95.6,9.05,0.3,1,13,5.3,1.8
5/6/2018 18:45,17.97,1846,-176.4,8.76,17.35,9.5,2.5,96.3,9.08,0.3,1,13,5.3,1.7
5/6/2018 19:00,17.98,1847,-176.3,8.76,17.5,9.7,2.6,96.5,9.09,0.3,1,13,5.3,1.7
5/6/2018 19:15,17.93,1848,-175.8,8.75,17.18,9.2,2.5,96.4,9.09,0.3,1,13,5.3,1.7
5/6/2018 19:30,17.91,1848,-176,8.75,17.5,9.7,2.6,96.3,9.09,0.3,1,13,5.3,1.7
5/6/2018 19:45,17.95,1847,-176,8.75,17,9.4,2.5,96.5,9.09,0.3,1,13,5.3,1.8
5/6/2018 20:00,17.93,1847,-175.9,8.75,16.81,9.5,2.5,96.4,9.09,0.3,1,13,5.3,1.8
5/6/2018 20:15,17.91,1842,-175.9,8.75,16.62,9.7,2.6,96.1,9.07,0.3,1,12,5.3,1.9
5/6/2018 20:30,17.95,1838,-176,8.75,15.97,10,2.7,96.1,9.06,0.3,1,12,5.3,2
5/6/2018 20:45,17.98,1832,-176.1,8.75,15.31,10.9,2.9,95.7,9.01,0.3,1,12,5.3,2
5/6/2018 21:00,18.08,1823,-176.6,8.76,14.69,10.8,2.9,96.4,9.06,0.3,1,12,5.3,2.1
5/6/2018 21:15,18.22,1809,-177.7,8.78,13.46,10.8,2.9,98.2,9.21,0.3,1,12,5.3,2.3
5/6/2018 21:30,18.28,1805,-178.1,8.79,13.09,10.7,2.9,98.7,9.24,0.4,1,12,5.3,2.3
5/6/2018 21:45,18.32,1783,-179,8.81,11.9,10.9,2.9,99.8,9.34,0.3,1,12,5.3,2.5
5/6/2018 22:00,18.35,1778,-179.2,8.81,11.57,10.7,2.9,100,9.35,0.3,1,12,5.3,2.5
5/6/2018 22:15,18.38,1776,-179.3,8.81,11.45,10.4,2.8,100,9.34,0.3,1,12,5.3,2.6
5/6/2018 22:30,18.41,1770,-179.7,8.82,10.89,10.2,2.7,100.1,9.35,0.3,1,12,5.3,2.6
5/6/2018 22:45,18.47,1765,-179.9,8.82,10.49,14.8,4,100.3,9.36,0.3,1,12,5.3,2.7
5/6/2018 23:00,18.54,1754,-180.4,8.83,9.88,9.9,2.6,100.6,9.37,0.3,1,12,5.3,2.8
5/6/2018 23:15,18.59,1745,-180.4,8.83,9.42,10.5,2.8,100.6,9.36,0.3,1,12,5.3,2.8
5/6/2018 23:30,18.61,1744,-180.1,8.83,9.31,9.9,2.6,100.2,9.32,0.3,1,12,5.3,2.7
5/6/2018 23:45,18.54,1754,-179.5,8.81,9.82,9.4,2.5,99.1,9.23,0.3,1,12,5.3,2.6
5/7/2018 0:00,18.48,1750,-178.6,8.8,11.3,11.1,3,97.7,9.11,0.3,1,12,5.3,2.6
5/7/2018 0:15,18.5,1743,-178.4,8.79,11.29,11.9,3.2,97,9.04,0.3,1,12,5.3,2.6
5/7/2018 0:30,18.41,1735,-178.3,8.79,10.73,10.6,2.8,97.3,9.09,0.3,1,12,5.3,2.7
5/7/2018 0:45,18.3,1720,-178.3,8.79,9.88,10.2,2.7,97.9,9.17,0.3,1,12,5.3,2.7
5/7/2018 1:00,18.26,1719,-178.4,8.8,9.41,9.8,2.6,98.5,9.22,0.3,1,12,5.3,2.7
5/7/2018 1:15,18.26,1721,-178.1,8.79,10.02,10.3,2.7,97.5,9.14,0.3,1,12,5.3,2.8
5/7/2018 1:30,18.22,1738,-177.7,8.78,10.62,9.9,2.6,96.5,9.05,0.3,1,12,5.3,2.7
5/7/2018 1:45,18.21,1746,-177.4,8.78,10.82,9.8,2.6,96.2,9.02,0.3,1,12,5.3,2.6
5/7/2018 2:00,18.18,1752,-177.3,8.77,10.93,9.6,2.6,96,9.01,0.3,1,12,5.3,2.6
5/7/2018 2:15,18.15,1767,-177.1,8.77,11.31,9.6,2.6,95.5,8.96,0.3,1,12,5.3,2.6
5/7/2018 2:30,18.11,1764,-177.1,8.77,11.34,10.2,2.7,95.4,8.96,0.3,1,12,5.3,2.6
5/7/2018 2:45,18.07,1766,-176.8,8.77,11.24,9.8,2.6,95.3,8.96,0.3,1,12,5.3,2.6
5/7/2018 3:00,18.02,1762,-176.8,8.77,11.15,9.7,2.6,95.1,8.95,0.3,1,12,5.3,2.6
5/7/2018 3:15,17.98,1775,-176.4,8.76,11.68,9.7,2.6,94.3,8.88,0.3,1,12,5.3,2.6
