Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Trubidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
5/5/2017,0:00,15.37,2184,-100,8.41,10.7,2.7,0.7,92.2,9.16,0.1
5/5/2017,0:15,15.45,2139,-101,8.43,9.92,2.7,0.7,93.3,9.25,0.1
5/5/2017,0:30,15.49,2057,-102.3,8.45,8.9,2.8,0.7,94.8,9.4,0.2
5/5/2017,0:45,15.67,1978,-102.6,8.45,8.62,2.7,0.7,96,9.49,0.2
5/5/2017,1:00,15.34,2136,-100.2,8.41,9.88,2.6,0.7,92.7,9.22,0.1
5/5/2017,1:15,15.41,2067,-101,8.43,9.17,2.6,0.7,93.8,9.32,0.1
5/5/2017,1:30,15.28,2031,-101,8.43,9.33,2.7,0.7,93.5,9.32,0.2
5/5/2017,1:45,15.21,2030,-101.3,8.43,9.51,2.7,0.7,93.9,9.37,0.2
5/5/2017,2:00,15.21,1969,-101.6,8.44,8.88,2.6,0.7,94.1,9.39,0.1
5/5/2017,2:15,15.33,1863,-102.3,8.45,8.06,2.7,0.7,95.8,9.54,0.2
5/5/2017,2:30,15.32,1841,-102.8,8.46,8.09,2.5,0.7,96.5,9.61,0.2
5/5/2017,2:45,15.14,1839,-102.8,8.46,8.02,2.6,0.7,96.5,9.65,0.1
5/5/2017,3:00,14.15,2038,-100.9,8.43,9.41,2.7,0.7,91.3,9.33,0.2
5/5/2017,3:15,14.57,1964,-101.3,8.43,8.69,2.6,0.7,92.7,9.38,0.2
5/5/2017,3:30,14.64,2047,-101.7,8.44,9.37,2.6,0.7,92.5,9.34,0.2
5/5/2017,3:45,14.82,1959,-101.7,8.44,8.41,2.5,0.6,93.6,9.42,0.2
5/5/2017,4:00,13.73,2230,-99.5,8.41,11.59,2.7,0.7,88.4,9.1,0.2
5/5/2017,4:15,14.97,2004,-102.3,8.45,8.38,2.6,0.7,93.8,9.41,0.2
5/5/2017,4:30,15.25,2003,-102.8,8.46,7.7,2.2,0.6,94.1,9.38,0.1
5/5/2017,4:45,15.21,2020,-102.6,8.45,7.67,2.4,0.6,93.6,9.33,0.2
5/5/2017,5:00,15.13,2039,-102.2,8.45,7.67,2.4,0.6,93,9.29,0.1
5/5/2017,5:15,15.05,2051,-101.8,8.44,8,2.4,0.6,92.7,9.28,0.2
5/5/2017,5:30,15,2070,-101.6,8.44,7.83,2.6,0.7,92.1,9.22,0.2
5/5/2017,5:45,14.93,2084,-101.3,8.43,8.13,2.5,0.7,91.7,9.2,0.1
5/5/2017,6:00,14.87,2100,-101.1,8.43,8.04,2.3,0.6,91.2,9.16,0.2
5/5/2017,6:15,14.85,2099,-101,8.43,8.03,2.4,0.6,91.1,9.16,0.1
5/5/2017,6:30,14.72,2103,-100.5,8.42,8.49,2.3,0.6,91,9.17,0.1
5/5/2017,6:45,14.72,2111,-100.3,8.42,8.13,2.1,0.6,90.7,9.14,0.1
5/5/2017,7:00,14.66,2116,-100.1,8.41,8.15,2.1,0.5,90.5,9.13,0.1
5/5/2017,7:15,14.62,2120,-99.8,8.41,8.25,2,0.5,90.3,9.12,0.1
5/5/2017,7:30,14.6,2120,-99.4,8.4,7.97,2.1,0.6,90.3,9.12,0.1
5/5/2017,7:45,14.57,2122,-99.3,8.4,8.03,2,0.5,90.2,9.12,0.1
5/5/2017,8:00,14.52,2125,-99,8.4,7.91,2,0.5,90.2,9.13,0.1
5/5/2017,8:15,14.5,2124,-99.3,8.4,8.07,2.1,0.5,90.3,9.14,0.1
5/5/2017,8:30,14.49,2125,-99.1,8.4,7.89,2.1,0.5,90.3,9.14,0.1
5/5/2017,8:45,14.52,2111,-99,8.4,7.83,1.9,0.5,90.3,9.14,0.1
5/5/2017,9:00,14.52,2101,-98,8.38,7.67,2,0.5,90.4,9.15,0.1
5/5/2017,9:15,14.57,2050,-98.1,8.38,7.46,1.7,0.4,91,9.2,0.1
5/5/2017,9:30,14.59,2032,-98.2,8.38,7.44,1.6,0.4,91.2,9.22,0.1
5/5/2017,9:45,14.62,2036,-98.3,8.38,7.42,1.7,0.4,91.3,9.23,0.1
5/5/2017,10:00,14.66,2031,-98.3,8.38,7.38,1.7,0.4,91.5,9.23,0.1
5/5/2017,10:15,14.63,2030,-98.4,8.38,7.35,1.7,0.4,91.5,9.25,0.1
5/5/2017,10:30,14.7,2024,-98.6,8.39,7.26,1.6,0.4,91.7,9.25,0.1
5/5/2017,10:45,14.69,2030,-98.7,8.39,7.41,1.5,0.4,91.8,9.26,0.1
5/5/2017,11:00,14.65,2040,-99.1,8.4,7.63,1.7,0.4,91.7,9.26,0.1
5/5/2017,11:15,14.8,2045,-99.3,8.4,7.49,1.6,0.4,91.9,9.25,0.1
5/5/2017,11:30,15.11,2078,-99.5,8.4,7.47,1.5,0.4,92.1,9.2,0.1
5/5/2017,11:45,15.37,2131,-99.1,8.39,8.05,1.6,0.4,91.7,9.11,0.1
5/5/2017,12:00,15.46,2160,-99.1,8.39,8.14,1.7,0.4,91.6,9.08,0.1
5/5/2017,12:15,15.49,2194,-98.8,8.39,8.5,1.5,0.4,91.6,9.08,0.1
5/5/2017,12:30,15.46,2200,-98.8,8.39,8.74,1.6,0.4,91.2,9.04,0.1
5/5/2017,12:45,14.25,2230,-98.3,8.38,10.19,2.1,0.5,91.5,9.31,0.2
5/5/2017,13:00,14.77,2189,-98.6,8.39,9.68,1.8,0.5,91.5,9.21,0.1
5/5/2017,13:15,15.46,2244,-98.5,8.38,9.29,1.8,0.5,90.9,9.01,0.1
5/5/2017,13:30,15.37,2229,-98.6,8.38,9.32,1.8,0.5,90.9,9.03,0.1
5/5/2017,13:45,16.06,2299,-98.4,8.38,9.4,1.7,0.4,91.4,8.94,0.1
5/5/2017,14:00,16.01,2318,-98.1,8.37,9.77,1.7,0.4,91.3,8.94,0.1
5/5/2017,14:15,15.94,2319,-98.2,8.38,9.9,1.7,0.4,91.2,8.95,0.1
5/5/2017,14:30,15.85,2320,-97.7,8.37,9.62,1.7,0.4,91.3,8.97,0.1
5/5/2017,14:45,15.92,2331,-97.8,8.37,9.69,1.6,0.4,91.5,8.98,0.1
5/5/2017,15:00,16.05,2324,-97.6,8.36,9.82,1.7,0.4,91.5,8.96,0.1
5/5/2017,15:15,16.67,2357,-97.4,8.36,10.23,1.7,0.4,92,8.89,0.2
5/5/2017,15:30,16.45,2362,-97.7,8.36,10.13,1.7,0.4,92.5,8.97,0.1
5/5/2017,15:45,16.31,2349,-98,8.37,10.09,1.7,0.4,91.6,8.92,0.1
5/5/2017,16:00,16.26,2361,-97.9,8.37,10.04,1.7,0.4,91.5,8.92,0.1
5/5/2017,16:15,15.97,2353,-98,8.37,10.06,1.7,0.4,91.8,9,0.1
5/5/2017,16:30,16.55,2357,-98.1,8.37,9.99,1.8,0.5,92.1,8.92,0.1
5/5/2017,16:45,16.71,2378,-98.1,8.37,9.81,1.8,0.5,92.7,8.95,0.1
5/5/2017,17:00,16.31,2348,-98.4,8.38,9.83,1.9,0.5,92,8.95,0.1
5/5/2017,17:15,15.7,2353,-98,8.37,9.78,2,0.5,91.8,9.06,0.1
5/5/2017,17:30,16.83,2363,-98.4,8.37,9.73,2,0.5,92.7,8.92,0.1
5/5/2017,17:45,16.65,2353,-98.7,8.38,9.59,2.1,0.5,93.3,9.02,0.1
5/5/2017,18:00,15.98,2348,-98.8,8.38,9.71,2.1,0.5,93,9.12,0.1
5/5/2017,18:15,15.92,2339,-99,8.39,9.35,2.1,0.5,93,9.13,0.1
5/5/2017,18:30,15.86,2334,-99.3,8.39,9.5,2,0.5,93.5,9.19,0.1
5/5/2017,18:45,15.73,2330,-99.4,8.4,9.14,2.2,0.6,94,9.26,0.2
5/5/2017,19:00,15.57,2339,-99.6,8.4,9.42,2.2,0.6,93.9,9.29,0.1
5/5/2017,19:15,15.56,2347,-99.9,8.4,9.57,2.2,0.6,93.9,9.28,0.1
5/5/2017,19:30,15.45,2342,-100,8.41,9.29,2.2,0.6,93.7,9.29,0.1
5/5/2017,19:45,15.71,2337,-100,8.41,9.48,2.2,0.6,94.2,9.29,0.1
5/5/2017,20:00,15.35,2344,-100.3,8.41,9.46,2.4,0.6,93.5,9.29,0.1
5/5/2017,20:15,15.96,2295,-100.5,8.41,8.66,2.2,0.6,94.7,9.29,0.1
5/5/2017,20:30,15.32,2347,-100.4,8.42,9.33,2.5,0.7,94,9.35,0.1
5/5/2017,20:45,15.6,2329,-100.5,8.42,8.94,2.6,0.7,93.8,9.27,0.1
5/5/2017,21:00,15.38,2326,-100.3,8.41,8.97,2.5,0.6,93.8,9.32,0.2
5/5/2017,21:15,15.89,2306,-100.9,8.42,8.81,2.4,0.6,94.8,9.31,0.1
5/5/2017,21:30,15,2255,-99.1,8.39,13.78,3.5,0.9,89.5,8.96,0.2
5/5/2017,21:45,15.06,2259,-99.1,8.39,15.15,3.5,0.9,89.5,8.95,0.2
5/5/2017,22:00,15.07,2258,-99.1,8.39,15.18,3.4,0.9,89.5,8.95,0.2
5/5/2017,22:15,15.02,2256,-99.1,8.39,14.54,3.9,1,89.3,8.94,0.2
5/5/2017,22:30,15.09,2256,-99.3,8.4,13.05,3.5,0.9,89.4,8.93,0.2
5/5/2017,22:45,15.05,2258,-99.3,8.4,14.12,3.7,1,89.3,8.93,0.2
5/5/2017,23:00,15.05,2257,-99.3,8.4,13.31,3.6,0.9,89.1,8.91,0.2
5/5/2017,23:15,15.06,2257,-99.4,8.4,14.16,3.9,1,89,8.91,0.2
5/5/2017,23:30,15.02,2256,-99.2,8.4,13.93,3.2,0.9,88.9,8.9,0.2
5/5/2017,23:45,15.01,2256,-99,8.39,14.06,3.4,0.9,88.8,8.89,0.2
5/6/2017,0:00,15,2256,-99.2,8.4,14.32,3.4,0.9,88.7,8.88,0.2
5/6/2017,0:15,15.01,2256,-99.3,8.4,14.62,3.5,0.9,88.7,8.88,0.2
5/6/2017,0:30,15,2257,-99.4,8.4,13.6,3.9,1,88.6,8.87,0.2
5/6/2017,0:45,14.98,2259,-99.4,8.4,13.9,4.2,1.1,88.4,8.86,0.3
5/6/2017,1:00,14.98,2260,-99.4,8.4,13.36,4.2,1.1,88.4,8.85,0.2
5/6/2017,1:15,15.01,2258,-99.4,8.4,13.95,3.8,1,88.5,8.86,0.2
5/6/2017,1:30,15.02,2255,-99.2,8.4,13.38,3.6,1,88.6,8.87,0.2
5/6/2017,1:45,15.13,2251,-99.1,8.39,12.86,3.6,0.9,88.4,8.83,0.2
5/6/2017,2:00,15.28,2246,-99,8.39,12.92,3.7,1,88.5,8.81,0.2
5/6/2017,2:15,15.45,2246,-99.2,8.39,11.88,3.4,0.9,88.9,8.81,0.2
5/6/2017,2:30,15.59,2245,-99.2,8.39,10.9,3.1,0.8,89,8.8,0.1
5/6/2017,2:45,15.63,2244,-99.3,8.4,11.44,3.6,0.9,89.1,8.8,0.3
5/6/2017,3:00,15.62,2244,-99.2,8.39,11.1,15.9,4.3,89,8.8,0.3
5/6/2017,3:15,15.64,2243,-99.2,8.39,11,4.8,1.3,89,8.79,0.3
5/6/2017,3:30,15.63,2243,-99.1,8.39,10.15,3.2,0.8,89,8.79,0.3
5/6/2017,3:45,15.6,2244,-99.1,8.39,10.43,3.3,0.9,88.9,8.79,0.1
5/6/2017,4:00,15.66,2243,-99.1,8.39,10.26,3.5,0.9,89,8.79,0.2
5/6/2017,4:15,15.64,2244,-99.1,8.39,10.17,3,0.8,88.9,8.79,0.1
5/6/2017,4:30,15.67,2243,-99.1,8.39,9.85,2.9,0.8,88.9,8.78,0.2
5/6/2017,4:45,15.75,2243,-99.1,8.39,9.57,2.8,0.7,89.1,8.78,0.2
5/6/2017,5:00,15.71,2248,-99,8.39,9.98,2.8,0.7,89,8.78,0.2
5/6/2017,5:15,15.76,2250,-99.1,8.39,9.45,2.6,0.7,89,8.77,0.2
5/6/2017,5:30,15.81,2253,-98.9,8.39,9.34,2.4,0.6,89,8.76,0.1
5/6/2017,5:45,15.88,2255,-98.9,8.39,9.06,2.4,0.6,89,8.75,0.2
5/6/2017,6:00,15.92,2255,-98.8,8.39,8.81,2.4,0.6,89,8.74,0.1
5/6/2017,6:15,15.92,2256,-98.7,8.38,8.91,2.3,0.6,88.9,8.73,0.1
5/6/2017,6:30,15.92,2258,-98.8,8.38,8.92,2.3,0.6,88.9,8.73,0.1
5/6/2017,6:45,16,2262,-98.8,8.38,8.67,2.3,0.6,88.9,8.72,0.1
5/6/2017,7:00,15.98,2265,-98.9,8.39,8.8,2.2,0.6,88.9,8.71,0.1
5/6/2017,7:15,15.98,2266,-98.6,8.38,8.86,2.2,0.6,88.8,8.71,0.1
5/6/2017,7:30,15.95,2268,-98,8.37,8.94,2.2,0.6,88.7,8.71,0.1
5/6/2017,7:45,15.94,2268,-98.1,8.37,8.9,2.2,0.6,88.7,8.7,0.1
5/6/2017,8:00,15.93,2269,-97.7,8.37,8.89,2.3,0.6,88.6,8.7,0.1
5/6/2017,8:15,15.92,2270,-97.7,8.36,8.7,2.4,0.6,88.7,8.7,0.1
5/6/2017,8:30,16.01,2272,-97.9,8.37,8.68,2.4,0.6,88.9,8.71,0.1
5/6/2017,8:45,16.09,2273,-98.1,8.37,8.33,2.3,0.6,89,8.71,0.1
5/6/2017,9:00,16.14,2274,-98.5,8.38,8.24,2.2,0.6,89.1,8.7,0.1
5/6/2017,9:15,16.2,2276,-98.3,8.37,8.34,2.2,0.6,89.1,8.7,0.1
5/6/2017,9:30,16.29,2275,-97.6,8.36,8.41,2.3,0.6,89.2,8.69,0.1
5/6/2017,9:45,16.39,2283,-97.9,8.37,8.42,2.1,0.6,89.3,8.68,0.1
5/6/2017,10:00,16.52,2284,-98.1,8.37,7.96,2.1,0.5,89.5,8.68,0.1
5/6/2017,10:15,16.64,2285,-98.7,8.38,7.92,2.2,0.6,89.7,8.67,0.1
5/6/2017,10:30,16.59,2294,-97.9,8.37,7.77,2.3,0.6,89.7,8.69,0.1
5/6/2017,10:45,16.7,2296,-98.4,8.37,7.48,2.1,0.5,90.1,8.7,0.1
5/6/2017,11:00,16.84,2298,-98.5,8.38,7.38,2,0.5,90.5,8.71,0.1
5/6/2017,11:15,16.86,2301,-97.1,8.35,7.38,1.8,0.5,90.8,8.74,0.1
5/6/2017,11:30,16.95,2301,-97.7,8.36,7.22,1.9,0.5,91.3,8.77,0.1
5/6/2017,11:45,17.1,2294,-98.2,8.37,7.05,2,0.5,91.8,8.79,0.1
5/6/2017,12:00,17.26,2280,-98.4,8.37,6.75,2,0.5,92.4,8.82,0.1
5/6/2017,12:15,17.36,2271,-98.6,8.37,6.56,1.8,0.5,92.7,8.83,0.1
5/6/2017,12:30,17.42,2270,-98.3,8.37,6.5,1.8,0.5,92.8,8.83,0.1
5/6/2017,12:45,17.37,2272,-98.2,8.37,6.77,1.8,0.5,92.8,8.84,0.1
5/6/2017,13:00,17.38,2271,-98.3,8.37,6.83,1.8,0.5,92.8,8.83,0.1
5/6/2017,13:15,17.31,2270,-98.4,8.37,7.06,1.9,0.5,92.8,8.84,0.1
5/6/2017,13:30,17.25,2266,-98.6,8.37,7.38,2.2,0.6,92.6,8.84,0.1
5/6/2017,13:45,17.16,2259,-98.7,8.38,7.61,2.2,0.6,92.2,8.83,0.1
5/6/2017,14:00,17.08,2252,-98.6,8.38,8.27,2.4,0.6,91.6,8.77,0.1
5/6/2017,14:15,16.99,2244,-98.9,8.38,9.36,3,0.8,90.7,8.71,0.1
5/6/2017,14:30,16.73,2243,-98.6,8.38,11.97,3,0.8,88.8,8.57,0.2
5/6/2017,14:45,16.64,2241,-98.6,8.38,38.42,4.1,1.1,88.2,8.53,0.3
5/6/2017,15:00,16.62,2242,-98.9,8.38,37.28,4,1.1,88.1,8.52,0.3
5/6/2017,15:15,16.59,2241,-98.7,8.38,42.55,4.4,1.2,87.6,8.48,0.3
5/6/2017,15:30,16.6,2239,-98.3,8.37,43.79,4.6,1.2,87.6,8.48,0.3
5/6/2017,15:45,16.62,2239,-98.5,8.38,43.54,4.4,1.2,87.5,8.47,0.3
5/6/2017,16:00,16.62,2239,-98.7,8.38,38.9,4.3,1.2,87.6,8.48,0.3
5/6/2017,16:15,16.64,2238,-98.7,8.38,36.96,4.4,1.2,87.4,8.46,0.3
5/6/2017,16:30,16.63,2234,-98.8,8.38,40.15,4.5,1.2,87.3,8.44,0.3
5/6/2017,16:45,16.63,2238,-98.7,8.38,44.4,4.6,1.2,87.2,8.43,0.3
5/6/2017,17:00,16.58,2237,-98.6,8.38,38.24,4.5,1.2,87,8.43,0.3
5/6/2017,17:15,16.54,2239,-98.6,8.38,41.22,4.5,1.2,86.9,8.42,0.3
5/6/2017,17:30,16.55,2241,-98.9,8.38,44.76,4.9,1.3,86.9,8.42,0.3
5/6/2017,17:45,16.56,2241,-98.6,8.38,44.38,4.8,1.3,86.9,8.42,0.3
5/6/2017,18:00,16.57,2239,-98.7,8.38,40.7,4.5,1.2,86.9,8.42,0.3
5/6/2017,18:15,16.59,2238,-98.7,8.38,37.78,4.6,1.2,87.2,8.44,0.3
5/6/2017,18:30,16.59,2237,-98.6,8.38,38.07,4.4,1.2,87,8.43,0.3
5/6/2017,18:45,16.59,2236,-98.8,8.38,37.21,4.5,1.2,86.9,8.41,0.3
5/6/2017,19:00,16.58,2238,-98.8,8.38,38.29,4.5,1.2,86.6,8.39,0.3
5/6/2017,19:15,16.57,2238,-98.7,8.38,38.54,4.6,1.2,86.5,8.38,0.3
5/6/2017,19:30,16.56,2238,-98.7,8.38,36.81,4.6,1.2,86.5,8.38,0.3
5/6/2017,19:45,16.55,2238,-98.7,8.38,36.34,4.5,1.2,86.5,8.38,0.2
5/6/2017,20:00,16.52,2240,-98.8,8.38,37.19,4.5,1.2,86.2,8.35,0.3
5/6/2017,20:15,16.51,2243,-98.9,8.38,44.92,5,1.3,86.1,8.35,0.4
5/6/2017,20:30,16.5,2244,-98.9,8.38,52.28,5.6,1.5,86,8.35,0.3
5/6/2017,20:45,16.46,2243,-98.7,8.38,56.83,5.7,1.5,85.8,8.33,0.4
5/6/2017,21:00,16.42,2242,-98.7,8.38,61.11,5.9,1.6,85.5,8.31,0.4
5/6/2017,21:15,16.38,2241,-98.6,8.38,61.63,6,1.6,85.3,8.3,0.4
5/6/2017,21:30,16.38,2238,-98.7,8.38,64.73,5.8,1.6,85.4,8.3,0.4
5/6/2017,21:45,16.39,2235,-98.8,8.38,65.41,6,1.6,85.3,8.29,0.4
5/6/2017,22:00,16.4,2233,-98.9,8.38,65.88,5.7,1.5,85.3,8.29,0.4
5/6/2017,22:15,16.41,2234,-98.9,8.38,64.7,5.6,1.5,85.2,8.28,0.4
5/6/2017,22:30,16.41,2234,-98.9,8.38,65.72,5.8,1.5,85.1,8.27,0.4
5/6/2017,22:45,16.39,2235,-99,8.39,66.06,5.6,1.5,85,8.27,0.4
5/6/2017,23:00,16.38,2235,-99,8.39,66.2,5.7,1.5,85,8.26,0.4
5/6/2017,23:15,16.38,2235,-99,8.39,66.59,5.8,1.6,84.8,8.25,0.4
5/6/2017,23:30,16.36,2235,-99,8.39,66.21,5.9,1.6,84.6,8.23,0.4
5/6/2017,23:45,16.32,2236,-98.8,8.38,62.58,6,1.6,84.4,8.22,0.4
5/7/2017,0:00,16.3,2237,-99,8.39,60.08,6,1.6,84.4,8.22,0.4
5/7/2017,0:15,16.27,2237,-99,8.39,58.73,5.9,1.6,84.3,8.21,0.4
5/7/2017,0:30,16.22,2239,-98.8,8.38,60.3,6.2,1.7,84.1,8.2,0.4
5/7/2017,0:45,16.19,2240,-98.7,8.38,58.73,6.2,1.7,83.9,8.19,0.4
5/7/2017,1:00,16.18,2236,-99,8.39,55.98,6.3,1.7,83.9,8.2,0.4
5/7/2017,1:15,16.14,2240,-98.8,8.38,57.2,6.2,1.7,83.7,8.18,0.4
5/7/2017,1:30,16.1,2245,-98.6,8.38,56.67,6.2,1.7,83.5,8.17,0.4
5/7/2017,1:45,16.08,2246,-98.7,8.38,56.08,6.4,1.7,83.5,8.17,0.4
5/7/2017,2:00,16.07,2246,-98.5,8.38,53.98,6.3,1.7,83.3,8.15,0.4
5/7/2017,2:15,16.07,2246,-98.5,8.38,54.46,6.4,1.7,83.1,8.14,0.4
5/7/2017,2:30,16.05,2244,-98.4,8.38,54.08,6.3,1.7,83,8.13,0.4
5/7/2017,2:45,16.02,2244,-98.4,8.38,53.29,6.3,1.7,83,8.13,0.4
5/7/2017,3:00,15.99,2246,-98.2,8.37,52.24,6.5,1.7,82.7,8.11,0.4
5/7/2017,3:15,15.96,2248,-98.1,8.37,53.55,6.4,1.7,82.4,8.08,0.4
5/7/2017,3:30,15.93,2250,-98.1,8.37,51.76,6.8,1.8,82.5,8.1,0.4
5/7/2017,3:45,15.9,2251,-98.1,8.37,53.2,6.6,1.8,82.4,8.09,0.4
5/7/2017,4:00,15.87,2253,-98,8.37,50.45,6.5,1.8,82.2,8.08,0.4
5/7/2017,4:15,15.84,2255,-97.9,8.37,52.05,6.7,1.8,81.9,8.05,0.4
5/7/2017,4:30,15.8,2257,-97.8,8.37,51.96,6.9,1.8,81.7,8.04,0.4
5/7/2017,4:45,15.74,2258,-97.8,8.37,51.85,6.6,1.8,81.7,8.05,0.4
5/7/2017,5:00,15.66,2259,-97.9,8.37,50.18,6.4,1.7,81.8,8.08,0.4
5/7/2017,5:15,15.58,2260,-98,8.37,50.03,6.4,1.7,82.1,8.12,0.4
5/7/2017,5:30,15.49,2260,-98.3,8.38,49.05,6.3,1.7,82.3,8.16,0.4
5/7/2017,5:45,15.45,2258,-98.3,8.38,47.2,6.5,1.8,82.5,8.18,0.4
5/7/2017,6:00,15.38,2256,-98.4,8.38,49.3,6.6,1.8,82.5,8.2,0.4
5/7/2017,6:15,15.32,2254,-98.4,8.38,49.59,6.4,1.7,82.5,8.2,0.4
5/7/2017,6:30,15.26,2251,-98.4,8.38,50.04,6.1,1.6,82.4,8.21,0.4
5/7/2017,6:45,15.19,2249,-98.4,8.38,47.45,6,1.6,82.4,8.22,0.4
5/7/2017,7:00,15.17,2247,-98.5,8.38,48.02,6.1,1.6,82.2,8.2,0.4
5/7/2017,7:15,15.05,2245,-98.2,8.38,47.87,5.9,1.6,81.9,8.2,0.4
5/7/2017,7:30,14.91,2244,-98.2,8.38,43.92,5.8,1.6,81.8,8.21,0.4
5/7/2017,7:45,14.86,2246,-98.1,8.38,46.14,5.8,1.6,81.8,8.21,0.4
5/7/2017,8:00,14.8,2244,-98.1,8.38,45.41,5.8,1.5,81.8,8.23,0.4
5/7/2017,8:15,14.77,2241,-98.2,8.38,42.45,5.7,1.5,81.8,8.24,0.4
5/7/2017,8:30,14.76,2234,-98.4,8.38,41.22,5.7,1.5,82,8.26,0.4
5/7/2017,8:45,14.83,2229,-98.7,8.39,37.69,5.8,1.5,82.2,8.26,0.4
5/7/2017,9:00,14.9,2228,-98.7,8.39,36.47,5.6,1.5,82.1,8.24,0.3
5/7/2017,9:15,14.97,2228,-98.6,8.39,36.22,5.4,1.4,82,8.22,0.3
5/7/2017,9:30,14.98,2227,-98.5,8.38,36.76,5.2,1.4,82.3,8.24,0.3
5/7/2017,9:45,15.01,2225,-98.5,8.38,35.35,5.3,1.4,82.4,8.25,0.3
5/7/2017,10:00,15.06,2222,-98.5,8.38,34.22,5.2,1.4,82.7,8.27,0.3
5/7/2017,10:15,15.12,2220,-98.5,8.38,33.58,5.1,1.4,82.8,8.27,0.3
5/7/2017,10:30,15.2,2219,-98.6,8.38,31.82,4.8,1.3,83.1,8.29,0.3
5/7/2017,10:45,15.66,2216,-98.5,8.38,30.31,4.3,1.1,83.6,8.25,0.3
5/7/2017,11:00,15.97,2218,-98.5,8.38,29.46,3.9,1,84.2,8.26,0.3
5/7/2017,11:15,15.95,2218,-98,8.37,28.74,3.7,1,83.9,8.24,0.3
5/7/2017,11:30,15.98,2218,-97.8,8.37,28.57,3.8,1,83.8,8.22,0.3
5/7/2017,11:45,15.93,2219,-97.7,8.37,28.08,3.9,1,83.6,8.21,0.3
5/7/2017,12:00,16.02,2219,-97.7,8.37,27.82,3.8,1,83.7,8.2,0.2
5/7/2017,12:15,16.15,2221,-97.8,8.37,27.5,3.7,1,84,8.21,0.3
5/7/2017,12:30,16.16,2221,-98,8.37,27.29,3.9,1,84.1,8.22,0.2
5/7/2017,12:45,16.16,2220,-98.1,8.37,26.06,3.9,1,84.2,8.22,0.3
5/7/2017,13:00,16.26,2222,-98.2,8.37,26.41,3.7,1,84.6,8.25,0.2
5/7/2017,13:15,16.22,2220,-98.2,8.37,25.57,3.8,1,84.4,8.23,0.2
5/7/2017,13:30,16.28,2218,-98.3,8.37,24.64,3.6,0.9,84.5,8.23,0.2
5/7/2017,13:45,16.3,2217,-98.3,8.37,24.2,3.4,0.9,84.5,8.23,0.2
5/7/2017,14:00,16.25,2213,-98.3,8.37,22.95,3.5,0.9,84.1,8.21,0.2
5/7/2017,14:15,16.56,2217,-98.5,8.38,23.27,3.2,0.9,85.1,8.24,0.2
5/7/2017,14:30,16.59,2218,-98.4,8.38,22.83,3.4,0.9,84.6,8.2,0.2
5/7/2017,14:45,16.65,2215,-98.7,8.38,23.3,3.4,0.9,85,8.22,0.2
5/7/2017,15:00,16.86,2207,-99,8.38,23.24,3.6,0.9,85.4,8.22,0.2
5/7/2017,15:15,16.99,2217,-99.1,8.38,23.62,3.5,0.9,86.2,8.28,0.2
5/7/2017,15:30,17.03,2215,-99.2,8.39,23.58,3.7,1,86.8,8.32,0.2
5/7/2017,15:45,17.35,2221,-99.3,8.39,24.32,3.7,1,87.1,8.3,0.2
5/7/2017,16:00,16.7,2215,-99.2,8.39,23.62,3.9,1,86.3,8.34,0.3
5/7/2017,16:15,17.31,2225,-99.4,8.39,24.59,3.9,1,87.9,8.39,0.2
5/7/2017,16:30,17.25,2220,-99.4,8.39,23.42,3.9,1,88.3,8.43,0.2
5/7/2017,16:45,16.96,2213,-99.2,8.39,23.26,4,1.1,87.7,8.43,0.2
5/7/2017,17:00,17.11,2215,-99.4,8.39,23.27,4.1,1.1,88.1,8.44,0.2
5/7/2017,17:15,16.83,2216,-99.2,8.39,23.62,4.2,1.1,87.5,8.43,0.2
5/7/2017,17:30,17.85,2222,-99.5,8.39,21.1,4.3,1.1,89.3,8.43,0.3
5/7/2017,17:45,17.55,2213,-99.7,8.39,22.27,4.3,1.1,88.5,8.39,0.2
5/7/2017,18:00,17.55,2219,-100,8.4,32.63,4.3,1.1,89,8.45,0.2
5/7/2017,18:15,17.85,2228,-99.9,8.4,21.08,4.4,1.2,90,8.49,0.2
5/7/2017,18:30,17.5,2223,-99.3,8.39,21.3,4.7,1.2,88.6,8.42,0.3
5/7/2017,18:45,17.01,2221,-98.8,8.38,20.84,4.7,1.3,86.7,8.32,0.2
5/7/2017,19:00,16.83,2221,-98.9,8.38,21.29,4.8,1.3,86,8.28,0.2
5/7/2017,19:15,16.75,2220,-98.9,8.38,21.91,4.8,1.3,85.8,8.28,0.3
5/7/2017,19:30,16.69,2220,-99,8.38,24.07,4.8,1.3,85.5,8.26,0.3
5/7/2017,19:45,16.64,2220,-99.1,8.39,24.5,5,1.3,85.2,8.24,0.3
5/7/2017,20:00,16.61,2220,-99.2,8.39,31.38,5.3,1.4,85,8.23,0.3
5/7/2017,20:15,16.61,2220,-99.4,8.39,35.62,4.4,1.2,84.9,8.22,0.3
5/7/2017,20:30,16.6,2220,-99.3,8.39,47.39,5.9,1.6,84.8,8.2,0.4
5/7/2017,20:45,16.59,2220,-99.3,8.39,49.85,6.3,1.7,84.6,8.19,0.4
5/7/2017,21:00,16.59,2220,-99.2,8.39,54.58,6.7,1.8,84.5,8.19,0.4
