Date (mm.dd.yyyy),Time 24hr,Temp C,Sp Cond (uS/cm),pH (mV),pH,Trubidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU
10/26/2017,4:15,10.26,2092,-107,8.56,32.99,11.4,3.1,81.2,9.04,0.7
10/26/2017,4:30,10.24,2093,-107.1,8.56,33.97,10.8,2.9,81.2,9.06,0.6
10/26/2017,4:45,10.2,2094,-107.2,8.56,33.79,10.7,2.9,81.2,9.06,0.7
10/26/2017,5:00,10.18,2093,-107.1,8.56,33.55,11,3,81.1,9.06,0.7
10/26/2017,5:15,10.18,2093,-107,8.56,34.18,11.4,3.1,80.8,9.02,0.7
10/26/2017,5:30,10.17,2094,-107,8.56,35.05,10.9,3,80.8,9.03,0.6
10/26/2017,5:45,10.13,2094,-107.1,8.56,34.04,10.8,2.9,80.9,9.04,0.6
10/26/2017,6:00,10.11,2094,-107,8.56,34.71,10.7,2.9,80.9,9.04,0.6
10/26/2017,6:15,10.11,2094,-107,8.56,32.44,10.5,2.8,80.6,9.02,0.6
10/26/2017,6:30,10.07,2094,-106.9,8.56,33.99,10.7,2.9,80.6,9.02,0.6
10/26/2017,6:45,10.05,2094,-106.9,8.56,33.93,10.6,2.9,80.4,9.01,0.6
10/26/2017,7:00,10.07,2094,-106.9,8.56,33.81,11,3,80.4,9,0.7
10/26/2017,7:15,10.05,2094,-106.8,8.56,33.74,10.8,2.9,80.3,8.99,0.6
10/26/2017,7:30,10.04,2094,-106.8,8.56,33.83,10.6,2.9,80.3,8.99,0.6
10/26/2017,7:45,10.02,2094,-106.9,8.56,33.74,11.1,3,80.3,8.99,0.7
10/26/2017,8:00,10.01,2094,-106.9,8.56,34.41,10.5,2.8,80.2,8.99,0.6
10/26/2017,8:15,10,2095,-106.9,8.56,34.33,10.4,2.8,80.2,9,0.6
10/26/2017,8:30,9.97,2094,-106.9,8.56,34.07,10.3,2.8,80.3,9,0.6
10/26/2017,8:45,9.99,2095,-106.9,8.56,34.37,10.4,2.8,80.2,9,0.6
10/26/2017,9:00,9.95,2094,-107.2,8.56,32.64,9.9,2.7,80.8,9.07,0.6
10/26/2017,9:15,9.95,2094,-107,8.56,33.19,10.4,2.8,80.5,9.03,0.6
10/26/2017,9:30,9.96,2094,-106.9,8.56,32.89,11.1,3,80.4,9.03,0.6
10/26/2017,9:45,9.96,2094,-106.9,8.56,32.99,10.7,2.9,80.3,9.01,0.6
10/26/2017,10:00,9.96,2094,-106.9,8.56,32.85,11.6,3.1,80.2,9,0.7
10/26/2017,10:15,9.97,2094,-106.9,8.56,33.56,10,2.7,80.4,9.02,0.6
10/26/2017,10:30,9.97,2094,-107.2,8.56,32.24,10.8,2.9,80.8,9.06,0.6
10/26/2017,10:45,9.97,2094,-107,8.56,33.55,11.6,3.1,80.2,9,0.6
10/26/2017,11:00,9.98,2094,-107.1,8.56,32.75,10.7,2.9,80.4,9.02,0.6
10/26/2017,11:15,9.99,2094,-107.1,8.56,33.36,10.9,2.9,80.6,9.04,0.7
10/26/2017,11:30,10,2093,-107.2,8.56,32.88,10.7,2.9,80.5,9.03,0.6
10/26/2017,11:45,10.02,2094,-107.2,8.56,30.47,10.1,2.7,80.2,8.99,0.6
10/26/2017,12:00,10.02,2093,-107.2,8.56,31.14,10.7,2.9,80.2,8.98,0.6
10/26/2017,12:15,10.05,2093,-107.1,8.56,30.61,9.9,2.7,80,8.96,0.6
10/26/2017,12:30,10.13,2095,-107.4,8.57,30.51,10,2.7,80.3,8.98,0.6
10/26/2017,12:45,10.21,2094,-107.6,8.57,29.47,9.8,2.7,81.3,9.07,0.6
10/26/2017,13:00,10.32,2096,-107.7,8.57,29.89,8.9,2.4,81.1,9.02,0.6
10/26/2017,13:15,10.47,2093,-107.8,8.57,29.97,8.9,2.4,82.1,9.11,0.6
10/26/2017,13:30,10.48,2092,-107.8,8.57,28.78,9,2.4,82.5,9.15,0.6
10/26/2017,13:45,10.43,2093,-108,8.58,29.98,9.6,2.6,82.3,9.13,0.5
10/26/2017,14:00,10.33,2091,-107.9,8.57,29.4,9.8,2.6,81.4,9.06,0.6
10/26/2017,14:15,10.36,2092,-108.1,8.58,29.65,9.7,2.6,82.2,9.14,0.6
10/26/2017,14:30,10.55,2096,-108.3,8.58,29.36,9.5,2.6,82.8,9.17,0.5
10/26/2017,14:45,10.73,2090,-108.5,8.58,29.27,9.8,2.7,83.8,9.23,0.6
10/26/2017,15:00,10.51,2091,-108.5,8.58,29.69,10,2.7,83.7,9.28,0.6
10/26/2017,15:15,10.4,2092,-108.5,8.58,29.35,9.6,2.6,83.5,9.27,0.6
10/26/2017,15:30,10.71,2094,-108.4,8.58,32.28,9.2,2.5,84.7,9.34,0.5
10/26/2017,15:45,10.62,2094,-108.2,8.58,32.9,9.1,2.5,83.9,9.27,0.6
10/26/2017,16:00,10.54,2094,-107.9,8.57,41.44,9.2,2.5,83.2,9.21,0.6
10/26/2017,16:15,10.54,2094,-107.8,8.57,48.09,9.3,2.5,83.1,9.21,0.6
10/26/2017,16:30,10.54,2094,-107.9,8.57,52.83,9.4,2.5,83.3,9.22,0.7
10/26/2017,16:45,10.54,2095,-107.8,8.57,64.42,9.9,2.7,83.3,9.23,0.7
10/26/2017,17:00,10.54,2095,-107.8,8.57,68.71,10.1,2.7,83.3,9.22,0.7
10/26/2017,17:15,10.54,2095,-107.7,8.57,67.1,10.1,2.7,83.3,9.22,0.7
10/26/2017,17:30,10.54,2095,-107.7,8.57,66.58,10.2,2.8,83.3,9.23,0.7
10/26/2017,17:45,10.54,2095,-107.7,8.57,68.53,10.3,2.8,83.3,9.22,0.7
10/26/2017,18:00,10.53,2095,-107.7,8.57,67.09,10.5,2.8,83.3,9.22,0.7
10/26/2017,18:15,10.51,2096,-107.7,8.57,64.76,10.2,2.8,83.2,9.22,0.7
10/26/2017,18:30,10.47,2097,-107.7,8.57,60.3,10.3,2.8,83.2,9.23,0.7
10/26/2017,18:45,10.46,2097,-107.6,8.57,59.54,10.4,2.8,83.1,9.21,0.7
10/26/2017,19:00,10.46,2097,-107.6,8.57,59.6,11,3,83.1,9.22,0.7
10/26/2017,19:15,10.47,2097,-107.6,8.57,60.25,11,3,83.1,9.21,0.7
10/26/2017,19:30,10.46,2097,-107.6,8.57,61.74,11,3,83,9.21,0.7
10/26/2017,19:45,10.44,2097,-107.6,8.57,63.13,11.7,3.2,82.9,9.2,0.7
10/26/2017,20:00,10.43,2097,-107.5,8.57,63.85,11,3,82.8,9.18,0.7
10/26/2017,20:15,10.42,2097,-107.5,8.57,63.05,11,3,82.6,9.17,0.7
10/26/2017,20:30,10.41,2097,-107.5,8.57,64.2,10.9,3,82.6,9.18,0.7
10/26/2017,20:45,10.41,2097,-107.5,8.57,68.02,11.1,3,82.7,9.18,0.7
10/26/2017,21:00,10.4,2098,-107.6,8.57,66.01,11.1,3,82.7,9.19,0.8
10/26/2017,21:15,10.41,2098,-107.7,8.57,66,11,3,82.8,9.2,0.7
10/26/2017,21:30,10.43,2098,-107.7,8.57,67,11,3,82.9,9.2,0.7
10/26/2017,21:45,10.45,2097,-107.7,8.57,67.98,11.1,3,82.9,9.19,0.7
10/26/2017,22:00,10.44,2097,-107.7,8.57,67.41,11.1,3,82.8,9.19,0.7
10/26/2017,22:15,10.44,2097,-107.7,8.57,66.97,11.1,3,82.8,9.19,0.7
10/26/2017,22:30,10.44,2096,-107.7,8.57,66.9,11.2,3,82.7,9.18,0.7
10/26/2017,22:45,10.43,2096,-107.7,8.57,67.43,11.1,3,82.7,9.18,0.8
10/26/2017,23:00,10.42,2096,-107.7,8.57,67.14,11.1,3,82.7,9.18,0.7
10/26/2017,23:15,10.4,2096,-107.7,8.57,65.48,11.2,3,82.6,9.18,0.8
10/26/2017,23:30,10.4,2096,-107.6,8.57,67.47,11.4,3.1,82.5,9.17,0.7
10/26/2017,23:45,10.38,2096,-107.6,8.57,68.17,11.8,3.2,82.5,9.17,0.8
10/27/2017,0:00,10.36,2096,-107.6,8.57,66.64,11.2,3,82.4,9.16,0.8
10/27/2017,0:15,10.33,2095,-107.6,8.57,65.2,11.4,3.1,82.3,9.16,0.7
10/27/2017,0:30,10.3,2095,-107.6,8.57,64.43,11.4,3.1,82.3,9.16,0.7
10/27/2017,0:45,10.29,2095,-107.6,8.57,62,11.5,3.1,82.2,9.16,0.7
10/27/2017,1:00,10.21,2096,-107.6,8.57,59.9,11.3,3,82.1,9.15,0.7
10/27/2017,1:15,10.31,2096,-107.5,8.57,62.96,11.4,3.1,82.2,9.15,0.7
10/27/2017,1:30,10.28,2095,-107.5,8.57,63.12,12.6,3.4,82.1,9.14,0.7
10/27/2017,1:45,10.22,2096,-107.6,8.57,56.16,11.4,3.1,82,9.15,0.7
10/27/2017,2:00,10.23,2097,-107.6,8.57,57.57,11.5,3.1,82,9.15,0.7
10/27/2017,2:15,10.24,2096,-107.5,8.57,57.64,11.3,3.1,82,9.15,0.7
10/27/2017,2:30,10.24,2096,-107.5,8.57,57.79,11.4,3.1,82,9.15,0.8
10/27/2017,2:45,10.23,2096,-107.5,8.57,56.28,11.2,3,82,9.14,0.7
10/27/2017,3:00,10.21,2096,-107.4,8.57,55.94,11.3,3,81.9,9.13,0.7
10/27/2017,3:15,10.19,2096,-107.4,8.57,54.51,11.1,3,81.9,9.14,0.7
10/27/2017,3:30,10.18,2097,-107.4,8.57,53.96,11.2,3,81.8,9.13,0.7
10/27/2017,3:45,10.14,2097,-107.4,8.57,53.52,11.3,3,81.7,9.13,0.7
10/27/2017,4:00,10.11,2098,-107.4,8.57,52.98,11.3,3.1,81.7,9.13,0.7
10/27/2017,4:15,10.08,2097,-107.3,8.56,52.32,11.1,3,81.5,9.12,0.7
10/27/2017,4:30,10.04,2098,-107.3,8.56,56.4,11.2,3,81.5,9.13,0.7
10/27/2017,4:45,10.02,2098,-107.2,8.56,51.09,11.5,3.1,81.3,9.11,0.8
10/27/2017,5:00,9.98,2098,-107.2,8.56,50.64,11.2,3,81.1,9.1,0.7
10/27/2017,5:15,9.94,2098,-107.1,8.56,50.1,11.5,3.1,81.1,9.1,0.7
10/27/2017,5:30,9.93,2098,-107,8.56,51.42,11.8,3.2,81,9.1,0.7
10/27/2017,5:45,9.92,2098,-106.9,8.56,49.53,11.9,3.2,80.9,9.09,0.8
10/27/2017,6:00,9.85,2089,-107.4,8.57,46.99,31.5,8.6,81.3,9.15,0.7
10/27/2017,6:15,9.85,2094,-107.2,8.56,50.19,11.1,3,81.1,9.13,0.7
10/27/2017,6:30,9.85,2098,-106.9,8.56,51.9,11.2,3,80.9,9.1,0.7
10/27/2017,6:45,9.87,2099,-106.8,8.56,53.43,11.4,3.1,80.8,9.08,0.7
10/27/2017,7:00,9.83,2100,-106.8,8.56,51.62,11.2,3,80.7,9.08,0.7
10/27/2017,7:15,9.84,2100,-106.7,8.56,51.85,11.7,3.2,80.6,9.07,0.7
10/27/2017,7:30,9.8,2100,-106.8,8.56,50.68,11.3,3.1,80.5,9.07,0.7
10/27/2017,7:45,9.79,2100,-106.8,8.56,50.65,11.3,3.1,80.5,9.07,0.7
10/27/2017,8:00,9.81,2100,-106.7,8.56,52.37,11.7,3.2,80.4,9.05,0.7
10/27/2017,8:15,9.77,2100,-106.7,8.56,50.29,11.3,3.1,80.3,9.06,0.7
10/27/2017,8:30,9.77,2099,-106.7,8.56,50.71,11.9,3.2,80.3,9.06,0.7
10/27/2017,8:45,9.79,2099,-106.6,8.55,51.72,11.1,3,80.3,9.05,0.7
10/27/2017,9:00,9.74,2099,-106.8,8.56,48.25,10.9,3,80.5,9.08,0.7
10/27/2017,9:15,9.77,2099,-106.8,8.56,48.63,11.4,3.1,80.6,9.08,0.7
10/27/2017,9:30,9.78,2099,-106.8,8.56,49.74,11.2,3,80.5,9.07,0.7
10/27/2017,9:45,9.79,2099,-106.8,8.56,49.11,11.5,3.1,80.6,9.08,0.7
10/27/2017,10:00,9.8,2099,-106.9,8.56,47.89,11.4,3.1,80.8,9.1,0.7
10/27/2017,10:15,9.81,2099,-107.1,8.56,46.44,11.5,3.1,81,9.12,0.7
10/27/2017,10:30,9.82,2099,-107.1,8.56,46.03,11.4,3.1,81,9.12,0.7
10/27/2017,10:45,9.83,2099,-106.9,8.56,46.01,11.5,3.1,81,9.11,0.7
10/27/2017,11:00,9.84,2098,-107,8.56,45.73,11.7,3.2,81.1,9.13,0.7
10/27/2017,11:15,9.84,2098,-107.1,8.56,43.94,11.7,3.2,81.3,9.15,0.8
10/27/2017,11:30,9.86,2097,-107.2,8.56,43.03,11.9,3.2,81.3,9.14,0.8
10/27/2017,11:45,9.89,2097,-107.5,8.57,42.97,11.9,3.2,82.1,9.23,0.7
10/27/2017,12:00,9.91,2096,-107.6,8.57,43.35,11.4,3.1,81.6,9.17,0.7
10/27/2017,12:15,10.05,2095,-107.8,8.57,39.74,10.7,2.9,81.9,9.18,0.7
10/27/2017,12:30,10.03,2094,-107.8,8.57,41.17,10.5,2.8,81.9,9.17,0.7
10/27/2017,12:45,9.9,2096,-107.7,8.57,42.7,12.2,3.3,82.5,9.27,0.8
10/27/2017,13:00,10.24,2095,-108.3,8.58,38.81,10.8,2.9,83.3,9.28,0.7
10/27/2017,13:15,10.09,2094,-108.2,8.58,38.27,10.4,2.8,82.5,9.23,0.6
10/27/2017,13:30,10.02,2094,-108.2,8.58,39.54,10.9,2.9,82,9.19,0.7
10/27/2017,13:45,10.04,2093,-108.1,8.58,39.95,11,3,82.7,9.26,0.7
10/27/2017,14:00,10.07,2093,-108.4,8.58,40.88,11.5,3.1,82.7,9.26,0.7
10/27/2017,14:15,10.04,2091,-108.2,8.58,40.38,11.1,3,82.4,9.23,0.7
10/27/2017,14:30,10.05,2091,-108.4,8.58,40.2,10.5,2.8,83.1,9.3,0.7
10/27/2017,14:45,10.06,2089,-108.6,8.59,39.37,10,2.7,83.4,9.34,0.6
10/27/2017,15:00,10.05,2089,-108.6,8.59,39.8,10.1,2.7,83.3,9.33,0.7
10/27/2017,15:15,10.09,2088,-108.6,8.59,39.65,11.1,3,83.4,9.34,0.7
10/27/2017,15:30,10.1,2086,-108.8,8.59,38.53,10.3,2.8,83.8,9.38,0.6
10/27/2017,15:45,10.09,2087,-108.7,8.59,37.91,10.7,2.9,83.5,9.34,0.7
10/27/2017,16:00,10.09,2086,-108.8,8.59,37.6,10.9,2.9,84.1,9.41,0.7
10/27/2017,16:15,10.09,2084,-108.7,8.59,37.39,10.3,2.8,83.7,9.36,0.7
10/27/2017,16:30,10.06,2084,-108.9,8.59,37.68,10.8,2.9,83.3,9.33,0.7
10/27/2017,16:45,10.08,2082,-108.9,8.59,36.5,10,2.7,83.2,9.31,0.6
10/27/2017,17:00,10.06,2079,-108.7,8.59,36.55,8.8,2.4,83,9.29,0.6
10/27/2017,17:15,10.11,2079,-109,8.59,35.48,10.6,2.9,83.7,9.37,0.7
10/27/2017,17:30,10.07,2078,-109,8.6,38.03,13,3.5,84.8,9.49,0.8
10/27/2017,17:45,9.97,2082,-108.1,8.58,45.3,11.4,3.1,83.1,9.33,0.7
10/27/2017,18:00,10.27,2084,-108.4,8.58,39.27,10.5,2.9,84.4,9.4,0.7
10/27/2017,18:15,10.01,2080,-107.7,8.57,37.86,11.1,3,82,9.19,0.7
10/27/2017,18:30,10.23,2085,-107.7,8.57,37.45,10.9,2.9,82.7,9.22,0.6
10/27/2017,18:45,10.38,2083,-108.1,8.58,38.48,11,3,83.6,9.29,0.6
10/27/2017,19:00,10.34,2083,-108,8.57,39.59,11.2,3,83.1,9.24,0.6
10/27/2017,19:15,10.36,2083,-108,8.58,39.1,11.2,3,83.3,9.26,0.7
10/27/2017,19:30,10.34,2082,-108,8.57,39,11.2,3,83.2,9.26,0.7
10/27/2017,19:45,10.3,2081,-107.9,8.57,40.09,11.4,3.1,82.9,9.23,0.7
10/27/2017,20:00,10.27,2080,-107.8,8.57,41.01,11.3,3.1,82.6,9.2,0.7
10/27/2017,20:15,10.25,2080,-107.7,8.57,42.92,11.5,3.1,82.4,9.18,0.7
10/27/2017,20:30,10.24,2080,-107.6,8.57,45.93,11.6,3.1,82.2,9.17,0.7
10/27/2017,20:45,10.23,2080,-107.6,8.57,46.49,11.4,3.1,82.2,9.16,0.7
10/27/2017,21:00,10.22,2080,-107.6,8.57,46.99,11.4,3.1,82.1,9.16,0.7
10/27/2017,21:15,10.21,2080,-107.6,8.57,46.51,11.5,3.1,82.1,9.16,0.7
10/27/2017,21:30,10.2,2080,-107.6,8.57,45.98,11.6,3.1,82.1,9.17,0.7
10/27/2017,21:45,10.19,2080,-107.5,8.57,46.04,11.8,3.2,82,9.16,0.7
10/27/2017,22:00,10.16,2080,-107.5,8.57,45.49,11.6,3.1,82,9.16,0.7
10/27/2017,22:15,10.15,2081,-107.5,8.57,45.5,11.8,3.2,82,9.16,0.7
10/27/2017,22:30,10.14,2082,-107.4,8.57,46.17,11.7,3.2,81.9,9.15,0.7
10/27/2017,22:45,10.14,2082,-107.4,8.57,46.28,11.8,3.2,81.8,9.15,0.7
10/27/2017,23:00,10.15,2082,-107.4,8.57,47.77,12,3.3,81.8,9.14,0.7
10/27/2017,23:15,10.12,2082,-107.3,8.56,46.09,11.8,3.2,81.6,9.13,0.7
10/27/2017,23:30,10.11,2082,-107.4,8.57,45.99,11.9,3.2,81.6,9.13,0.8
10/27/2017,23:45,10.07,2081,-107.3,8.57,44.72,11.8,3.2,81.5,9.13,0.7
10/28/2017,0:00,10.08,2081,-107.3,8.57,45.56,11.9,3.2,81.6,9.13,0.7
10/28/2017,0:15,10.07,2081,-107.3,8.56,45.13,12.2,3.3,81.4,9.11,0.7
10/28/2017,0:30,10.1,2081,-107.3,8.56,46.8,12.2,3.3,81.4,9.11,0.8
10/28/2017,0:45,10.06,2080,-107.3,8.56,45.88,12,3.3,81.4,9.11,0.7
10/28/2017,1:00,10.03,2081,-107.2,8.56,44.19,11.7,3.2,81.2,9.1,0.7
10/28/2017,1:15,10.03,2080,-107.3,8.56,44.23,12.1,3.3,81.3,9.11,0.7
10/28/2017,1:30,10.01,2080,-107.2,8.56,47.14,12.2,3.3,81.2,9.1,0.8
10/28/2017,1:45,10.01,2080,-107.2,8.56,43.92,12.2,3.3,81.1,9.09,0.8
10/28/2017,2:00,10,2079,-107.2,8.56,43.96,12.1,3.3,80.9,9.07,0.8
10/28/2017,2:15,9.99,2080,-107.2,8.56,43.68,13.3,3.6,81,9.08,0.7
10/28/2017,2:30,9.95,2079,-107.2,8.56,39.02,12.3,3.3,80.8,9.07,0.8
10/28/2017,2:45,9.94,2079,-107.2,8.56,41.91,12.3,3.3,80.8,9.07,0.8
10/28/2017,3:00,9.95,2079,-107.1,8.56,43.14,12,3.3,80.8,9.07,0.8
10/28/2017,3:15,9.94,2079,-107.1,8.56,43.17,11.7,3.2,80.7,9.06,0.7
10/28/2017,3:30,9.92,2078,-107.1,8.56,43.36,12.9,3.5,80.6,9.05,0.8
10/28/2017,3:45,9.91,2078,-107.1,8.56,42.04,12.2,3.3,80.6,9.05,0.8
10/28/2017,4:00,9.9,2077,-107.1,8.56,42.15,11.8,3.2,80.5,9.05,0.7
10/28/2017,4:15,9.89,2076,-107.1,8.56,42.76,12,3.3,80.3,9.03,0.7
10/28/2017,4:30,9.87,2077,-107.1,8.56,40.81,12,3.2,80.2,9.02,0.8
10/28/2017,4:45,9.87,2075,-107,8.56,41.49,12.1,3.3,80.1,9.01,0.8
10/28/2017,5:00,9.86,2075,-106.9,8.56,42.15,11.9,3.2,79.9,8.99,0.8
10/28/2017,5:15,9.85,2075,-106.9,8.56,39.32,13.3,3.6,79.7,8.96,0.9
10/28/2017,5:30,9.83,2074,-106.8,8.56,39.24,12,3.3,79.6,8.96,0.7
10/28/2017,5:45,9.82,2074,-106.8,8.56,38.99,12.4,3.4,79.4,8.94,1
10/28/2017,6:00,9.8,2073,-106.9,8.56,42.99,12.6,3.4,79.7,8.98,0.9
10/28/2017,6:15,9.82,2073,-106.7,8.56,42.99,13.5,3.7,79.1,8.91,1
10/28/2017,6:30,9.79,2073,-106.7,8.56,39.55,11.4,3.1,78.9,8.89,0.8
10/28/2017,6:45,9.78,2071,-106.7,8.56,40.35,17.3,4.7,78.8,8.88,0.9
10/28/2017,7:00,9.74,2072,-106.8,8.56,41.39,15.8,4.3,79.4,8.95,0.8
10/28/2017,7:15,9.74,2071,-106.7,8.56,41.31,11.9,3.2,79.2,8.93,0.7
10/28/2017,7:30,9.68,2070,-106.7,8.56,40.35,12.3,3.3,79.1,8.94,0.8
10/28/2017,7:45,9.64,2069,-106.6,8.56,39.47,11.8,3.2,78.9,8.92,0.7
10/28/2017,8:00,9.66,2068,-106.7,8.56,40.17,12,3.3,79,8.93,0.7
10/28/2017,8:15,9.66,2068,-106.6,8.55,41.18,11.2,3,78.9,8.91,0.7
10/28/2017,8:30,9.64,2067,-106.6,8.55,40.54,11.6,3.1,78.7,8.9,0.7
10/28/2017,8:45,9.62,2067,-106.6,8.55,39.35,10.8,2.9,78.8,8.91,0.7
10/28/2017,9:00,9.61,2068,-106.6,8.55,40,10.7,2.9,78.8,8.91,0.7
10/28/2017,9:15,9.62,2068,-106.5,8.55,39.16,11,3,78.6,8.9,0.7
10/28/2017,9:30,9.64,2068,-106.4,8.55,39.54,10.8,2.9,78.4,8.86,0.7
10/28/2017,9:45,9.59,2065,-106.5,8.55,37.77,10.5,2.8,78.7,8.91,0.7
10/28/2017,10:00,9.6,2065,-106.6,8.55,37.29,10.9,2.9,78.7,8.91,0.7
10/28/2017,10:15,9.6,2064,-106.7,8.56,37.35,10.6,2.9,79.1,8.95,0.7
10/28/2017,10:30,9.6,2064,-106.7,8.56,37.52,10.5,2.9,79.1,8.95,0.7
10/28/2017,10:45,9.63,2064,-106.8,8.56,36.45,10.7,2.9,79.4,8.98,0.6
10/28/2017,11:00,9.59,2066,-106.7,8.56,36.86,10.9,2.9,79.1,8.95,0.7
10/28/2017,11:15,9.6,2068,-106.7,8.56,36.71,10.8,2.9,79.2,8.97,0.7
10/28/2017,11:30,9.64,2070,-106.7,8.56,36.26,10.7,2.9,79.4,8.98,0.7
10/28/2017,11:45,9.64,2072,-106.7,8.56,36.7,10.7,2.9,79.5,8.99,0.7
10/28/2017,12:00,9.64,2073,-106.7,8.56,35.89,10.6,2.9,79.7,9.01,0.7
10/28/2017,12:15,9.66,2073,-106.7,8.56,35.67,10.6,2.9,79.9,9.03,0.7
10/28/2017,12:30,9.63,2074,-106.6,8.55,35.45,10.9,2.9,79.8,9.02,0.7
10/28/2017,12:45,9.74,2081,-106.6,8.55,34.4,10.5,2.8,81.2,9.16,0.7
10/28/2017,13:00,9.7,2081,-106.6,8.55,34.48,10.7,2.9,80.8,9.12,0.7
10/28/2017,13:15,9.81,2087,-106.5,8.55,32.39,9.8,2.7,81.5,9.18,0.6
10/28/2017,13:30,9.78,2082,-106.6,8.55,34.03,10.2,2.8,80.9,9.11,0.7
10/28/2017,13:45,9.82,2088,-106.5,8.55,33.18,10.4,2.8,81.7,9.2,0.7
10/28/2017,14:00,10.02,2084,-106.5,8.55,32.8,9.9,2.7,81.8,9.17,0.6
10/28/2017,14:15,10.25,2089,-106.3,8.55,31.07,9.1,2.5,82.3,9.17,0.6
10/28/2017,14:30,9.99,2086,-106.4,8.55,32.35,9.4,2.5,81.2,9.11,0.6
10/28/2017,14:45,10.28,2096,-106.4,8.55,32.46,9.1,2.5,82.1,9.14,0.6
10/28/2017,15:00,10.19,2089,-106.3,8.55,33.11,9.9,2.7,81.9,9.14,0.7
10/28/2017,15:15,9.86,2090,-106.6,8.55,33.55,10.4,2.8,82.6,9.29,0.7
10/28/2017,15:30,10.01,2091,-106.6,8.55,33.63,9.8,2.7,83.2,9.32,0.6
10/28/2017,15:45,10.1,2095,-106.8,8.55,31.69,10.4,2.8,83.1,9.29,0.7
10/28/2017,16:00,10.09,2088,-106.9,8.56,31.83,9.6,2.6,83,9.28,0.6
10/28/2017,16:15,10.09,2090,-107.1,8.56,31.84,9.6,2.6,83.5,9.34,0.6
10/28/2017,16:30,10.19,2091,-107.1,8.56,30.54,10.4,2.8,83.8,9.35,0.7
10/28/2017,16:45,10.23,2090,-107,8.56,32.33,10,2.7,83.5,9.31,0.7
10/28/2017,17:00,9.95,2091,-106.8,8.56,34.24,10.9,2.9,83.7,9.4,0.7
10/28/2017,17:15,10.01,2092,-106.9,8.56,33,10.9,2.9,83.7,9.39,0.7
10/28/2017,17:30,10,2094,-106.7,8.55,32.3,11.4,3.1,83.6,9.37,0.7
10/28/2017,17:45,10.05,2095,-106.6,8.55,32.16,10,2.7,83.7,9.38,0.6
10/28/2017,18:00,10.05,2094,-106.5,8.55,32.55,10.3,2.8,83.4,9.34,0.7
10/28/2017,18:15,10.1,2093,-106.4,8.55,31.52,10.3,2.8,83.4,9.33,0.6
10/28/2017,18:30,10.13,2094,-106.4,8.55,31.78,10,2.7,83.7,9.35,0.7
10/28/2017,18:45,10.13,2096,-106.3,8.55,31.58,11.9,3.2,83.3,9.31,0.7
10/28/2017,19:00,10.24,2094,-106.4,8.55,31.84,20.8,5.7,83.5,9.31,1.1
10/28/2017,19:15,10.21,2096,-106.3,8.55,30.75,11.7,3.2,83.6,9.32,0.9
10/28/2017,19:30,10.18,2092,-106.4,8.55,32.24,12.8,3.5,83.6,9.33,1.5
10/28/2017,19:45,10.2,2093,-106.2,8.55,30.05,22.3,6.1,83.3,9.3,1.2
10/28/2017,20:00,10.3,2089,-106.4,8.55,31.54,18.3,5,83.6,9.31,1.2
10/28/2017,20:15,10.44,2092,-106.8,8.55,32.83,9.7,2.6,85.1,9.44,0.6
10/28/2017,20:30,10.3,2097,-106.8,8.55,32.32,10.8,2.9,84.6,9.42,0.6
10/28/2017,20:45,10.41,2093,-106.7,8.55,31.39,10.8,2.9,84.2,9.34,0.6
10/28/2017,21:00,10.69,2093,-107,8.56,30.33,10.3,2.8,85.3,9.41,0.6
10/28/2017,21:15,10.83,2099,-107.3,8.56,28.6,10.1,2.7,85.7,9.42,0.6
10/28/2017,21:30,11.02,2098,-107.6,8.56,27.09,10,2.7,86.1,9.43,0.6
10/28/2017,21:45,11.01,2098,-107.7,8.57,26.79,10.2,2.8,86.2,9.44,0.6
10/28/2017,22:00,10.97,2096,-107.6,8.57,26.97,10.8,2.9,86,9.43,0.6
10/28/2017,22:15,10.95,2097,-107.7,8.57,25.85,10,2.7,86,9.43,0.6
10/28/2017,22:30,10.9,2096,-107.8,8.57,26.81,10.1,2.7,85.9,9.43,0.6
10/28/2017,22:45,10.85,2096,-107.7,8.57,26.22,9.6,2.6,85.7,9.43,0.6
10/28/2017,23:00,10.83,2095,-107.7,8.57,26.25,10.1,2.7,85.6,9.42,0.6
10/28/2017,23:15,10.81,2095,-107.6,8.57,26.28,10.2,2.8,85.5,9.41,0.6
10/28/2017,23:30,10.79,2092,-107.6,8.57,26.25,10.3,2.8,85.4,9.4,0.6
10/28/2017,23:45,10.79,2094,-107.7,8.57,26.28,10.4,2.8,85.4,9.4,0.6
10/29/2017,0:00,10.75,2094,-107.7,8.57,26.53,10.1,2.7,85.4,9.4,0.6
10/29/2017,0:15,10.75,2093,-107.7,8.57,26.27,10.5,2.8,85.3,9.4,0.6
10/29/2017,0:30,10.73,2093,-107.8,8.57,26.05,9.4,2.5,85.3,9.4,0.6
10/29/2017,0:45,10.7,2093,-107.8,8.57,26.12,10.5,2.8,85.2,9.4,0.6
10/29/2017,1:00,10.68,2093,-107.8,8.57,25.86,10.4,2.8,85.1,9.39,0.6
10/29/2017,1:15,10.66,2093,-107.8,8.57,26.15,10.3,2.8,85,9.39,0.6
